真实值,预测值
1.0,0.21133513183085983
0.3852984641639708,0.4523323806287659
0.6180137384128455,0.4311188375931528
0.2081136673897083,0.23534812664902338
0.3494107671875818,0.31061336258644634
0.1340606294628277,0.19286314951596334
0.137523776789487,0.2743850129648229
0.1268412452121248,0.1651982396667227
0.2015703489596422,0.1915473147434252
0.3087426466094403,0.2076544589116337
0.1684410547885557,0.2600132329982715
0.042207672602115,0.23253173002149463
0.2540011471082243,0.21071585037767004
0.1763885051535189,0.20326160796290252
0.3059312106591781,0.2918347028990325
0.4433458731429291,0.22539033059057612
0.3178401395244127,0.2891723567484822
0.4110469794788265,0.32081084344225697
0.113037398294346,0.24791387206371207
0.3545808091661253,0.26431688988975055
0.1628385365833492,0.2067246897667477
0.3325735585906971,0.23667902122655207
0.3881237706801098,0.2165162111009588
0.1758220332911823,0.2948823938042016
0.2772717056897795,0.22932555214796124
0.2211662382052542,0.2586849191900063
0.1702210194874083,0.23065170857667916
0.2835160379486573,0.19616501784359613
0.1605788146779794,0.2813720846853292
0.1599682833249531,0.21758736471843845
0.1822691972999686,0.18346779941853678
0.0439042229733813,0.2050323563462603
0.1909682620671254,0.18809527723872918
0.1461139774995448,0.1995952721818405
0.1209226449778061,0.2296727903045267
0.0879982974915376,0.1971857124738436
0.0689706847373125,0.06897068473731263
0.0956362501671363,0.17151131590579152
0.0521516736098437,0.17941242082134956
0.2136959659175264,0.17544854743955998
0.3344976186723568,0.2626493706737508
0.2328978278963414,0.2647619672588928
0.2169281805537118,0.237367549480369
0.2737061294157844,0.20181454345159888
0.2577460138110426,0.2398532910544497
0.3472569862511401,0.24685448880420488
0.1684561346996615,0.2587131514453825
0.2081537749712119,0.2310813370974157
0.1916419902459121,0.20128327754958963
0.1801537336771586,0.27180011536252163
0.1971922383877515,0.2031391750236256
0.2045252511773136,0.2076941469131933
0.2936671259931606,0.2136338538090955
0.1519679722314183,0.24751196520046775
0.1219965374109629,0.27059938178123955
0.1944687376942614,0.17153956223086037
0.1525399297744666,0.20326768304022289
