,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,0.24501668654887496,0.03733996359486329,6.561781613053874,2.2858359385114343e-08,0.17012220410316292,0.319911168994587
is_competition_month,-0.1760460018115627,0.15395661395833954,-1.1434780051683946,0.2579788820853012,-0.4848438637112013,0.13275186008807588
post,-0.034989386862275984,0.04680812153877767,-0.7475067512224223,0.45806154458205417,-0.12887458918703137,0.058895815462479406
interaction,0.2534271497454621,0.1623526927728479,1.5609667164562462,0.1244835282080134,-0.07221111361274984,0.5790654131036741
