date,revenue,download,reviews,rating
2020/1/31,0.11868675228896478,0.06628794712256311,0.9396204232448773,0.9964312042782113
2020/2/29,0.061469214752946755,0.02652469801594462,0.6846657709103123,0.7911608905053591
2020/3/31,0.06302793641933604,0.028084613111117096,0.9755626469600267,0.6833253140747042
2020/4/30,0.2628662531422493,0.07294138419434454,1.0,0.8483810236746383
2020/5/31,0.13183203756112044,0.07588771989083665,0.4658212966073228,0.9555374741538321
2020/6/30,0.08785671620078295,0.06367247924399391,0.3629492777964394,0.8739166872001276
2020/7/31,0.09609188986403977,0.15542803624960178,0.8499328182734296,0.9494677477312676
2020/8/31,0.17678829017760256,0.07695785849451306,0.9412159892509238,0.886047601421543
2020/9/30,0.08046522089928318,0.048608397594107344,0.1614040980853208,0.8916143114914263
2020/10/31,0.030396772343225534,0.07234413323762989,0.07717500839771582,0.9670950757283003
2020/11/30,0.026156875472646862,0.08352838669312587,0.05080618071884449,0.8774545633711319
2020/12/31,0.09935520392846878,0.03216096604190738,0.060043668122270744,0.8775714818304985
2021/1/31,0.009958662053092995,0.0,0.2272421901242862,0.7518074091512805
2021/2/28,0.04828265873720221,0.11816970985732766,0.27981189116560296,0.7513222227982175
2021/3/31,0.017959651918437305,0.07441685506684528,0.1168122270742358,0.9524862491247676
2021/4/30,0.07213691134340619,0.06842592130566122,0.1366308364124958,0.7241804454126337
2021/5/31,0.04174931027653375,0.06360415619110496,0.094054417198522,0.9575862029102427
2021/6/30,0.030568101273028503,0.07224510319467847,0.07356399059455829,0.8888852425889355
2021/7/31,0.028419176348227035,0.11704046029778103,0.19717836748404433,0.9714595974074787
2021/8/31,0.10375536094704496,0.11783577134039852,0.2379072892173329,0.959327677900778
2021/9/30,0.012196690671428354,0.014866021563983783,0.32784682566341955,0.7996575525243992
2021/10/31,0.0,0.04889320492693655,0.23706751763520323,0.8334429060364352
2021/11/30,0.030500977017651143,0.051848752720447394,0.12873698354047697,0.8546783095570516
2021/12/31,0.009980799616703895,0.03914450325686014,0.07885455156197516,0.8080165820692924
2022/1/31,0.07704267450231,0.06723602544074128,0.554501175680215,0.5468124703555355
2022/2/28,0.08013458057420886,0.05773758573967383,0.3113873026536782,0.6797915327205211
2022/3/31,0.023752498876320985,0.08403428435440474,0.2316929795095734,0.9871747792437862
2022/4/30,0.2142556422126969,0.0945506607760424,0.3611857574739671,0.2845905460674285
2022/5/31,0.09224343255573825,0.1204888552817942,0.22035606315082296,0.4462828401170582
2022/6/30,0.08564106233424004,0.10176296506696042,0.17072556264696004,0.29246057121095115
2022/7/31,0.1683859779090834,0.13145125073408898,0.43684917702384946,0.6729780546561586
2022/8/31,0.1912583505064165,0.10722497092431876,0.41787033926771916,0.7151074747638371
2022/9/30,0.06000236397554273,0.04286542277767755,0.14318105475310716,0.4015220935313262
2022/10/31,0.0246919222006952,0.07911732757065487,0.05290560967416863,0.36045576939841295
2022/11/30,0.10494865468839995,0.10166009665025122,0.11572052401746724,0.4185298987184769
2022/12/31,0.05226236017262556,0.11553658545947254,0.20868323815922069,0.5046028024048035
2023/1/31,0.22866822393884975,0.09984070748905105,0.22749412159892507,0.9735950128737347
2023/2/28,0.28415745025867345,0.0536082632510258,0.05164595230097413,0.6592786312241075
2023/3/31,0.140608949031027,0.04487365992776182,0.04702720859926102,0.9616417680428289
2023/4/30,0.09881639144272478,0.06759299420021725,0.13209606986899564,0.0
2023/5/31,0.06000892618189882,0.0654243130270567,0.0,0.7689577467301023
2023/6/30,0.10495584939657351,0.11676102668821275,0.015871682902250606,0.5498678750253958
2023/7/31,0.11816825892410651,0.14557109243955524,0.2547027208599261,0.723669202588469
2023/8/31,0.2604094579578019,0.13447819227949503,0.3378401074907625,0.846134193613244
2023/9/30,0.04797123065483308,0.045801778702399376,0.0401410816257978,0.9011589048972735
2023/10/31,0.04784639060861301,0.09560160751092978,0.018810883439704412,0.9720620526641042
2023/11/30,0.10820825280465143,0.13341419507383112,0.028804165267047377,0.8919395077092751
2023/12/31,0.09721726872274561,0.2038084344424954,0.0386294927779644,0.9655861430002808
2024/1/31,0.19041230026284403,0.33446744483297314,0.16358750419885792,0.9620039576928063
2024/2/29,0.43117973053050695,0.4209936014309458,0.41132012092710785,0.8310822228117896
2024/3/31,0.6421153707033855,0.8966571602943265,0.400990930466913,1.0000000000000002
2024/4/30,0.9330360838333722,0.8578174239138361,0.27250587840107493,0.8617629621152616
2024/5/31,0.4341545447034496,0.7088209667328146,0.10681894524689284,0.6244313397057464
2024/6/30,0.6193457796513888,0.6034967584933615,0.15846489754786697,0.8314199632838208
2024/7/31,0.747623473249324,1.0,0.41400738998992276,0.9997026405873173
2024/8/31,0.9999173003873678,0.5705727237484023,0.517215317433658,0.9856565444762759
2024/9/30,0.3170070646499873,0.4524935995117588,0.8333053409472624,0.7999674969067725
2024/10/31,0.42101898414673733,0.49645065578615655,0.3373362445414847,0.8773230833010943
2024/11/30,1.0,0.35570823753392167,0.17752771246221027,0.8758555674543398
2024/12/31,0.5148884207496965,0.36551144411135894,0.12479005710446761,0.9671508482191535
