,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,0.4373207385500856,0.09486182689766506,4.610081345174366,2.5054565907150223e-05,0.24713422656327622,0.6275072505368949
is_competition_month,-0.07844595799988956,0.11488337751882018,-0.6828312301928845,0.49763259476919364,-0.3087732621444615,0.1518813461446824
post,-0.002023611621553109,0.1039159248760029,-0.01947354675395299,0.984535116417758,-0.21036249711835736,0.20631527387525112
interaction,0.0,0.0,,,0.0,0.0
