,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,0.11314586885128616,0.0828442766938415,1.365765667427177,0.17800577297061435,-0.053170956502824496,0.2794626942053968
is_competition_month,-0.07591847053706481,0.0819377770496295,-0.9265380789020087,0.3585304275931972,-0.24041542191765836,0.08857848084352875
post,0.02153115358464618,0.07497848055066662,0.2871644427376269,0.7751499678875401,-0.1289944270918137,0.17205673426110607
interaction,1.6844986276220038e-15,4.716223175552601e-16,3.5717110173112845,0.00078472573807838,7.376773171793222e-16,2.6313199380646855e-15
lag1,0.7288977850105113,0.13570647399754798,5.371134946912565,1.9443476989837332e-06,0.45645567028624595,1.0013398997347767
lag2,-0.10381077425973498,0.16405375277009668,-0.6327851238198395,0.5297011332302901,-0.43316242578038766,0.22554087726091773
lag3,0.11776356253397655,0.13373639124274325,0.880564829360659,0.38268426087821883,-0.15072344602556367,0.3862505710935168
