"日期","收入预估~iPad"
"2022-05-05","13999"
"2022-05-04","19514"
"2022-05-03","16791"
"2022-05-02","17615"
"2022-05-01","21691"
"2022-04-30","34148"
"2022-04-29","22003"
"2022-04-28","15090"
"2022-04-27","16991"
"2022-04-26","26169"
"2022-04-25","12523"
"2022-04-24","13249"
"2022-04-23","16126"
"2022-04-22","7252"
"2022-04-21","13361"
"2022-04-20","17103"
"2022-04-19","17196"
"2022-04-18","15402"
"2022-04-17","12862"
"2022-04-16","17558"
"2022-04-15","48496"
"2022-04-14","17704"
"2022-04-13","17557"
"2022-04-12","21680"
"2022-04-11","26071"
"2022-04-10","52412"
"2022-04-09","52882"
"2022-04-08","20053"
"2022-04-07","14587"
"2022-04-06","19279"
"2022-04-05","26120"
"2022-04-04","28170"
"2022-04-03","34203"
"2022-04-02","34233"
"2022-04-01","22188"
"2022-03-31","25930"
"2022-03-30","34276"
"2022-03-29","20775"
"2022-03-28","28180"
"2022-03-27","26154"
"2022-03-26","23494"
"2022-03-25","34375"
"2022-03-24","34208"
"2022-03-23","34429"
"2022-03-22","34462"
"2022-03-21","30286"
"2022-03-20","21676"
"2022-03-19","20400"
"2022-03-18","14691"
"2022-03-17","17656"
"2022-03-16","43227"
"2022-03-15","25935"
"2022-03-14","43348"
"2022-03-13","19106"
"2022-03-12","20756"
"2022-03-11","17445"
"2022-03-10","13551"
"2022-03-09","17573"
"2022-03-08","25939"
"2022-03-07","30239"
"2022-03-06","34347"
"2022-03-05","34234"
"2022-03-04","16404"
"2022-03-03","17125"
"2022-03-02","18668"
"2022-03-01","21806"
"2022-02-28","25982"
"2022-02-27","28141"
"2022-02-26","47429"
"2022-02-25","16132"
"2022-02-24","13612"
"2022-02-23","14828"
"2022-02-22","19434"
"2022-02-21","17687"
"2022-02-20","26031"
"2022-02-19","10379"
"2022-02-18","21735"
"2022-02-17","43377"
"2022-02-16","43235"
"2022-02-15","30292"
"2022-02-14","26131"
"2022-02-13","34419"
"2022-02-12","16787"
"2022-02-11","43042"
"2022-02-10","34148"
"2022-02-09","34317"
"2022-02-08","34349"
"2022-02-07","34368"
"2022-02-06","33244"
"2022-02-05","16924"
"2022-02-04","17558"
"2022-02-03","17581"
"2022-02-02","17577"
"2022-02-01","20448"
"2022-01-31","26149"
"2022-01-30","34397"
"2022-01-29","21816"
"2022-01-28","21789"
"2022-01-27","26016"
"2022-01-26","20715"
"2022-01-25","21729"
"2022-01-24","30275"
"2022-01-23","30105"
"2022-01-22","47557"
"2022-01-21","44876"
"2022-01-20","29964"
"2022-01-19","25927"
"2022-01-18","34354"
"2022-01-17","47431"
"2022-01-16","47413"
"2022-01-15","34233"
"2022-01-14","47166"
"2022-01-13","45053"
"2022-01-12","56019"
"2022-01-11","62272"
"2022-01-10","56610"
"2022-01-09","20062"
"2022-01-08","16179"
"2022-01-07","17508"
"2022-01-06","17645"
"2022-01-05","22599"
"2022-01-04","20504"
"2022-01-03","26049"
"2022-01-02","43059"
"2022-01-01","34337"
"2021-12-31","36184"
"2021-12-30","44247"
"2021-12-29","26020"
"2021-12-28","25999"
"2021-12-27","30025"
"2021-12-26","47252"
"2021-12-25","44809"
"2021-12-24","44878"
"2021-12-23","41951"
"2021-12-22","34307"
"2021-12-21","34458"
"2021-12-20","34399"
"2021-12-19","34176"
"2021-12-18","27138"
"2021-12-17","30240"
"2021-12-16","36711"
