ÈÕÆÚ,1ÐÇ,2ÐÇ,3ÐÇ,4ÐÇ,5ÐÇ
2023/1/13,152,13,-4,-3,-12
2023/1/14,-217,-28,-6,-4,-21
2023/1/15,-435,-24,-37,-17,-69
2023/1/16,-521,-32,-31,-14,-4
2023/1/17,-85,-10,-12,-9,-61
2023/1/18,-329,-31,-12,-10,-8
2023/1/19,-171,7,-6,-10,61
2023/1/20,72,17,16,12,235
2023/1/21,-297,-21,-23,10,73
2023/1/22,-387,-40,-31,-7,168
2023/1/23,-239,-37,-12,-6,79
2023/1/24,-487,-29,-27,-14,-44
2023/1/25,-281,-16,-19,-6,36
2023/1/26,-240,-25,-26,-7,-26
2023/1/27,-244,-13,-13,-10,-37
2023/1/28,-314,-17,-3,-10,-30
2023/1/29,28,19,12,1,95
2023/1/30,-589,-28,-44,-18,-81
2023/1/31,137,20,11,8,45
2023/2/1,-570,-34,-26,-21,-73
2023/2/2,-371,-25,-25,-14,-43
2023/2/3,-34,-24,-19,-2,-31
2023/2/4,-326,7,31,11,32
2023/2/5,-356,-22,-23,2,-21
2023/2/6,-378,-44,-17,-15,-59
2023/2/7,78,20,4,15,13
2023/2/8,-409,-37,-5,-5,-46
2023/2/9,-305,-27,1,3,-24
2023/2/10,-526,-35,-14,-17,-31
2023/2/11,-537,-28,-23,-1,-36
2023/2/12,-513,-27,-21,-13,-37
2023/2/13,-487,-28,-29,-13,-49
2023/2/14,-498,-33,-33,-10,-65
2023/2/15,-463,-12,7,-11,-8
2023/2/16,-275,-13,-11,-14,75
2023/2/17,-383,-18,-28,-10,-14
2023/2/18,-380,-26,-16,-14,-47
2023/2/19,-586,-33,-30,-18,-61
2023/2/20,-445,-37,-33,-16,-35
2023/2/21,-204,-11,3,0,36
2023/2/22,-2284,-69,-32,-13,-285
2023/2/23,-4792,-172,-147,-92,-1786
2023/2/24,-6446,-275,-213,-141,-1921
2023/2/25,-6660,-259,-159,-100,-1375
2023/2/26,-2426,-116,-93,-68,-673
2023/2/27,-2124,-100,-65,-51,-535
2023/2/28,-915,-38,-27,-4,-225
2023/3/1,-2872,-113,-128,-73,-661
2023/3/2,-487,-15,-11,-14,-159
2023/3/3,-418,-33,-21,-21,-166
2023/3/4,-684,-36,-28,-19,-237
2023/3/5,-636,-26,-34,-20,-216
2023/3/6,-429,-13,-20,-8,-91
2023/3/7,-368,-10,-14,-14,-120
2023/3/8,-428,-19,-11,-13,-114
2023/3/9,-362,-18,-15,-11,-103
2023/3/10,-468,-18,-14,-9,-181
2023/3/11,-568,-37,-36,-20,-224
2023/3/12,-588,-30,-36,-28,-176
2023/3/13,-472,-14,-24,-14,-160
2023/3/14,-259,-14,-21,-12,-112
2023/3/15,362,14,28,18,98
2023/3/16,47,11,1,-6,-3
2023/3/17,572,42,36,22,50
2023/3/18,-69,-4,3,0,-84
2023/3/19,-344,-29,-19,-11,-120
2023/3/20,-40,1,8,-1,-20
2023/3/21,84,2,10,3,18
2023/3/22,-590,-40,-18,-16,-184
2023/3/23,-1921,-190,-193,-132,-851
2023/3/24,-770,-96,-112,-109,-704
2023/3/25,-441,-47,-51,-40,-278
2023/3/26,-61,-25,-27,-11,-50
2023/3/27,-249,-13,-18,-8,-63
2023/3/28,-25,-5,2,-6,7
2023/3/29,42,5,-3,2,6
2023/3/30,-93,-1,-3,5,-38
2023/3/31,208,14,12,5,67
2023/4/1,0,3,10,-3,-48
2023/4/2,-160,-10,-24,-12,-116
2023/4/3,-275,-29,-23,-4,-88
2023/4/4,-200,-9,-20,-5,-71
2023/4/5,-128,-6,-5,-7,-36
2023/4/6,-73,-2,7,-7,-25
2023/4/7,193,15,6,5,0
2023/4/8,16,-3,-3,0,0
2023/4/9,-7,3,0,0,9
2023/4/10,-37,-9,-3,-1,11
2023/4/11,32,2,2,-1,-4
2023/4/12,266,12,9,9,24
2023/4/13,144,10,8,-1,32
2023/4/14,17,1,-2,2,12
2023/4/15,38,4,6,6,44
2023/4/16,663,45,62,74,598
2023/4/17,152,16,24,13,166
2023/4/18,546,96,109,74,217
2023/4/19,555,121,157,102,505
2023/4/20,388,63,70,36,185
2023/4/21,131,24,17,5,-8
2023/4/22,87,10,5,4,25
2023/4/23,-72,-7,-1,1,-9
2023/4/24,20,0,6,3,1
2023/4/25,242,31,4,1,27
2023/4/26,170,13,34,25,97
2023/4/27,76,0,8,6,18
2023/4/28,48,4,2,0,-7
2023/4/29,48,6,-5,5,1
2023/4/30,-96,2,-14,-3,-46
2023/5/1,-177,-10,-10,-9,-60
2023/5/2,39,11,-4,4,31
2023/5/3,252,22,12,16,69
2023/5/4,-69,-5,-6,-3,-35
2023/5/5,668,41,43,25,124
2023/5/6,207,11,13,6,20
2023/5/7,213,8,13,5,11
2023/5/8,-98,-9,-9,-5,-18
2023/5/9,326,18,13,10,5
2023/5/10,-55,-7,2,-2,16
2023/5/11,112,7,-1,0,12
2023/5/12,-122,-9,-7,-4,-34
2023/5/13,3,-4,2,2,-25
2023/5/14,-107,-11,-2,-5,-25
2023/5/15,-57,-5,-2,-11,-21
2023/5/16,372,11,17,-2,-11
2023/5/17,-11,4,0,16,29
2023/5/18,91,-1,4,3,-16
2023/5/19,-86,-7,-5,-6,-9
2023/5/20,11,1,5,-4,-39
2023/5/21,-164,-10,-7,-4,-39
2023/5/22,-26,0,0,-3,-11
2023/5/23,289,23,20,13,-12
2023/5/24,-37,9,2,8,-3
2023/5/25,39,3,3,-1,-3
2023/5/26,-74,3,1,-5,-1
2023/5/27,-90,0,-10,2,-14
2023/5/28,-149,-11,-1,-3,-23
2023/5/29,-160,-11,-10,-1,-23
2023/5/30,313,14,19,13,38
2023/5/31,199,10,9,7,64
2023/6/1,36,-7,-5,-4,-1
2023/6/2,-91,-6,-7,-3,-34
2023/6/3,-127,-4,-5,-5,-34
2023/6/4,-141,-7,-6,-5,-23
2023/6/5,-86,-10,-12,-9,-17
2023/6/6,-129,-6,-4,-5,-55
2023/6/7,-57,-4,-16,-9,-82
2023/6/8,-70,-4,-8,-5,-27
2023/6/9,1130,61,53,30,180
2023/6/10,158,5,3,1,42
2023/6/11,-34,-6,-6,1,-46
2023/6/12,-66,-1,-10,-3,-30
2023/6/13,438,9,21,3,16
2023/6/14,-2,5,0,-4,-12
2023/6/15,105,10,3,4,13
2023/6/16,111,6,5,-2,-32
2023/6/17,66,4,7,-5,-9
2023/6/18,-76,0,2,-4,-39
2023/6/19,-37,-3,1,-7,-25
2023/6/20,280,14,-7,-10,-34
2023/6/21,30,0,16,10,39
2023/6/22,11,11,-1,6,-15
2023/6/23,74,5,0,-3,-22
2023/6/24,50,8,5,-1,-2
2023/6/25,-135,-10,-5,-4,-20
2023/6/26,383,8,22,6,9
2023/6/27,77,6,-4,-4,-3
2023/6/28,240,20,20,37,259
2023/6/29,601,84,75,39,213
2023/6/30,294,20,19,19,68
2023/7/1,339,69,95,56,312
2023/7/2,-126,-5,-15,-4,-8
2023/7/3,-124,-16,-15,-7,-66
2023/7/4,-472,-78,-111,-101,-521
2023/7/5,372,27,13,9,-26
2023/7/6,43,-5,-3,-1,28
2023/7/7,396,36,18,8,4
2023/7/8,388,10,25,5,1
2023/7/9,-216,-18,-10,-5,-52
2023/7/10,147,23,20,4,42
2023/7/11,557,36,27,12,-3
2023/7/12,-36,2,4,4,60
2023/7/13,195,1,2,0,20
2023/7/14,111,-1,6,14,-23
2023/7/15,167,3,3,7,7
2023/7/16,612,19,7,2,6
2023/7/17,470,-10,-3,3,-30
2023/7/18,407,-1,6,-7,-79
2023/7/19,465,-10,-8,-8,-75
2023/7/20,143,-9,-3,-10,-224
2023/7/21,75,-3,-4,-17,-186
2023/7/22,932,-10,6,-3,-231
2023/7/23,213,3,-16,-10,-139
2023/7/24,-111,-16,-18,-4,-58
2023/7/25,1464,40,4,-5,-36
2023/7/26,1382,20,2,3,-63
2023/7/27,806,14,2,-2,-22
2023/7/28,1237,32,-13,-1,20
2023/7/29,1600,22,-13,-3,41
2023/7/30,10589,93,29,17,418
2023/7/31,8754,53,10,3,491
2023/8/1,9970,87,43,27,586
2023/8/2,3542,48,18,12,331
2023/8/3,11157,137,31,23,377
2023/8/4,4600,-7,-6,-4,262
2023/8/5,7529,62,15,9,393
2023/8/6,2187,5,0,-15,139
2023/8/7,1313,6,-8,0,213
2023/8/8,7710,112,58,15,526
2023/8/9,3902,56,23,17,217
2023/8/10,4952,36,12,21,459
2023/8/11,7293,92,47,23,457
2023/8/12,5354,38,11,6,237
2023/8/13,8272,76,31,10,389
2023/8/14,8583,76,37,12,299
2023/8/15,7388,74,49,15,274
2023/8/16,8493,80,36,35,749
2023/8/17,9529,87,66,50,1752
2023/8/18,3791,28,19,17,827
2023/8/19,14948,175,85,57,1144
2023/8/20,2213,15,24,10,435
2023/8/21,116,-8,-4,-3,131
2023/8/22,6096,95,64,57,1260
2023/8/23,3397,49,38,35,689
2023/8/24,8194,138,82,79,1358
2023/8/25,4414,69,37,36,450
2023/8/26,1752,25,15,14,188
2023/8/27,-163,-16,-12,-10,-14
2023/8/28,-126,-13,-4,-1,-4
2023/8/29,9514,186,166,78,1535
2023/8/30,3504,70,69,49,798
2023/8/31,1930,22,25,15,202
2023/9/1,3255,76,65,37,546
2023/9/2,4018,41,35,16,225
2023/9/3,324,8,1,8,44
2023/9/4,2893,29,3,-5,55
2023/9/5,8720,98,71,45,537
2023/9/6,3276,45,22,7,203
2023/9/7,3028,38,20,12,153
2023/9/8,2207,69,41,28,516
2023/9/9,5887,86,69,42,701
2023/9/10,529,12,-1,6,64
2023/9/11,3085,62,30,27,913
2023/9/12,4053,34,5,1,137
2023/9/13,6525,79,68,38,861
2023/9/14,3986,42,34,31,252
2023/9/15,186,16,19,7,35
2023/9/16,5068,47,15,15,432
2023/9/17,112,-1,7,-5,40
2023/9/18,-143,-8,-8,-6,11
2023/9/19,475,1,-4,-3,14
2023/9/20,159,1,1,1,54
2023/9/21,728,23,36,26,258
2023/9/22,780,15,18,10,131
2023/9/23,499,18,22,9,159
2023/9/24,720,49,70,54,378
2023/9/25,190,15,7,11,73
2023/9/26,890,31,61,34,236
2023/9/27,948,40,42,27,210
2023/9/28,-4,-2,3,1,14
2023/9/29,776,21,24,22,192
2023/9/30,209,6,12,11,98
2023/10/1,58,4,-2,-5,45
2023/10/2,-41,-16,1,-2,4
2023/10/3,88,13,1,-1,52
2023/10/4,366,14,16,23,80
2023/10/5,322,9,7,12,61
2023/10/6,407,18,22,14,81
2023/10/7,-131,-9,-5,-6,-30
2023/10/8,404,-2,7,8,53
2023/10/9,318,10,5,-4,37
2023/10/10,107,-2,0,-5,26
2023/10/11,107,-1,8,1,43
2023/10/12,70,0,6,4,56
2023/10/13,-27,-2,-7,-4,-20
2023/10/14,273,9,7,0,19
2023/10/15,-265,-39,-56,-46,-174
2023/10/16,-1144,-209,-260,-192,-1014
2023/10/17,65,-38,-46,-23,-138
2023/10/18,15,-13,-11,-3,25
2023/10/19,-19,4,1,0,13
2023/10/20,71,-16,-8,-7,-5
2023/10/21,272,-9,8,2,30
2023/10/22,57,-17,-10,-9,-40
2023/10/23,-265,-15,-26,-16,-91
2023/10/24,256,9,10,6,19
2023/10/25,-106,-5,-7,-2,-36
2023/10/26,147,0,12,10,63
2023/10/27,67,-1,-4,-4,16
2023/10/28,-34,-4,2,1,9
2023/10/29,-155,-12,-13,-12,-54
2023/10/30,-351,-24,-26,-16,-98
2023/10/31,601,13,11,7,78
2023/11/1,205,-3,-7,-4,9
2023/11/2,-232,-17,-19,-10,-67
2023/11/3,28,-6,-19,-11,-19
2023/11/4,-2,-8,0,-4,2
2023/11/5,205,3,0,4,22
2023/11/6,-44,-3,1,1,14
2023/11/7,-2,-1,-5,-3,-18
2023/11/8,26,-5,-6,1,-1
2023/11/9,350,18,8,10,49
2023/11/10,35,4,-2,-5,4
2023/11/11,150,6,15,4,30
2023/11/12,-43,-1,-6,1,6
2023/11/13,-203,-6,-7,-3,-33
2023/11/14,-35,-8,-8,-7,-20
2023/11/15,174,6,-1,-2,27
2023/11/16,-17,-1,3,2,10
2023/11/17,130,-3,7,4,17
2023/11/18,-68,-2,-2,1,4
2023/11/19,213,0,0,2,17
2023/11/20,-185,-11,-12,-7,-47
2023/11/21,-110,-16,-5,-12,-31
2023/11/22,234,5,7,1,34
2023/11/23,10,-2,10,0,38
2023/11/24,128,-2,6,2,15
2023/11/25,70,0,1,0,15
2023/11/26,110,1,5,1,19
2023/11/27,-161,-6,-14,-9,-50
2023/11/28,-212,-21,-15,-8,-54
2023/11/29,93,3,2,0,-5
2023/11/30,33,3,3,2,4
2023/12/1,-79,-2,-5,-4,-22
2023/12/2,166,0,4,-5,13
2023/12/3,127,-5,2,-1,-3
2023/12/4,-244,-12,-12,-9,-42
2023/12/5,-80,-4,-7,-3,-19
2023/12/6,135,1,1,-1,42
2023/12/7,-85,0,0,-3,4
2023/12/8,4,-7,-4,0,-2
2023/12/9,142,6,5,7,13
2023/12/10,-135,-9,-10,1,-9
2023/12/11,-308,-19,-11,-4,-52
2023/12/12,19,-11,-10,4,-17
2023/12/13,116,-1,7,0,22
2023/12/14,237,19,7,11,20
2023/12/15,-93,0,-6,0,-15
2023/12/16,147,2,5,0,16
2023/12/17,-32,-6,-3,-5,20
2023/12/18,-285,-17,-14,-10,-65
2023/12/19,-138,-9,0,-9,-3
2023/12/20,218,3,5,12,67
2023/12/21,-20,-4,-6,4,11
2023/12/22,-43,4,4,0,20
2023/12/23,-312,-15,-17,-2,-30
2023/12/24,-81,-5,-6,-8,-33
2023/12/25,-329,-15,-9,-6,-40
2023/12/26,-175,-9,0,2,-9
2023/12/27,-6,-24,-7,-5,20
2023/12/28,-939,-149,-170,-111,-695
2023/12/29,-403,-46,-43,-27,-168
2023/12/30,-130,-27,-21,-27,-55
2023/12/31,178,5,8,8,59
2024/1/1,-222,-31,-49,-27,-129
2024/1/2,-89,-36,-11,-17,-12
2024/1/3,-158,-5,-26,-5,-84
2024/1/4,-59,-16,-2,-4,39
2024/1/5,518,12,64,58,522
2024/1/6,92,9,24,32,287
2024/1/7,773,105,159,131,762
2024/1/8,40,24,31,32,255
2024/1/9,-162,-25,-15,-6,-39
2024/1/10,143,36,30,61,199
2024/1/11,-74,18,13,3,51
2024/1/12,-7,-9,-6,1,8
2024/1/13,449,97,64,43,244
2024/1/14,-5,31,18,9,71
2024/1/15,-553,-23,-11,-8,-26
2024/1/16,-611,2,9,15,22
2024/1/17,-291,-3,-4,14,26
2024/1/18,-293,-6,-2,-1,27
2024/1/19,-175,-10,-1,5,-2
2024/1/20,100,2,10,11,54
2024/1/21,-416,-17,-8,-4,-21
2024/1/22,-2241,-49,-25,-10,-102
2024/1/23,-1543,-30,-4,3,-51
2024/1/24,-292,13,11,7,89
2024/1/25,-403,-12,7,6,24
2024/1/26,-404,26,35,15,90
2024/1/27,-600,-5,5,-4,-18
2024/1/28,-783,18,45,28,164
2024/1/29,-2834,-45,-22,-14,-129
2024/1/30,-20135,-222,-92,-42,-795
2024/1/31,-16949,-137,-71,-54,-937
2024/2/1,-13842,-103,-59,-30,-725
2024/2/2,-8234,-81,-30,-24,-533
2024/2/3,-3963,-31,7,5,-84
2024/2/4,-5523,-77,-42,-17,-430
2024/2/5,-3286,-37,-33,-13,-248
2024/2/6,-3731,-44,-31,-19,-226
2024/2/7,-3876,-43,-26,-18,-513
2024/2/8,-3245,-48,-33,-9,-265
2024/2/9,-3469,-42,-22,-3,-200
2024/2/10,-8581,-85,-38,-19,-370
2024/2/11,-14911,-151,-64,-25,-539
2024/2/12,-12859,-138,-60,-31,-487
2024/2/13,-10555,-99,-58,-23,-529
2024/2/14,-9095,-96,-29,-14,-297
2024/2/15,-14396,-137,-59,-28,-610
2024/2/16,-20813,-235,-168,-82,-1961
2024/2/17,-18074,-247,-206,-169,-5092
2024/2/18,-11930,-163,-123,-95,-2723
2024/2/19,-5668,-95,-29,-45,-1027
2024/2/20,-4045,-59,-49,-40,-867
2024/2/21,-3599,-57,-43,-30,-661
2024/2/22,-2887,-55,-26,-33,-442
2024/2/23,-2308,-44,-40,-22,-339
2024/2/24,-1791,-32,-31,-9,-244
2024/2/25,-1808,-36,-30,-6,-271
2024/2/26,-1657,-42,-26,-19,-231
2024/2/27,-1002,-2,-9,-5,-92
2024/2/28,-1017,-10,-15,-8,-110
2024/2/29,-777,-12,-4,-1,-109
2024/3/1,-3356,-62,-70,-47,-470
2024/3/2,-71,21,11,7,70
2024/3/3,-596,-9,-5,-6,-77
2024/3/4,-581,-13,-17,-10,-81
2024/3/5,-129,-10,0,2,-23
2024/3/6,-106,6,-1,-1,5
2024/3/7,-320,-5,6,0,-1
2024/3/8,-50,7,10,9,14
2024/3/9,-413,2,-3,3,-34
2024/3/10,-388,2,-5,1,-72
2024/3/11,-456,-8,-11,-8,-82
2024/3/12,-212,-9,-1,1,-22
2024/3/13,-187,-1,5,-1,18
2024/3/14,-96,1,-2,2,-6
2024/3/15,-205,-4,1,6,-7
2024/3/16,-432,-6,-5,-5,-69
2024/3/17,23,32,14,1,6
2024/3/18,-463,-15,-9,-7,-116
2024/3/19,111,10,7,5,15
2024/3/20,-119,-4,3,0,-18
2024/3/21,-922,-52,-97,-63,-437
2024/3/22,-397,-18,-21,-23,-149
2024/3/23,-243,-12,-49,-24,-237
2024/3/24,-649,-29,-41,-37,-254
2024/3/25,-360,-14,-26,-11,-102
2024/3/26,-59,7,0,-2,-16
2024/3/27,-198,-8,-4,-4,-33
2024/3/28,269,13,19,12,103
2024/3/29,277,31,67,58,452
2024/3/30,-191,10,14,26,176
2024/3/31,1251,166,249,150,949
2024/4/1,-386,-26,-22,-9,-97
2024/4/2,-133,46,64,52,248
2024/4/3,-132,23,46,14,139
2024/4/4,-360,-6,-12,-8,-53
2024/4/5,-401,2,4,2,-26
2024/4/6,-145,30,30,19,51
2024/4/7,-249,-4,-9,-6,-71
2024/4/8,258,25,34,28,139
2024/4/9,134,4,18,11,42
2024/4/10,59,24,10,5,24
2024/4/11,-49,2,1,2,14
2024/4/12,-138,-3,1,0,-15
2024/4/13,127,4,0,5,22
2024/4/14,-207,-6,-6,-3,-29
2024/4/15,-64,-14,-2,-2,-54
2024/4/16,-41,-1,1,-1,-12
2024/4/17,67,12,2,4,15
2024/4/18,172,10,0,6,58
2024/4/19,-49,-1,1,4,-9
2024/4/20,9,7,4,3,4
2024/4/21,-5,2,-10,-8,13
2024/4/22,-77,4,-4,1,-22
2024/4/23,-37,2,0,-2,-17
2024/4/24,-9,0,-2,2,-2
2024/4/25,-44,-5,-2,-1,-6
2024/4/26,-38,-3,5,-1,-6
2024/4/27,-81,-2,-3,-2,-10
2024/4/28,-88,-1,-2,-2,-15
2024/4/29,-166,-17,-6,-5,-74
2024/4/30,-176,-9,0,-5,-46
2024/5/1,-816,-2,-8,-6,-33
2024/5/2,-48,-3,-2,9,26
2024/5/3,46,19,11,0,33
2024/5/4,-8,5,5,8,28
2024/5/5,-63,-3,5,-1,-46
2024/5/6,-5,0,-2,-1,-15
2024/5/7,-20,1,3,3,21
2024/5/8,-61,5,-1,0,-4
2024/5/9,-45,-6,-4,-3,0
2024/5/10,-56,1,1,1,-13
2024/5/11,-102,-7,-1,-1,-28
2024/5/12,-234,-8,-11,-5,-62
2024/5/13,-58,0,0,-2,-17
2024/5/14,39,4,2,0,15
2024/5/15,1,-1,3,3,-6
2024/5/16,-62,-5,-7,0,13
2024/5/17,-23,-2,-1,0,-8
2024/5/18,-172,-10,1,-4,-7
2024/5/19,-135,-3,-9,-3,-17
2024/5/20,72,3,3,3,-9
2024/5/21,40,10,7,7,27
2024/5/22,-73,-4,4,-3,-22
2024/5/23,-32,2,-1,0,-9
2024/5/24,-53,-5,-1,0,-12
2024/5/25,-214,-2,-10,-8,-42
2024/5/26,-98,-1,0,0,-21
2024/5/27,-76,-4,-10,1,-9
2024/5/28,11,4,1,3,12
2024/5/29,-83,-2,-1,1,9
2024/5/30,-79,-2,1,3,0
2024/5/31,93,0,3,0,26
2024/6/1,-108,-1,-6,-1,-5
2024/6/2,-50,0,3,-1,12
2024/6/3,-148,3,2,3,-25
2024/6/4,-111,3,2,3,2
2024/6/5,-170,-5,-4,-4,-20
2024/6/6,-163,-1,-7,-5,-27
2024/6/7,-65,-10,-4,2,-4
2024/6/8,-83,1,-2,-2,12
2024/6/9,-45,-3,6,-4,10
2024/6/10,-97,9,3,-3,-14
2024/6/11,27,9,-4,-1,26
2024/6/12,116,0,12,2,40
2024/6/13,39,6,1,0,13
2024/6/14,-104,-8,-7,-3,-10
2024/6/15,-83,-1,0,-3,-22
2024/6/16,-92,5,-11,-1,-33
2024/6/17,-75,2,-1,-2,-34
2024/6/18,-71,6,-1,0,-21
2024/6/19,-45,-3,-2,-1,-8
2024/6/20,-36,9,-5,-1,-12
2024/6/21,50,1,4,-2,-19
2024/6/22,-106,10,1,1,-10
2024/6/23,-12,-1,2,-4,-17
2024/6/24,-96,5,-5,6,-45
2024/6/25,-29,6,-4,-1,-17
2024/6/26,-37,-4,-4,-4,-25
2024/6/27,-39,-5,6,-6,-15
2024/6/28,674,57,115,85,676
2024/6/29,1508,223,306,222,1185
2024/6/30,802,128,139,126,648
2024/7/1,-120,31,49,10,31
2024/7/2,296,29,33,36,89
2024/7/3,184,10,22,5,43
2024/7/4,58,-11,-6,-7,-31
2024/7/5,-1210,-164,-238,-174,-1087
2024/7/6,-391,-58,-97,-91,-638
2024/7/7,-376,-51,-59,-80,-380
2024/7/8,-70,1,-14,-21,-83
2024/7/9,179,3,18,6,7
2024/7/10,140,10,5,5,9
2024/7/11,199,8,14,8,33
2024/7/12,108,8,7,3,4
2024/7/13,131,57,17,-14,-40
2024/7/14,-61,-12,5,-14,-76
2024/7/15,111,9,8,-2,-39
2024/7/16,-230,-12,-11,-4,-43
2024/7/17,225,26,17,4,21
2024/7/18,-295,-15,-7,-8,-66
2024/7/19,318,-11,14,7,15
2024/7/20,-44,-7,-8,-5,-41
2024/7/21,780,89,64,21,33
2024/7/22,41,2,-5,-3,-32
2024/7/23,-269,-34,-32,-35,-149
2024/7/24,-14,-7,-10,-2,-97
2024/7/25,-31,1,-11,-14,-68
2024/7/26,-237,-34,-58,-16,-143
2024/7/27,-78,-6,-15,-5,-91
2024/7/28,340,49,20,0,3
2024/7/29,104,15,-6,8,-40
2024/7/30,-361,-12,-21,-9,-74
2024/7/31,-70,4,2,-1,-36
2024/8/1,-247,-11,-4,-12,-62
2024/8/2,-208,0,-7,-4,-59
2024/8/3,38,6,2,1,-28
2024/8/4,-152,-6,-3,-9,-34
2024/8/5,-110,-2,-1,0,-54
2024/8/6,-261,6,7,-4,-69
2024/8/7,-345,-4,-21,-3,-57
2024/8/8,-562,-17,-17,-12,-97
2024/8/9,96,3,10,4,-17
2024/8/10,-112,6,5,-1,-65
2024/8/11,-83,-2,-6,2,-25
2024/8/12,-78,-1,-6,-1,-54
2024/8/13,-454,-19,-16,-7,-43
2024/8/14,209,17,19,13,64
2024/8/15,-421,-14,-23,-8,-69
2024/8/16,93,12,5,5,18
2024/8/17,464,11,20,15,42
2024/8/18,-109,-15,-3,0,-31
2024/8/19,44,6,-6,-3,-13
2024/8/20,-454,-11,-10,-19,-110
2024/8/21,29,8,2,-8,-19
2024/8/22,-76,-8,-16,-7,-50
2024/8/23,-66,-2,-2,5,-14
2024/8/24,-60,4,-5,-2,-16
2024/8/25,-40,11,7,-1,-17
2024/8/26,128,13,12,5,13
2024/8/27,118,16,13,-4,21
2024/8/28,213,7,10,1,48
2024/8/29,284,5,4,6,52
2024/8/30,318,16,12,12,46
2024/8/31,278,18,9,8,44
2024/9/1,137,4,14,9,29
2024/9/2,397,18,12,2,54
2024/9/3,-260,-21,-13,-14,-89
2024/9/4,-8,-10,-8,-4,-38
2024/9/5,-11,-3,-5,0,-11
2024/9/6,-38,3,-6,-3,-1
2024/9/7,-19,-5,2,1,0
2024/9/8,132,5,1,1,29
2024/9/9,36,0,11,5,6
2024/9/10,-151,0,-4,-3,-76
2024/9/11,-126,-6,-4,-3,-49
2024/9/12,-35,3,-3,-4,-11
2024/9/13,-48,-5,0,-1,-7
2024/9/14,-55,-2,-2,0,-1
2024/9/15,-39,-3,2,2,-2
2024/9/16,-71,-7,0,6,2
2024/9/17,-139,-1,-5,-1,-9
2024/9/18,6,-2,7,3,-1
2024/9/19,60,1,1,2,22
2024/9/20,-55,-1,-2,-4,-11
2024/9/21,-62,0,-4,1,-3
2024/9/22,-55,-4,-2,1,20
2024/9/23,-32,-5,2,3,3
2024/9/24,-170,-15,3,-4,-57
2024/9/25,-167,-2,-13,-5,-52
2024/9/26,310,30,47,49,358
2024/9/27,-65,-6,4,3,78
2024/9/28,562,117,120,73,506
2024/9/29,-952,-91,-164,-110,-856
2024/9/30,-264,-46,-77,-63,-585
2024/10/1,-480,-69,-78,-32,-342
2024/10/2,107,25,44,35,180
2024/10/3,140,14,17,30,118
2024/10/4,102,-11,-9,-4,-5
2024/10/5,-53,4,-9,-9,-63
2024/10/6,-29,8,0,1,-9
2024/10/7,118,-1,1,4,19
2024/10/8,133,22,6,9,50
2024/10/9,-82,-4,-6,0,-11
2024/10/10,115,11,11,3,49
2024/10/11,-51,-1,1,-3,-15
2024/10/12,-31,-1,-4,-4,-21
2024/10/13,-57,-4,2,0,-16
2024/10/14,-217,-13,-10,-9,-64
2024/10/15,21,13,5,6,17
2024/10/16,-25,0,-3,0,-3
2024/10/17,-28,-6,-1,-4,7
2024/10/18,-26,-3,0,-1,7
2024/10/19,16,-1,3,2,3
2024/10/20,-17,0,4,1,-8
2024/10/21,-54,-1,-8,-1,-23
2024/10/22,-26,-9,1,1,5
2024/10/23,-13,2,2,0,4
2024/10/24,-20,0,2,-1,0
2024/10/25,1,4,1,2,2
2024/10/26,-52,2,2,0,11
2024/10/27,18,5,2,5,31
2024/10/28,-7,6,3,6,33
2024/10/29,30,5,5,5,37
2024/10/30,-27,4,-2,2,0
2024/10/31,90,2,0,1,25
2024/11/1,-47,-2,-6,-10,-29
2024/11/2,-152,-7,0,1,-41
2024/11/3,-140,-10,-10,-11,-22
2024/11/4,-150,2,-12,-3,-21
2024/11/5,-287,-19,-6,-9,-52
2024/11/6,4,5,3,4,15
2024/11/7,-99,-8,-10,-3,-20
2024/11/8,-14,1,-1,-1,-7
2024/11/9,42,8,8,3,25
2024/11/10,-18,6,5,8,1
2024/11/11,53,5,9,2,37
2024/11/12,-49,6,12,-2,1
2024/11/13,-120,0,-6,-6,-18
2024/11/14,-49,-5,-1,-3,0
2024/11/15,-91,-1,0,-1,-22
2024/11/16,66,8,5,6,15
2024/11/17,28,4,1,1,-2
2024/11/18,31,8,13,8,21
2024/11/19,-296,-8,-13,-4,-72
2024/11/20,22,0,-1,2,-7
2024/11/21,-26,-7,-3,2,-4
2024/11/22,-52,-2,-1,-5,-10
2024/11/23,-41,2,-4,0,-3
2024/11/24,-36,0,-9,-2,7
2024/11/25,39,3,10,1,27
2024/11/26,-68,1,3,0,-15
2024/11/27,-87,-6,-1,-3,-36
2024/11/28,-34,0,-1,0,-11
2024/11/29,-110,-7,-3,-2,-21
2024/11/30,39,11,7,5,-3
2024/12/1,-217,-2,-6,2,-38
2024/12/2,-89,-9,-3,-3,-15
2024/12/3,-56,-1,-4,-3,-1
2024/12/4,-53,-2,0,1,-11
2024/12/5,-44,1,-1,4,-10
2024/12/6,-110,-2,-1,-3,-16
2024/12/7,-79,-7,0,-2,-23
2024/12/8,-96,-3,-5,4,3
2024/12/9,-73,-9,2,9,-25
2024/12/10,-150,-8,-1,-4,-45
2024/12/11,-138,-7,-9,-1,-43
2024/12/12,-23,-1,-2,-1,-5
2024/12/13,-42,-1,0,0,3
2024/12/14,-57,-3,-5,-2,-4
