,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,0.020712662603548208,0.0476274389529757,0.4348892793500522,0.6655141376490503,-0.07494986389147387,0.11637518909857028
is_competition_month,0.026943527422502597,0.05067360726437733,0.5317073103150372,0.597283312858917,-0.07483740819137781,0.12872446303638302
post,0.021258437997646304,0.047612952698873126,0.44648434496584866,0.6571752364560178,-0.07437499199969784,0.11689186799499045
interaction,-0.05264681172276644,0.0957524894447076,-0.5498218587117508,0.5848893216457356,-0.24497134690326583,0.13967772345773294
lag1,1.0116423453155852,0.1332975182658949,7.589356189644987,7.212949076059606e-10,0.7439064003822043,1.279378290248966
lag2,-0.5505541765732439,0.19556454513247096,-2.815204444140481,0.006955849235224827,-0.943357125702909,-0.15775122744357883
lag3,0.4098665976441237,0.14751806357302655,2.778416335713528,0.0076735474313852975,0.11356784685506188,0.7061653484331856
