,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,0.3444704686104,0.06539286297252069,5.267707406466559,2.5699299984644234e-06,0.21330899558089647,0.4756319416399035
is_competition_month,-0.023177803202397075,0.09102301301045686,-0.25463673895011996,0.799989121507864,-0.20574684702988716,0.15939124062509302
post,-0.0881177964508604,0.08480469045949751,-1.0390674852229456,0.30349056971828153,-0.258214464724169,0.0819788718224482
interaction,0.0362886150357747,0.16503529129469813,0.21988396997449053,0.8268062536721174,-0.294730259564684,0.3673074896362334
