Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
0.5955909,0.024177765,0.13433777,0.022424374,0.22346923
0.7978288,0.014346566,0.014957509,0.15853918,0.014327946
0.8813038,0.09497391,0.007821232,0.007770972,0.008130079
0.8270399,0.004216718,0.004192996,0.16016467,0.004385718
0.8563681,0.008183468,0.008046858,0.11939016,0.008011396
0.9180445,0.009341654,0.0090995375,0.009113865,0.0544004
0.9136665,0.008053628,0.06226641,0.008013217,0.008000205
0.20079534,0.7437153,0.018407144,0.018419635,0.018662572
0.9663765,0.008354578,0.008415085,0.008373462,0.008480425
0.23228398,0.44992152,0.30016682,0.008896353,0.008731365
0.8446596,0.011199254,0.12187558,0.01115365,0.011111895
0.18352686,0.009142783,0.7891351,0.009103529,0.009091733
0.8446599,0.011199253,0.12187526,0.011153649,0.011111894
0.018678004,0.018361267,0.9258741,0.018868558,0.018218003
0.50987494,0.18505508,0.28990754,0.0075148945,0.007647542
0.8784998,0.0075547434,0.061995406,0.0075497488,0.044400316
0.14358449,0.42388466,0.32831642,0.100951575,0.0032628719
0.4260208,0.27385056,0.11509009,0.009286893,0.17575167
0.0117921755,0.2981024,0.6665168,0.011816037,0.011772566
0.018285755,0.018288039,0.9269033,0.0182252,0.018297656
0.018293384,0.018327223,0.8273279,0.018233553,0.11781791
0.010528518,0.010546945,0.010540169,0.010527887,0.9578565
0.9096517,0.02268545,0.022575233,0.022845957,0.022241637
0.010528518,0.010547122,0.010540172,0.010527887,0.95785624
0.010528518,0.010546968,0.01054015,0.010527887,0.9578565
0.0071744295,0.0071570077,0.93334186,0.007148287,0.045178395
0.010526353,0.010566756,0.010540128,0.010529531,0.9578372
0.010528518,0.010547343,0.010540142,0.010527887,0.9578562
0.010528519,0.010547074,0.010540182,0.010527888,0.95785636
0.90335655,0.0050180224,0.038405024,0.005143368,0.048076976
0.010528519,0.010547198,0.010540176,0.010527888,0.95785624
0.010528518,0.010547089,0.010540193,0.010527887,0.95785636
0.010528517,0.010547169,0.01054016,0.010527886,0.95785624
0.010528517,0.010547073,0.01054015,0.010527886,0.95785636
0.010528518,0.010546998,0.010540142,0.010527887,0.9578565
0.005290415,0.6255261,0.3585407,0.005330071,0.0053126817
0.008073745,0.9675954,0.008193718,0.008045242,0.008091932
0.0052669114,0.9788769,0.0052856114,0.0052677193,0.005302811
0.6621195,0.0074612857,0.056409694,0.26659882,0.007410694
0.7583997,0.014396229,0.0143413,0.19857503,0.01428774
0.010605065,0.95736915,0.010736758,0.010597888,0.010691093
0.97014403,0.0074517657,0.007523333,0.0074656834,0.007415232
0.009583885,0.96148413,0.009571061,0.009640569,0.009720343
0.7559706,0.21955813,0.008250522,0.00806922,0.008151504
0.9570074,0.010598855,0.010720041,0.010567136,0.011106584
0.0064904285,0.0064692935,0.006588859,0.97399336,0.0064580464
0.0062863966,0.0062666126,0.0063950336,0.9747959,0.0062560746
0.86518717,0.007806796,0.007809153,0.11147593,0.007720975
0.3984622,0.040521696,0.47977307,0.041229025,0.04001396
0.919569,0.020071656,0.02022788,0.020122288,0.020009171
0.96777505,0.008017648,0.008165225,0.008033728,0.008008343
0.89736545,0.025353443,0.02583223,0.026440736,0.025008123
0.0015544066,0.0015974061,0.0015982797,0.9936916,0.0015582214
0.84852225,0.014358314,0.10778883,0.014499745,0.014830883
0.42728683,0.5421064,0.010367278,0.0101064155,0.010133055
0.5654369,0.008743777,0.008787883,0.4083309,0.008700527
0.91050774,0.022365648,0.022506356,0.022383226,0.022237001
0.9376915,0.015420355,0.015508486,0.015428536,0.015951103
0.8844642,0.028862625,0.029121492,0.028916776,0.028634902
0.92693454,0.01824328,0.018374559,0.018255316,0.018192293
0.8462612,0.060645457,0.0072457264,0.0072570536,0.078590594
0.92608047,0.018235663,0.018360835,0.01828023,0.019042833
0.8406398,0.07233008,0.006817444,0.006766904,0.07344574
0.009587881,0.73320204,0.23757796,0.010103667,0.009528444
0.0067126215,0.9730006,0.0067876726,0.0068047186,0.006694423
0.9491602,0.0126062315,0.012799868,0.012903137,0.012530532
0.0077534616,0.007716602,0.9689215,0.007901783,0.007706693
0.96470153,0.008785125,0.008857577,0.008942561,0.008713174
0.9319174,0.016871419,0.016854098,0.016985573,0.017371513
0.94945264,0.012597506,0.012844291,0.012605323,0.012500191
0.8163097,0.14695054,0.012489699,0.011842778,0.012407264
0.0066902363,0.9731182,0.0067272093,0.0066897636,0.006774625
0.013517368,0.013582689,0.013543352,0.94600654,0.0133500695
0.16348027,0.16215035,0.659806,0.0073893233,0.007174058
0.011242204,0.55125654,0.24117205,0.1852067,0.011122562
0.32949963,0.65091604,0.0064834324,0.0064833774,0.0066175438
0.90154254,0.0068428693,0.0067834007,0.07814766,0.0066835727
0.010676663,0.010655192,0.6217685,0.34632608,0.010573619
0.89822763,0.025130961,0.02614064,0.025472404,0.02502838
0.89937806,0.025101466,0.025388649,0.025131676,0.025000164
0.9268831,0.0182702,0.01836198,0.01829446,0.018190252
0.9268861,0.018257841,0.01837936,0.018270314,0.018206354
0.009168259,0.89853,0.07408681,0.009122251,0.0090926355
0.92677194,0.018290518,0.01841506,0.01831635,0.018206088
0.0050210375,0.9254884,0.0049358304,0.059604526,0.00495016
0.9662999,0.008464128,0.008461084,0.0084258495,0.00834905
0.5929186,0.0041616117,0.05521101,0.3436041,0.004104748
0.007332821,0.5709077,0.0072733266,0.40663508,0.007851098
0.0029164378,0.9882795,0.002936682,0.0029107188,0.0029566267
0.96793425,0.008011229,0.00803484,0.008018071,0.008001624
0.93794054,0.015428074,0.015694566,0.015545407,0.015391428
0.5226006,0.06024095,0.0077650384,0.4016844,0.007709016
0.9664504,0.008389083,0.008455774,0.008361238,0.008343554
0.95531803,0.011166105,0.011261261,0.011138703,0.011115941
0.00968307,0.96127874,0.009849391,0.009643584,0.009545241
0.9192659,0.020200228,0.020250853,0.020246528,0.020036476
0.5003697,0.022349643,0.022589754,0.43243963,0.022251226
0.9458747,0.013504558,0.013514905,0.01374491,0.0133609185
0.94261605,0.014331119,0.014413949,0.014338561,0.014300344
0.96889955,0.0077603604,0.007756362,0.007875755,0.0077079283
0.94249165,0.014347388,0.014500077,0.014374784,0.014286136
0.9379219,0.015441074,0.015522953,0.015711134,0.015402966
0.8793313,0.009588849,0.09188923,0.0096599795,0.009530704
0.81164575,0.011831893,0.012035163,0.15270734,0.011779839
0.9462537,0.01338019,0.0134347845,0.013584748,0.013346578
0.008709969,0.9649634,0.008781539,0.008737891,0.008807261
0.018312946,0.92592984,0.018374266,0.018845752,0.018537179
0.9598971,0.010023571,0.0100568505,0.010021455,0.010001008
0.004891589,0.29492307,0.690328,0.004924054,0.0049333433
0.008347717,0.96650654,0.008379895,0.008355391,0.008410431
0.011782872,0.952555,0.011874036,0.011801234,0.011986913
0.03342747,0.86557895,0.033674918,0.033981536,0.03333716
0.0057666507,0.35282487,0.005907211,0.6296852,0.005816089
0.0046864804,0.9810987,0.004726739,0.0046747504,0.0048133517
0.025475422,0.02541827,0.025968306,0.65256625,0.27057174
0.88466835,0.028773405,0.029116567,0.028807512,0.028634164
0.0077014095,0.94362915,0.0075565767,0.0075903935,0.033522516
0.011193553,0.56942165,0.39691907,0.011139182,0.011326614
0.9189868,0.020122083,0.020238819,0.020637413,0.020014897
0.0029307564,0.9020816,0.056024868,0.0030392872,0.03592353
0.91063374,0.022303408,0.022516003,0.022321677,0.022225132
0.010048845,0.8200837,0.14914322,0.010099167,0.010625139
0.96180266,0.009552036,0.009573257,0.009546911,0.009525123
0.9104781,0.022304201,0.022495156,0.02249663,0.022225881
0.75583905,0.2081114,0.01199734,0.011890521,0.012161677
0.89369,0.011878374,0.011939434,0.011837481,0.07065479
0.8847289,0.028814921,0.02904785,0.028836623,0.028571667
0.0081125805,0.6709311,0.09541218,0.21750124,0.008042883
0.89942193,0.02510138,0.025351575,0.02512501,0.025000084
0.008121621,0.008050645,0.008097224,0.9676118,0.008118699
0.8694789,0.089665785,0.013663791,0.013787535,0.01340401
0.016775485,0.93286186,0.016816735,0.016738037,0.016807903
0.93279886,0.016792571,0.016986767,0.016747197,0.016674563
0.41168338,0.025448877,0.51252526,0.025267579,0.025074938
0.87186545,0.087760314,0.0136071965,0.013407477,0.013359566
0.77153045,0.018283552,0.018337546,0.018187568,0.17366092
0.89869136,0.025231335,0.025973424,0.025056358,0.025047554
0.8488267,0.011119693,0.11729114,0.011349965,0.011412462
0.98064274,0.004816477,0.0047936053,0.0049814894,0.004765708
0.9332371,0.016687624,0.01669999,0.016688237,0.016687032
0.9379841,0.015407068,0.015561138,0.015644116,0.015403595
0.92635703,0.018325593,0.018866468,0.018268948,0.018182015
0.88506097,0.02857537,0.029211687,0.028580148,0.02857182
0.9419292,0.014418315,0.014546029,0.014325134,0.014781336
0.94980603,0.012526578,0.012596712,0.012568301,0.012502368
0.9330712,0.01670875,0.016832152,0.016721146,0.016666748
0.00651677,0.5958395,0.0065118177,0.38450614,0.006625801
0.006516771,0.59583867,0.006511818,0.3845068,0.006625926
0.0065167705,0.5958389,0.006511817,0.38450664,0.006625881
0.00651677,0.5958394,0.0065118177,0.3845062,0.0066258255
0.004472063,0.26675946,0.71972924,0.0045105633,0.0045286664
0.51370424,0.027596373,0.0029898782,0.40012166,0.055587906
0.16947287,0.022544613,0.6514689,0.0228779,0.1336357
0.010528519,0.010547173,0.0105401855,0.010527888,0.95785624
0.010528518,0.0105472,0.01054019,0.010527887,0.9578562
0.034262843,0.6341135,0.2645695,0.033616096,0.033438023
0.13166134,0.018293183,0.81351477,0.018222399,0.018308302
0.018297644,0.018280482,0.92691314,0.018218262,0.018290436
0.018279407,0.018293226,0.82738006,0.018229278,0.11781808
0.018284313,0.018254517,0.9269523,0.018218026,0.018290844
0.01832979,0.018287573,0.818212,0.018223586,0.12694709
0.010528518,0.010546943,0.010540145,0.010527887,0.9578565
0.010528518,0.010547083,0.010540148,0.010527887,0.95785636
0.69446814,0.10054042,0.00637122,0.0064040422,0.19221616
0.010528517,0.010547058,0.010540154,0.010527886,0.95785636
0.56229955,0.1460499,0.0070126913,0.17939925,0.10523862
0.010528518,0.0105472235,0.010540202,0.010527887,0.9578562
0.010528519,0.010547004,0.010540144,0.010527888,0.9578565
0.010528517,0.010547122,0.010540181,0.010527886,0.95785624
0.010528517,0.010546947,0.010540156,0.010527886,0.9578565
0.011764729,0.01179101,0.011782144,0.011766685,0.95289546
0.0023003793,0.5211363,0.08908421,0.38523942,0.0022397072
0.0020682889,0.9188829,0.07489626,0.0020753767,0.002077165
0.002185406,0.85753787,0.13590142,0.0021884304,0.0021868576
0.10430175,0.007620179,0.00748523,0.87316763,0.0074251676
0.0052705817,0.9786864,0.0054640635,0.0052725985,0.0053063734
0.0022589196,0.7100716,0.2831371,0.0022674196,0.002264911
0.011784181,0.95253396,0.011879472,0.01180664,0.011995768
0.005151147,0.55590445,0.36832204,0.06540056,0.0052218526
0.9527856,0.011795548,0.01184332,0.0118004745,0.011775077
0.95263374,0.011806672,0.01185376,0.011920259,0.011785529
0.93247217,0.01681018,0.016998181,0.01704718,0.016672287
0.7515526,0.01894587,0.0185764,0.1927103,0.018214889
0.61753803,0.014388837,0.33926684,0.014478194,0.014328122
0.97557163,0.0061391355,0.0061161187,0.00610277,0.0060702977
0.40908232,0.008069091,0.008098068,0.5667425,0.008008057
0.93241066,0.016709583,0.016824275,0.016719311,0.017336221
0.9494049,0.012651931,0.012639872,0.012772098,0.012531212
0.9328985,0.01678935,0.016810406,0.01683351,0.016668187
0.7471706,0.092111,0.012716058,0.012671258,0.13533105
0.3138863,0.010075091,0.010141515,0.6558894,0.010007721
0.9213086,0.008761295,0.008842243,0.008772178,0.052315723
0.93235266,0.01683349,0.016997894,0.017140206,0.016675733
0.9611558,0.009831581,0.009816662,0.009632531,0.009563412
0.9463128,0.013381595,0.013427837,0.013537745,0.0133400485
0.9056342,0.008050063,0.07024071,0.008070987,0.00800403
0.009599468,0.009594184,0.009621645,0.9616399,0.009544794
0.011184859,0.011195267,0.0112545155,0.9552477,0.011117722
0.96467817,0.008744758,0.008785243,0.008736753,0.009055123
0.95497763,0.011236869,0.011326274,0.011336316,0.0111229485
0.7682929,0.15603574,0.06220133,0.0067995847,0.0066704787
0.3990504,0.008121417,0.521908,0.06281605,0.008104148
0.7696526,0.18305172,0.015540078,0.015469331,0.01628623
0.3573778,0.59404576,0.003976986,0.003791411,0.040808033
0.9196157,0.020070404,0.020220915,0.020085055,0.020007966
0.9185772,0.020062648,0.02021121,0.020077087,0.021071834
0.9490516,0.012581078,0.012959746,0.012553744,0.012853786
0.56422734,0.12098203,0.16141765,0.14003615,0.013336791
0.01675251,0.016737081,0.9329427,0.016879082,0.016688611
0.006452624,0.9740717,0.0064701294,0.0064539113,0.0065516583
0.004557149,0.3447022,0.004531046,0.53496075,0.11124885
0.040032335,0.5198422,0.040378205,0.20297077,0.1967765
0.028767256,0.13584836,0.004291539,0.82668537,0.004407495
0.8247786,0.005931372,0.06132978,0.102064654,0.005895594
0.0045526978,0.39352655,0.5927408,0.0045694825,0.0046105008
0.94132876,0.014376827,0.014909785,0.015089919,0.014294699
0.009310204,0.61830026,0.009333241,0.35391095,0.009145349
0.949719,0.012565654,0.012678679,0.012534982,0.01250168
0.976591,0.006100271,0.005809812,0.0057811867,0.0057177935
0.0030404457,0.9878334,0.0030522859,0.0030379146,0.0030359728
0.7459701,0.0046746484,0.0047024386,0.1878223,0.056830514
0.8846582,0.028773436,0.029126642,0.02880757,0.028634172
0.61745524,0.017214691,0.3307903,0.017713789,0.016825983
0.9552813,0.011164972,0.011212538,0.0112095345,0.011131619
0.9463565,0.013406751,0.013524382,0.01337864,0.013333805
0.91066796,0.022300465,0.02249071,0.022318633,0.022222308
0.94260716,0.01431935,0.014398303,0.014386262,0.014288958
0.978863,0.0052764323,0.00529347,0.0053013945,0.0052657393
0.959756,0.010046149,0.010056228,0.01013348,0.010008183
0.8371102,0.040821474,0.041326288,0.040563848,0.040178187
0.18701528,0.4623277,0.3264053,0.0023023575,0.021949377
0.028869709,0.028822972,0.48161682,0.28920546,0.17148507
0.004016688,0.9838982,0.004040868,0.004035433,0.004008839
0.9464823,0.013374963,0.013421879,0.013386985,0.013333855
0.94262487,0.014331136,0.014405075,0.014338544,0.014300362
0.98646134,0.0033647025,0.0033527748,0.0034783736,0.0033427933
0.95991665,0.010015236,0.0100487005,0.010018551,0.010000865
0.2617878,0.028672893,0.65227467,0.028689377,0.028575258
0.9634955,0.009114777,0.00917343,0.009125246,0.009091063
0.95204103,0.011812789,0.012268036,0.011816892,0.01206125
0.0118077,0.68969357,0.0118172625,0.27487448,0.011806997
0.004663346,0.28708208,0.6987095,0.00470852,0.004836605
0.010637361,0.1525939,0.010665315,0.76797664,0.058126774
0.98205805,0.004454884,0.0044610775,0.004578254,0.0044477116
0.15834293,0.009626149,0.009621229,0.77974796,0.04266172
0.005041689,0.979671,0.005081843,0.0050261375,0.0051793577
0.9525354,0.011887088,0.011840537,0.011967504,0.011769491
0.0047997176,0.98065424,0.004836992,0.004789888,0.004919189
0.32745507,0.02957826,0.02964906,0.5839563,0.02936129
0.004454729,0.29389027,0.6926632,0.0045076045,0.004484224
0.9610012,0.009808247,0.009897578,0.00976598,0.0095269745
0.61418545,0.020357551,0.020365424,0.3250884,0.020003116
0.0072549116,0.4502098,0.0072696586,0.52808726,0.0071783643
0.3995013,0.015734829,0.015660318,0.55364656,0.015456957
0.41174725,0.52711743,0.020556485,0.020514723,0.020064097
0.97391033,0.0064752013,0.0064771203,0.0066005234,0.006536858
0.79868245,0.02275346,0.022580843,0.022560835,0.1334224
0.18628688,0.751222,0.0040430855,0.054377187,0.004070883
0.016850684,0.57880986,0.016996965,0.37065694,0.0166856
0.9195654,0.020105291,0.020221947,0.020098308,0.020009102
0.9853378,0.003660122,0.003667192,0.0036960572,0.0036388002
0.04809078,0.55434954,0.075787246,0.30852047,0.01325192
0.8655271,0.033527542,0.034038562,0.033573348,0.033333436
0.0012880643,0.8709805,0.0013467579,0.12509277,0.0012919531
0.009730486,0.49104485,0.14447233,0.34509608,0.009656243
0.11907039,0.035198115,0.0507172,0.7880131,0.007001242
0.93296397,0.016752632,0.016841535,0.016747676,0.016694145
0.9853005,0.0036740121,0.0036665683,0.0037206893,0.0036382128
0.008091336,0.7304885,0.09108333,0.16158772,0.008749172
0.015512001,0.015490156,0.015615195,0.93755394,0.015828654
0.46492276,0.029030396,0.44855466,0.028753951,0.028738245
0.8500793,0.010623378,0.0107893795,0.11795067,0.010557249
0.91108745,0.022222536,0.022244854,0.022222633,0.022222526
0.93824536,0.015447035,0.01552097,0.01540163,0.015384986
0.93307894,0.016708737,0.016824426,0.016721128,0.016666746
0.88291943,0.008409022,0.008519214,0.09179845,0.008353861
0.8775994,0.08741536,0.0045674597,0.0045127296,0.025905013
0.69371367,0.13544096,0.017103806,0.016708536,0.13703303
0.95980823,0.01005565,0.010121028,0.010011671,0.01000344
0.9550873,0.011236247,0.011336121,0.0112273805,0.011112949
0.012632356,0.07888807,0.29239574,0.54072005,0.07536374
0.014363787,0.58198005,0.23440593,0.014493052,0.15475714
0.051489763,0.34907338,0.58453166,0.0074556484,0.007449578
0.84464616,0.01119925,0.12188902,0.01115365,0.011111894
0.008816727,0.673987,0.21444461,0.0940021,0.008749669
0.009121378,0.49737027,0.37879482,0.060110394,0.054603137
0.0045570503,0.34469622,0.004531177,0.534962,0.11125361
0.0056601255,0.24356781,0.7396489,0.00567646,0.0054467106
0.014385248,0.014347546,0.8608465,0.014309678,0.09611101
0.022370141,0.022375109,0.91058594,0.022278216,0.022390591
0.020107385,0.020089248,0.91962487,0.02004426,0.020134281
0.018347077,0.018304586,0.81793755,0.018240798,0.12716997
0.019004876,0.01828196,0.92620146,0.018219795,0.018291917
0.011764728,0.011791266,0.011782197,0.011766684,0.95289516
0.019018007,0.018281965,0.9261883,0.018219795,0.018291922
0.8656768,0.033340637,0.034299467,0.033347458,0.033335567
0.010528518,0.010547094,0.010540147,0.010527887,0.95785636
0.010528518,0.010547076,0.010540159,0.010527887,0.95785636
0.010528519,0.010547088,0.010540159,0.010527888,0.95785636
0.010528518,0.010546894,0.010540166,0.010527887,0.95785654
0.010528518,0.010547094,0.010540158,0.010527887,0.95785636
0.0077607506,0.96885955,0.00786671,0.0077349353,0.0077780285
0.0020708332,0.772727,0.2210393,0.0020821681,0.002080699
0.59403867,0.101484165,0.101510935,0.101535484,0.10143079
0.010071523,0.9595278,0.010189885,0.010061611,0.010149206
0.003296159,0.9191862,0.070922196,0.003296456,0.0032989646
0.80868685,0.17166014,0.0064945556,0.0065755663,0.006582898
0.022529146,0.022544574,0.022780148,0.90990144,0.022244647
0.88388324,0.08016365,0.011878555,0.01197709,0.012097389
0.022512244,0.022457348,0.022755714,0.9100129,0.022261815
0.94601953,0.0133752255,0.013436843,0.013423393,0.013745031
0.9426606,0.014327948,0.0143895745,0.014335476,0.014286393
0.8618927,0.03406883,0.035249714,0.035387453,0.033401307
0.9489381,0.012524623,0.0125780245,0.01261144,0.0133478595
0.6850136,0.04985845,0.0057886457,0.1744654,0.084873945
0.96641254,0.008363346,0.008386425,0.0084861005,0.008351603
0.76310813,0.03924169,0.0051118266,0.18764064,0.0048976997
0.91066694,0.022300834,0.022490554,0.022319013,0.022222664
0.025377352,0.025288163,0.89890087,0.02531618,0.025117466
0.9524873,0.011823864,0.0118673565,0.012023077,0.011798371
0.041001447,0.04057896,0.042190082,0.8362242,0.04000527
0.95427245,0.011348038,0.011447511,0.011558541,0.011373454
0.9455608,0.013420898,0.0134861255,0.014172416,0.013359752
0.8849066,0.028713146,0.029052638,0.02875121,0.028576413
0.97761315,0.0055692745,0.0056366506,0.005564819,0.005616094
0.95754415,0.010552311,0.0105801765,0.010563063,0.010760344
0.92543966,0.018257905,0.01901228,0.018270379,0.019019848
0.6321035,0.073485345,0.011228982,0.27205703,0.011125121
0.9524483,0.011858637,0.012031771,0.011880337,0.011780877
0.90889853,0.022310684,0.023554422,0.023008768,0.02222758
0.733494,0.018360497,0.2115163,0.01840731,0.018221932
0.9596548,0.010088766,0.010186809,0.010047953,0.010021683
0.015548699,0.9378484,0.015427796,0.015551965,0.015623172
0.0066902363,0.9731182,0.0067272084,0.0066897636,0.006774613
0.8993972,0.025107501,0.025357366,0.025131958,0.025005966
0.32949957,0.65091676,0.006483432,0.0064833765,0.0066168704
0.9496601,0.0125878975,0.012675964,0.012570224,0.012505776
0.010698865,0.9573875,0.010638745,0.010562525,0.010712331
0.009526259,0.86595136,0.009543327,0.0095468275,0.10543216
0.015443975,0.9378161,0.015486772,0.015840806,0.015412376
0.96322083,0.009198152,0.009187733,0.009297548,0.0090956725
0.96494716,0.008755261,0.008829428,0.008770323,0.008697841
0.85446924,0.084599584,0.020224992,0.020703524,0.020002697
0.05096794,0.050493903,0.7966677,0.051868998,0.05000147
0.010695568,0.010638859,0.010667089,0.9574098,0.010588708
0.025380213,0.025247509,0.025695046,0.898624,0.025053257
0.01838676,0.44481713,0.341314,0.17701365,0.018468495
0.009753906,0.89093906,0.08003972,0.009721224,0.0095461
0.1607421,0.26041108,0.5384411,0.020392906,0.020012757
0.9712159,0.0071918243,0.007209419,0.0072285933,0.0071542705
0.9649607,0.008758427,0.008857951,0.008726143,0.00869683
0.9492524,0.012613417,0.012649938,0.0129451845,0.012539033
0.9379648,0.0155023765,0.015682949,0.015447795,0.015402099
0.02532535,0.025443489,0.898657,0.025563756,0.025010364
0.952552,0.011809648,0.012034669,0.011814971,0.011788717
0.88570565,0.02857358,0.028573612,0.028573645,0.028573517
0.0051575475,0.9790219,0.0054657105,0.0051585226,0.0051963064
0.93298686,0.010571537,0.010650112,0.03525313,0.010538355
0.9192614,0.02012681,0.0204546,0.020156756,0.020000374
0.955325,0.011149693,0.011243511,0.011170243,0.011111569
0.91066605,0.022300858,0.022491362,0.022319037,0.022222687
0.9550654,0.011231037,0.011226845,0.011353372,0.011123272
0.92696536,0.018236073,0.018365346,0.018247891,0.018185342
0.60178626,0.0077372123,0.007749761,0.37501717,0.007709606
0.27287838,0.025188722,0.025591351,0.65133643,0.025005158
0.9462155,0.013403497,0.013534721,0.013496345,0.013349943
0.9459477,0.013361873,0.013552654,0.013802112,0.01333561
0.0075333794,0.9699884,0.0075957924,0.007448061,0.0074343765
0.005915851,0.97626173,0.005973871,0.005909824,0.0059386627
0.015591834,0.7103277,0.015494288,0.24318084,0.015405347
0.94610226,0.01337379,0.0134246135,0.013370789,0.01372853
0.8900265,0.079798624,0.010060944,0.010113391,0.010000483
0.025334304,0.025181983,0.31861112,0.60586953,0.025003046
0.93824106,0.015422745,0.015516209,0.015432741,0.015387235
0.017070904,0.9326376,0.016765404,0.01670572,0.016820446
0.86553997,0.033527516,0.03402579,0.033573315,0.033333436
0.011195802,0.95511496,0.011329588,0.011175745,0.011183847
0.8404476,0.109336436,0.016820878,0.016725557,0.016669517
0.01694578,0.01686365,0.22972795,0.47246093,0.26400173
0.97629964,0.0058988873,0.0059640175,0.0059499885,0.005887422
0.017056148,0.016967237,0.931806,0.01746194,0.01670865
0.014596744,0.94113266,0.014750667,0.014593549,0.014926397
0.015528624,0.015503787,0.015633695,0.93791825,0.015415636
0.41820768,0.015508658,0.5350817,0.015802098,0.015399894
0.9378224,0.015422784,0.015936518,0.015431033,0.015387266
0.9268773,0.018257841,0.018388173,0.018270321,0.01820634
0.9498572,0.012523498,0.012589889,0.012528797,0.012500624
0.010674473,0.9030053,0.06507926,0.010605695,0.010635298
0.21002376,0.3248506,0.097382136,0.36125624,0.006487302
0.013632729,0.9455491,0.013429799,0.013891357,0.013497052
0.94267815,0.014316364,0.01439011,0.014329282,0.014286082
0.98497975,0.0037753272,0.0037387034,0.0038009419,0.0037052566
0.019352112,0.9243113,0.018545792,0.019248966,0.018541856
0.0101154465,0.72711253,0.010066232,0.06610833,0.1865975
0.79970396,0.0018756047,0.0018716318,0.19468944,0.0018593518
0.5157545,0.4481634,0.012434967,0.011869782,0.011777302
0.91043365,0.022299983,0.02266578,0.02230483,0.022295747
0.9193024,0.020115148,0.02054492,0.020033415,0.020004084
0.86428434,0.03342907,0.03436408,0.034501392,0.03342108
0.9022224,0.08053128,0.005756116,0.0057719173,0.0057182875
0.95773876,0.010559587,0.010590339,0.010584587,0.010526701
0.9424085,0.0143709285,0.014574446,0.014343222,0.014302936
0.75145936,0.005947653,0.006005049,0.23070355,0.00588438
0.8868592,0.013028368,0.0125907995,0.01271808,0.074803576
0.816462,0.16186026,0.007262323,0.0072631384,0.0071522715
0.008740222,0.5611662,0.41248643,0.008717932,0.008889164
0.520843,0.027982444,0.003034494,0.40818256,0.039957482
0.0064526238,0.9740718,0.0064701294,0.0064539113,0.0065515474
0.009160037,0.86215633,0.009263001,0.11023272,0.009187958
0.23109299,0.17007853,0.30277875,0.21595229,0.080097444
0.011428273,0.16184346,0.49334267,0.3222692,0.011116376
0.014458294,0.3067255,0.5807759,0.08361856,0.014421771
0.9376954,0.015553852,0.01579321,0.015533164,0.015424403
0.016755993,0.016749006,0.9330412,0.016696852,0.01675692
0.011777734,0.0118030505,0.011795608,0.011780203,0.9528434
0.010526353,0.010567084,0.010540129,0.010529531,0.9578369
0.8587858,0.10252517,0.012529904,0.012678139,0.013480951
0.010528518,0.010546797,0.010540146,0.010527887,0.95785666
0.010526353,0.010566805,0.010540129,0.010529531,0.9578372
0.009514044,0.5321645,0.393873,0.009560191,0.054888204
0.010528518,0.010547032,0.010540181,0.010527887,0.95785636
0.010528518,0.010547217,0.010540167,0.010527887,0.9578562
0.7133275,0.0057799183,0.0058282204,0.15551138,0.11955302
0.01052852,0.010546919,0.010540146,0.010527889,0.95785654
0.010528517,0.01054696,0.010540194,0.010527886,0.9578565
0.010528517,0.010546919,0.010540163,0.010527886,0.9578565
0.010528518,0.010546869,0.010540144,0.010527887,0.95785654
0.010528517,0.010547083,0.01054017,0.010527886,0.95785636
0.020145062,0.02042873,0.9187492,0.020542977,0.02013407
0.0066226693,0.17114633,0.3503774,0.429061,0.042792577
0.6514424,0.0063982517,0.11198942,0.22388257,0.0062873405
0.010069906,0.9595307,0.010188805,0.010062946,0.01014763
0.02518357,0.8980708,0.025995325,0.02573059,0.02501967
0.10556766,0.26625544,0.015552021,0.5972043,0.015420608
0.015457842,0.46154088,0.015603223,0.37443283,0.1329652
0.010033031,0.4644641,0.010116971,0.50462705,0.010758854
0.9421243,0.014389728,0.014523562,0.01467172,0.014290733
0.010115945,0.8887557,0.010221063,0.0805442,0.010363124
0.9105849,0.022318779,0.022512188,0.022344137,0.022239929
0.75921494,0.01280534,0.20277077,0.012670763,0.012538153
0.01573779,0.0154870665,0.71112186,0.24222533,0.015427979
0.022743337,0.022522567,0.022727296,0.90976053,0.022246212
0.37389278,0.020310374,0.020381356,0.5653982,0.020017236
0.9380766,0.0154479155,0.015636647,0.015453377,0.01538545
0.3736466,0.010587359,0.010671919,0.59456646,0.0105276685
0.93293434,0.016713386,0.016812097,0.01686953,0.016670642
0.9381478,0.015438782,0.015525828,0.015484885,0.015402729
0.93818337,0.015439117,0.0155266,0.015447844,0.015403056
0.95504886,0.011173696,0.011244407,0.01115397,0.011379079
0.9780547,0.0054680025,0.005468132,0.0055879764,0.0054211407
0.26936698,0.011848701,0.01196034,0.69505835,0.011765638
0.9574372,0.010600312,0.010706144,0.010701717,0.010554667
0.0011860739,0.10298591,0.001183407,0.89343446,0.0012101633
0.94137204,0.014750024,0.014391146,0.014739131,0.014747654
0.9554128,0.011139674,0.011181961,0.0111440895,0.01112146
0.004215943,0.004184622,0.0041972795,0.9832318,0.004170352
0.7130566,0.1677976,0.007874459,0.10356147,0.007709848
0.9196295,0.02006718,0.020216698,0.020081734,0.02000486
