Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
0.9101773,0.02239289,0.02252415,0.022682417,0.022223316
0.9493878,0.012588956,0.0125882365,0.012931446,0.012503544
0.91570675,0.0342706,0.038732287,0.005725154,0.0055651655
0.35636896,0.22062898,0.012063059,0.39895475,0.011984236
0.0038781152,0.98438984,0.003913534,0.0038673312,0.0039511872
0.9189015,0.020008644,0.020016445,0.02000888,0.021064533
0.9663856,0.008350641,0.008372494,0.008554804,0.008336417
0.0027942436,0.9887744,0.00281228,0.0027885386,0.0028304968
0.61836815,0.2074358,0.008191942,0.15792188,0.008082177
0.046179097,0.17288443,0.59165,0.18550351,0.003782917
0.0031018103,0.8711252,0.0694021,0.0030974299,0.05327343
0.00329756,0.9316237,0.0034056352,0.0032981418,0.05837494
0.028934667,0.028847663,0.4147407,0.49881843,0.028658533
0.018603384,0.17503701,0.01859664,0.683903,0.10385998
0.016066555,0.93666077,0.015944913,0.015879918,0.015447869
0.015795976,0.015484101,0.015729295,0.9375743,0.0154162925
0.9263489,0.018534603,0.018390996,0.018507764,0.018217653
0.91030926,0.022389036,0.022583116,0.022411076,0.022307534
0.82457525,0.012659786,0.012696645,0.012556671,0.1375116
0.9327995,0.016746188,0.016835043,0.016927134,0.016692106
0.033597223,0.033558805,0.8656775,0.03383285,0.03333363
0.005482671,0.7380618,0.11814223,0.09773188,0.040581368
0.9425767,0.014348816,0.014403955,0.014370082,0.014300442
0.91964877,0.0200624,0.020211738,0.020076811,0.020000255
0.9610473,0.009711156,0.009852963,0.009821266,0.009567304
0.029206932,0.029762866,0.029496083,0.88295853,0.02857559
0.011764806,0.0117899645,0.011782299,0.011766764,0.9528962
0.014405504,0.33187672,0.014358426,0.62506294,0.0142963845
0.85518223,0.005605412,0.038590614,0.09490951,0.0057122246
0.8982674,0.025250709,0.02607786,0.025338132,0.02506593
0.9421444,0.014333981,0.014805011,0.014385029,0.014331599
0.010528518,0.010547217,0.010540149,0.010527887,0.95785624
0.60197455,0.1365842,0.0075055137,0.2462767,0.0076590376
0.8446616,0.011199254,0.12187355,0.01115365,0.011111895
0.537354,0.015449586,0.41635492,0.015452865,0.015388678
0.008376891,0.9052622,0.008474847,0.008554411,0.06933168
0.9385196,0.004686214,0.047358267,0.0047823447,0.0046535674
0.012961758,0.01251995,0.8869121,0.012622441,0.07498371
0.8446616,0.011199254,0.12187357,0.01115365,0.011111895
0.08904191,0.010252586,0.60806763,0.28308424,0.0095536355
0.012985736,0.012821076,0.8891391,0.012709243,0.07234487
0.0017954721,0.6465669,0.052476183,0.29737926,0.0017821701
0.0035693324,0.86103964,0.1100797,0.0035594364,0.021751955
0.34346297,0.25254393,0.0019548195,0.4000881,0.0019501747
0.0035686295,0.8609964,0.1101235,0.00355938,0.021752015
0.0033550335,0.87684286,0.09620331,0.0033286503,0.020270115
0.008810287,0.14060153,0.17235366,0.6695374,0.008697052
0.002571193,0.93308264,0.05920018,0.002576748,0.002569271
0.0017957389,0.6465609,0.052480724,0.29738042,0.0017821701
0.001795484,0.6465666,0.05247647,0.29737929,0.0017821701
0.010528519,0.01054711,0.010540151,0.010527888,0.95785636
0.011764728,0.011790682,0.011782189,0.011766684,0.9528957
0.010528518,0.010546799,0.010540174,0.010527887,0.95785666
0.010528517,0.010547058,0.0105401585,0.010527886,0.95785636
0.010528518,0.010547058,0.010540147,0.010527887,0.95785636
0.010528519,0.010547008,0.010540175,0.010527888,0.9578565
0.010528519,0.010547089,0.0105401715,0.010527888,0.95785636
0.010674683,0.010102634,0.16266587,0.7562341,0.060322713
0.010528519,0.010546982,0.010540177,0.010527888,0.9578565
0.6337417,0.0060141943,0.0059938007,0.23108713,0.123163134
0.71651995,0.03977325,0.0061644493,0.14015424,0.09738814
0.82330775,0.12958406,0.015767155,0.01593564,0.015405412
0.091432445,0.46398294,0.014614323,0.41565013,0.014320131
0.9515616,0.012051012,0.012210836,0.012406529,0.0117700435
0.12038643,0.014829957,0.0563638,0.79410875,0.014311032
0.5992298,0.17627165,0.14594492,0.011136859,0.0674167
0.7888022,0.0112428535,0.011296076,0.17668977,0.011969103
0.15394995,0.01602055,0.7984386,0.016114024,0.015476887
0.95250624,0.011795877,0.011832102,0.011797517,0.012068287
0.69122005,0.01256583,0.2705835,0.012617551,0.013013082
0.02247389,0.02237265,0.023304079,0.9096244,0.022225037
0.94962054,0.012608006,0.012694572,0.012553549,0.01252331
0.92483366,0.007151885,0.0069318586,0.006955399,0.05412719
0.025302937,0.15807259,0.6240093,0.16753441,0.02508074
0.96122164,0.009546519,0.010150355,0.009555413,0.009526022
0.033805378,0.03373623,0.5315489,0.034356635,0.36655277
0.02535486,0.25372496,0.38342056,0.31241876,0.025080843
0.9495889,0.012582631,0.012772791,0.012555247,0.012500403
0.9464147,0.0134018995,0.013443585,0.013386723,0.013353088
0.9524595,0.011883277,0.011978941,0.011853653,0.011824589
0.95216686,0.012076888,0.011850105,0.012129005,0.011777126
0.8990167,0.02519955,0.02546314,0.025226263,0.02509437
0.82429326,0.016729303,0.1254249,0.016875979,0.016676567
0.015603471,0.015538487,0.3966242,0.5567362,0.01549764
0.01030261,0.010158472,0.9595216,0.01001635,0.010000966
0.926827,0.018273318,0.018353874,0.018363105,0.01818265
0.94234455,0.014416514,0.014417864,0.014508864,0.014312214
0.82684493,0.009211396,0.009314226,0.009150554,0.14547883
0.015551216,0.015550169,0.015665011,0.93782806,0.015405524
0.96315914,0.009162948,0.0092744455,0.009304019,0.009099411
0.77690953,0.01584106,0.015608889,0.17624544,0.015395085
0.900084,0.0796203,0.006805972,0.0068118945,0.0066778115
0.90995157,0.022343447,0.022533292,0.022908086,0.022263616
0.71046805,0.18699078,0.008476372,0.00849379,0.085571006
0.8446158,0.008028076,0.008045685,0.13115016,0.008160295
0.9685623,0.0077859783,0.007931343,0.008003728,0.0077166487
0.93728673,0.015425644,0.01591977,0.015433978,0.015933871
0.0044710976,0.4918877,0.49460784,0.00450192,0.004531459
0.016895996,0.016840085,0.9323957,0.017182218,0.016686063
0.025381874,0.02518477,0.025640117,0.89879066,0.025002558
0.05296071,0.7059471,0.0025243917,0.23609181,0.0024760577
0.093624346,0.41758746,0.17915484,0.30695307,0.0026802535
0.6049955,0.18309651,0.045545,0.0053789984,0.16098398
0.0070970654,0.47005117,0.007163489,0.5087269,0.0069614085
0.0074630217,0.84338945,0.13416125,0.0074669067,0.0075193965
0.010623739,0.9572884,0.010761657,0.010700017,0.010626259
0.010562515,0.4483043,0.40253162,0.07533982,0.063261785
0.9677201,0.003591436,0.0035911018,0.0036652496,0.021432111
0.84466535,0.011199255,0.121869855,0.01115365,0.011111895
0.9663974,0.008422945,0.00839914,0.008422321,0.0083581535
0.38141218,0.033617638,0.034309614,0.51730686,0.03335367
0.93808466,0.015450902,0.015539618,0.015510366,0.0154144205
0.0069659245,0.0070065027,0.006958673,0.87667704,0.10239185
0.8992586,0.025130738,0.025356729,0.025253031,0.025000898
0.9550467,0.0112311,0.011358288,0.011249731,0.011114215
0.018367592,0.6952437,0.018240048,0.2499543,0.018194275
0.029276764,0.02902591,0.030074652,0.6013867,0.31023598
0.047561266,0.8388555,0.10188045,0.005934334,0.005768409
0.64492786,0.2632667,0.081671864,0.0050199446,0.0051135584
0.94942105,0.012866274,0.012673772,0.012533979,0.01250493
0.7321144,0.070944645,0.07710524,0.11514758,0.004688204
0.012618804,0.9488501,0.013206525,0.012803391,0.012521182
0.10778841,0.8455312,0.015448228,0.01583277,0.015399362
0.74445164,0.004626808,0.0046390444,0.24170548,0.0045770374
0.93726027,0.015426936,0.015663147,0.016260069,0.015389547
0.9617421,0.009566862,0.009623839,0.009541872,0.009525323
0.82730067,0.0118072275,0.1372991,0.011827834,0.011765184
0.91940117,0.020123746,0.02027576,0.020140002,0.020059366
0.9495455,0.012560222,0.012623694,0.012754696,0.012515888
0.9633444,0.009131927,0.009197499,0.009222651,0.009103568
0.95543844,0.011132423,0.011177014,0.0111377165,0.011114438
0.8993767,0.025133137,0.025357245,0.025129734,0.025003217
0.9382549,0.01542023,0.01551162,0.015428413,0.01538481
0.9615854,0.009561848,0.009576317,0.009558742,0.009717679
0.9492276,0.012574658,0.012625738,0.013067047,0.012504972
0.015563307,0.7157092,0.16768673,0.015908,0.08513279
0.4799907,0.4687392,0.017654147,0.016859736,0.016756246
0.94253725,0.014362676,0.014425121,0.014359978,0.014315001
0.9855482,0.0035946742,0.0035954753,0.0036836104,0.00357807
0.9633679,0.009154489,0.009266556,0.0091182655,0.009092855
0.92698056,0.018232683,0.01836029,0.018244393,0.018182084
0.010648459,0.010591593,0.20724237,0.7609734,0.010544169
0.9422814,0.0143380985,0.014409698,0.014663718,0.014307051
0.0032975601,0.931623,0.003405982,0.003298142,0.05837532
0.008777082,0.08532204,0.008859774,0.8883418,0.008699294
0.97524047,0.0060856007,0.0061710603,0.0063570198,0.0061458466
0.092638135,0.008788912,0.008891614,0.88083273,0.008848667
0.98488903,0.0037968352,0.0037290026,0.0038792111,0.0037059064
0.28116137,0.6955176,0.0078520365,0.00776546,0.007703555
0.95542246,0.011140505,0.011172122,0.011152594,0.011112306
0.9265041,0.018299283,0.018407712,0.018555678,0.018233236
0.9195083,0.020110099,0.020243293,0.020108832,0.020029437
0.8610381,0.010596222,0.10725994,0.010578108,0.010527643
0.887036,0.013025358,0.012584655,0.012579793,0.07477417
0.9527378,0.0118365595,0.011835942,0.011823201,0.011766454
0.3752026,0.020052293,0.5009098,0.020236947,0.083598405
0.9801801,0.004942961,0.004912338,0.004969892,0.0049947146
0.9101848,0.022350715,0.022624835,0.022608992,0.022230627
0.91066784,0.022300577,0.022490468,0.022318747,0.022222416
0.9464335,0.013409905,0.013439435,0.013373843,0.013343332
0.9464945,0.013381018,0.013429682,0.013361083,0.013333701
0.30603734,0.033336148,0.5939263,0.03336566,0.0333345
0.012761584,0.2579776,0.09742938,0.61930996,0.012521429
0.011764806,0.011789693,0.0117822485,0.011766764,0.95289654
0.8848347,0.028639661,0.029253487,0.028637966,0.028634215
0.40057206,0.012579281,0.5617248,0.012605104,0.012518762
0.91750896,0.008720786,0.05622947,0.0088255135,0.008715269
0.014075624,0.01346166,0.94558173,0.013544888,0.013336077
0.3607958,0.58787125,0.016940635,0.017616544,0.016775813
0.89203,0.08912105,0.0061729867,0.00623468,0.0064412854
0.010528518,0.010546837,0.010540154,0.010527887,0.95785654
0.83928347,0.013596973,0.1196517,0.013379862,0.014088
0.17965785,0.31174433,0.055002857,0.4466512,0.00694374
0.14912482,0.09532878,0.6860173,0.010256588,0.059272505
0.0065559247,0.9738778,0.006541459,0.006513676,0.0065111425
0.003561806,0.88457364,0.10478974,0.0035610823,0.0035137602
0.0035618711,0.8846517,0.10471157,0.0035611151,0.00351376
0.0035618055,0.8845701,0.10479319,0.00356106,0.0035137597
0.34320295,0.25280353,0.0019615586,0.40008175,0.0019501478
0.0025711046,0.933081,0.059202928,0.0025757705,0.00256927
0.008810287,0.1405939,0.17235431,0.66954446,0.0086970525
0.010528518,0.010547201,0.01054018,0.010527887,0.95785624
0.010528519,0.010546921,0.010540134,0.010527888,0.95785654
0.010528517,0.010547171,0.010540152,0.010527886,0.95785624
0.010528519,0.010547294,0.010540164,0.010527888,0.9578562
0.010528517,0.010546924,0.010540159,0.010527886,0.9578565
0.010528519,0.010547015,0.0105401445,0.010527888,0.9578565
0.010528517,0.010546752,0.010540143,0.010527886,0.95785666
0.010528518,0.010546966,0.010540168,0.010527887,0.9578565
0.19351736,0.00938985,0.5773933,0.21060663,0.009092878
0.013790963,0.013701749,0.9450313,0.014115889,0.013360135
0.01217422,0.0121345855,0.757576,0.20634338,0.011771897
0.007737229,0.96881133,0.0077826134,0.0078098206,0.007859023
0.008907353,0.008962194,0.6947771,0.27865547,0.008697875
0.016197981,0.015637556,0.77812546,0.17465109,0.015387958
0.0064243563,0.19820422,0.5930669,0.1959459,0.0063586817
0.015592399,0.01568045,0.8582202,0.015721595,0.094785325
0.96626985,0.008379194,0.00849292,0.008510013,0.008348072
0.88201135,0.028722204,0.029060548,0.028754767,0.03145114
0.88512534,0.08098794,0.011355174,0.0113916695,0.011139927
0.050707996,0.050590932,0.7973429,0.051357973,0.05000021
0.53614473,0.028893847,0.029670062,0.37666672,0.028624648
0.017453194,0.3962284,0.4257905,0.14380996,0.016717989
0.02881362,0.028785879,0.74162745,0.029308544,0.17146452
0.8606025,0.015538854,0.015722882,0.015523755,0.09261204
0.9665732,0.008351443,0.008380115,0.008353936,0.008341354
0.96767455,0.008051141,0.008251172,0.008022997,0.008000163
0.89941543,0.025102427,0.025354989,0.025126096,0.025001084
0.30997008,0.0026276268,0.0026172744,0.682176,0.002609032
0.910335,0.022339448,0.022533085,0.02253268,0.022259796
0.92661184,0.01840181,0.018382305,0.018421698,0.018182345
0.95914584,0.010089952,0.010098222,0.010450405,0.010215568
0.9422464,0.014332253,0.014748679,0.014371273,0.014301434
0.60649925,0.0067502065,0.006708166,0.37316364,0.0068787276
0.004622531,0.0046970733,0.0045982758,0.98150045,0.004581707
0.0050743525,0.005173818,0.0050451998,0.9797003,0.005006274
0.93297213,0.016780091,0.016812705,0.01676402,0.01667104
0.005122899,0.0050484496,0.0050762333,0.9797094,0.005043004
0.8802704,0.060226496,0.007541913,0.0074969023,0.044464264
0.014387928,0.013376577,0.013473542,0.9454261,0.013335852
0.78889984,0.15010466,0.02048085,0.02051298,0.020001652
0.74270475,0.007186091,0.007268007,0.16415016,0.078691006
0.7264633,0.0056353044,0.005627717,0.22891888,0.033354755
0.60361594,0.05652028,0.0053728367,0.19843262,0.13605836
0.6107714,0.36158094,0.009344658,0.009194308,0.009108653
0.041193645,0.040574256,0.042145137,0.8360861,0.040000875
0.04422867,0.0035937978,0.0036015166,0.9449941,0.0035819476
0.3102424,0.6049836,0.010172382,0.010145045,0.06445651
0.5817963,0.31015018,0.013628828,0.01384026,0.08058445
0.9379839,0.015496198,0.015665142,0.015458193,0.015396639
0.004472063,0.26676115,0.7197275,0.0045105796,0.0045286384
0.08138862,0.4358231,0.4590899,0.011925838,0.0117724985
0.005733461,0.97667587,0.0060596527,0.005740113,0.0057908944
0.011937109,0.5021197,0.13028198,0.34373063,0.01193059
0.020156711,0.020144304,0.9193801,0.020247808,0.020070998
0.014431379,0.13904594,0.014539523,0.75041217,0.08157105
0.08977909,0.82897764,0.008428671,0.008581605,0.06423296
0.8807981,0.07897894,0.013464295,0.013397476,0.013361189
0.028944653,0.028830325,0.41138408,0.5021994,0.028641546
0.9464454,0.013375637,0.013447895,0.01338215,0.013348934
0.9701931,0.007439833,0.0074798604,0.0074711796,0.007416021
0.7967009,0.050534494,0.05208726,0.050661225,0.050016087
0.94622564,0.013407451,0.013654574,0.013378592,0.013333769
0.01111974,0.9554669,0.011142868,0.0111558465,0.011114661
0.27298248,0.6512644,0.025716877,0.025018869,0.025017332
0.022548268,0.59628725,0.022840656,0.33609688,0.022226969
0.9577193,0.01054429,0.010659993,0.010548574,0.010527853
0.9329405,0.016738534,0.016817713,0.016830707,0.016672598
0.98045415,0.004886293,0.004890065,0.0048910235,0.004878428
0.41066504,0.02004957,0.52922827,0.020056542,0.020000631
0.89749813,0.025102373,0.025349144,0.025126088,0.026924273
0.94247854,0.014336537,0.01441147,0.014484761,0.014288732
0.97365254,0.006492126,0.006520764,0.0068752933,0.0064593107
0.7133003,0.015558088,0.015585459,0.24011976,0.0154363755
0.94262785,0.014316747,0.0144050885,0.014363896,0.014286422
0.010594152,0.95748395,0.010634633,0.010708838,0.010578384
0.97411346,0.006480213,0.0064567644,0.0064941067,0.0064554433
0.9616937,0.009586021,0.00962729,0.009560503,0.009532474
0.0029931536,0.3238567,0.667133,0.0030093768,0.0030078222
0.01053687,0.9576306,0.010606839,0.010529915,0.010695789
0.95952064,0.010047038,0.010073827,0.0101310825,0.010227405
0.9269679,0.018233182,0.0183714,0.018244926,0.018182553
0.971296,0.007174387,0.0071725785,0.0072110295,0.007145952
0.9104771,0.022413133,0.022493662,0.022393003,0.022223093
0.025169764,0.025121165,0.89879936,0.025903916,0.025005747
0.91964954,0.020062221,0.020211464,0.020076627,0.020000082
0.7832124,0.022313664,0.022520449,0.1497255,0.02222792
0.008422654,0.4705194,0.008469209,0.5038604,0.00872829
0.92697,0.018235844,0.018361399,0.018247666,0.018185122
0.003056022,0.98770607,0.0031407804,0.0030452076,0.0030519287
0.033597533,0.03355531,0.8654012,0.0341116,0.033334345
0.34603608,0.008557681,0.37808684,0.2589479,0.008371501
0.89940315,0.025058685,0.02516764,0.025363827,0.025006719
0.93214244,0.016810693,0.016966982,0.016735958,0.017343933
0.016854856,0.09539564,0.016994482,0.77278876,0.09796621
0.9104577,0.022309564,0.022500955,0.02250073,0.022231044
0.9330216,0.016763257,0.016821975,0.01672257,0.01667058
0.86553717,0.033527523,0.034028597,0.033573326,0.033333436
0.01692849,0.93155146,0.017151877,0.016971927,0.017396202
0.7440791,0.19248272,0.007867435,0.04749938,0.008071308
0.8252047,0.014888913,0.014430843,0.01461057,0.13086501
0.9318994,0.01706403,0.017124975,0.017239314,0.016672252
0.54697496,0.050079934,0.050206497,0.30269772,0.050040875
0.89876926,0.025049476,0.025516748,0.025661137,0.025003359
0.91961765,0.020109626,0.020242825,0.020029532,0.020000393
0.95528805,0.011185302,0.011273579,0.011131852,0.011121258
0.9384526,0.01538496,0.015392474,0.0153850075,0.01538495
