date,points
2022/12/5,#DIV/0!
2022/12/6,4.711083437
2022/12/7,4.611428571
2022/12/8,4.704142012
2022/12/9,4.763578275
2022/12/10,#DIV/0!
2022/12/11,4.813710879
2022/12/12,4.783505155
2022/12/13,4.766603416
2022/12/14,4.793680297
2022/12/15,4.737417943
2022/12/16,4.657142857
2022/12/17,4.630434783
2022/12/18,4.8
2022/12/19,#DIV/0!
2022/12/20,4.776687825
2022/12/21,4.744058501
2022/12/22,4.717277487
2022/12/23,4.665366615
2022/12/24,4.620689655
2022/12/25,4.660098522
2022/12/26,#DIV/0!
2022/12/27,4.727081138
2022/12/28,#DIV/0!
2022/12/29,4.673979281
2022/12/30,4.734375
2022/12/31,4.801136364
2023/1/1,4.728995058
2023/1/2,4.778293135
2023/1/3,4.807622505
2023/1/4,4.723862729
2023/1/5,4.680493274
2023/1/6,4.749450549
2023/1/7,4.749729144
2023/1/8,4.808370044
2023/1/9,4.7
2023/1/10,4.667121419
2023/1/11,4.726530612
2023/1/12,4.728852839
2023/1/13,4.744488978
2023/1/14,4.76185671
2023/1/15,4.733134921
2023/1/16,4.716632444
2023/1/17,4.716768028
2023/1/18,4.752325581
2023/1/19,4.703953713
2023/1/20,4.73372206
2023/1/21,4.813769752
2023/1/22,4.75087108
2023/1/23,4.78004906
2023/1/24,4.793478261
2023/1/25,4.746146872
2023/1/26,4.73657289
2023/1/27,4.81104034
2023/1/28,4.799379524
2023/1/29,4.838862559
2023/1/30,4.622927181
2023/1/31,4.70749543
2023/2/1,4.763265306
2023/2/2,5
2023/2/3,4.676501581
2023/2/4,4.771269177
2023/2/5,4.887596899
2023/2/6,4.729411765
2023/2/7,4.709944751
2023/2/8,4.97826087
2023/2/9,#DIV/0!
2023/2/10,4.960784314
2023/2/11,4.745454545
2023/2/12,4.825471698
2023/2/13,4.704156479
2023/2/14,4.592885375
2023/2/15,4.76
2023/2/16,4.670212766
2023/2/17,4.75
2023/2/18,4.664670659
2023/2/19,4.796338673
2023/2/20,4.796747967
2023/2/21,4.631578947
2023/2/22,4.744292237
2023/2/23,3.854166667
2023/2/24,4.732954545
2023/2/25,4.703529412
2023/2/26,4.705882353
2023/2/27,4.746331237
2023/2/28,4.757142857
2023/3/1,4.695454545
2023/3/2,4.900763359
2023/3/3,4.62
2023/3/4,4.800433839
2023/3/5,4.718929254
2023/3/6,4.781862745
2023/3/7,4.613545817
2023/3/8,4.896551724
2023/3/9,4.628318584
2023/3/10,4.818897638
2023/3/11,4.786046512
2023/3/12,4.812971342
2023/3/13,4.703406814
2023/3/14,4.739130435
2023/3/15,4.680272109
2023/3/16,4.670886076
2023/3/17,4.741573034
2023/3/18,4.865384615
2023/3/19,4.706730769
2023/3/20,4.745362563
2023/3/21,4.78
2023/3/22,4.622857143
2023/3/23,4.793296089
2023/3/24,4.756476684
2023/3/25,4.846753247
2023/3/26,4.715555556
2023/3/27,4.663265306
2023/3/28,4.538461538
2023/3/29,4.642857143
2023/3/30,4.444444444
2023/3/31,4.642487047
2023/4/1,4.824120603
2023/4/2,4.832249675
2023/4/3,4.724358974
2023/4/4,2.875
2023/4/5,4.807692308
2023/4/6,4.853909465
2023/4/7,3.296296296
2023/4/8,3.696969697
2023/4/9,4.672
2023/4/10,4.797101449
2023/4/11,1
2023/4/12,3
2023/4/13,1.666666667
2023/4/14,#DIV/0!
2023/4/15,#DIV/0!
2023/4/16,#DIV/0!
2023/4/17,1
2023/4/18,4.503184713
2023/4/19,4.64171123
2023/4/20,3.380952381
2023/4/21,4.064946619
2023/4/22,2.37037037
2023/4/23,4.717105263
2023/4/24,3
2023/4/25,#DIV/0!
2023/4/26,#DIV/0!
2023/4/27,1
2023/4/28,#DIV/0!
2023/4/29,4.333333333
2023/4/30,4.796229803
2023/5/1,4.719247467
2023/5/2,4.756916996
2023/5/3,4.792
2023/5/4,4.852248394
2023/5/5,4.641509434
2023/5/6,4.795698925
2023/5/7,4.5
2023/5/8,4.629411765
2023/5/9,4.720902613
2023/5/10,4.950413223
2023/5/11,4.679802956
2023/5/12,4.714953271
2023/5/13,4.767175573
2023/5/14,4.763546798
2023/5/15,4.784198113
2023/5/16,4.697183099
2023/5/17,4.576271186
2023/5/18,2.333333333
2023/5/19,4.278787879
2023/5/20,4.469879518
2023/5/21,4.813888889
2023/5/22,4.66419295
2023/5/23,#DIV/0!
2023/5/24,4.581005587
2023/5/25,4.384615385
2023/5/26,1.222222222
2023/5/27,4.78111588
2023/5/28,4.785824345
2023/5/29,4.829604131
2023/5/30,4.388888889
2023/5/31,4.572368421
2023/6/1,4.587628866
2023/6/2,4.702272727
2023/6/3,4.727272727
2023/6/4,4.727861771
2023/6/5,4.717117117
2023/6/6,4.783163265
2023/6/7,#DIV/0!
2023/6/8,#DIV/0!
2023/6/9,4
2023/6/10,4.795454545
2023/6/11,3.333333333
2023/6/12,4.761904762
2023/6/13,4
2023/6/14,5
2023/6/15,4.788359788
2023/6/16,4.798479087
2023/6/17,1.882352941
2023/6/18,4.842105263
2023/6/19,4.784140969
2023/6/20,4.706766917
2023/6/21,4.81443299
2023/6/22,4.756823821
2023/6/23,4.755175518
2023/6/24,4.726918075
2023/6/25,4.63960396
2023/6/26,4.635036496
2023/6/27,3.142857143
2023/6/28,4.68558952
2023/6/29,4.79245283
2023/6/30,#DIV/0!
2023/7/1,#DIV/0!
2023/7/2,#DIV/0!
2023/7/3,#DIV/0!
2023/7/4,4.727789816
2023/7/5,4.626373626
2023/7/6,4.66442953
2023/7/7,4.581481481
2023/7/8,4.457142857
2023/7/9,4.75462963
2023/7/10,4.717307692
2023/7/11,4.771428571
2023/7/12,4.70681458
2023/7/13,4.667838313
2023/7/14,4.696750903
2023/7/15,4.793413174
2023/7/16,4.767697595
2023/7/17,4.768467475
2023/7/18,4.784891165
2023/7/19,4.668128655
2023/7/20,4.685920578
2023/7/21,4.686626747
2023/7/22,4.769329897
2023/7/23,4.721404304
2023/7/24,4.737037037
2023/7/25,4.682867558
2023/7/26,4.667164179
2023/7/27,4.706896552
2023/7/28,4.72243346
2023/7/29,4.69005102
2023/7/30,4.695780177
2023/7/31,4.724072312
2023/8/1,4.788511749
2023/8/2,2.384615385
2023/8/3,#DIV/0!
2023/8/4,4.645618557
2023/8/5,4.700088731
2023/8/6,4.76089061
2023/8/7,4.673873874
2023/8/8,4.690816327
2023/8/9,4.67167382
2023/8/10,4.871515152
2023/8/11,4.713933416
2023/8/12,4.736972705
2023/8/13,4.664670659
2023/8/14,4.771459227
2023/8/15,4.679380215
2023/8/16,4.65599051
2023/8/17,4.707133917
2023/8/18,4.708
2023/8/19,4.730310263
2023/8/20,4.676510067
2023/8/21,4.732374101
2023/8/22,4.683962264
2023/8/23,4.693877551
2023/8/24,4.71875
2023/8/25,4.750746269
2023/8/26,4.784962406
2023/8/27,4.755760369
2023/8/28,4.715582451
2023/8/29,4.757673667
2023/8/30,4.729776248
2023/8/31,4.668449198
2023/9/1,4.68
2023/9/2,4.793532338
2023/9/3,4.756630265
2023/9/4,4.670774648
2023/9/5,4.627027027
2023/9/6,4.505319149
2023/9/7,4.888059701
2023/9/8,4.692307692
2023/9/9,4.744807122
2023/9/10,4.762258544
2023/9/11,4.713207547
2023/9/12,4.647058824
2023/9/13,4.877192982
2023/9/14,4.888297872
2023/9/15,4.874074074
2023/9/16,4.750853242
2023/9/17,4.780487805
2023/9/18,4.751736111
2023/9/19,4.882352941
2023/9/20,4.628378378
2023/9/21,4.68627451
2023/9/22,4.71641791
2023/9/23,4.794223827
2023/9/24,4.696969697
2023/9/25,4.786245353
2023/9/26,4.793650794
2023/9/27,4.907692308
2023/9/28,4.685185185
2023/9/29,4.819407008
2023/9/30,4.829094608
2023/10/1,4.781596452
2023/10/2,4.813451777
2023/10/3,4.788571429
2023/10/4,4.762295082
2023/10/5,4.753012048
2023/10/6,4.791252485
2023/10/7,4.833333333
2023/10/8,4.716535433
2023/10/9,4.622641509
2023/10/10,4.641891892
2023/10/11,4.822033898
2023/10/12,4.545454545
2023/10/13,4.7125
2023/10/14,4.791277259
2023/10/15,4.752238806
2023/10/16,4.726943942
2023/10/17,4.664835165
2023/10/18,4.765957447
2023/10/19,4.837209302
2023/10/20,4.661691542
2023/10/21,4.887537994
2023/10/22,4.766129032
2023/10/23,4.818815331
2023/10/24,4.706382979
2023/10/25,4.682008368
2023/10/26,4.5
2023/10/27,4.800699301
2023/10/28,4.705357143
2023/10/29,4.81292517
2023/10/30,4.784107946
2023/10/31,4.769230769
2023/11/1,4.75
2023/11/2,4.771300448
2023/11/3,4.792592593
2023/11/4,4.804733728
2023/11/5,4.789264414
2023/11/6,4.745170193
2023/11/7,4.697819315
2023/11/8,4.651162791
2023/11/9,4.796791444
2023/11/10,4.636678201
2023/11/11,4.706329114
2023/11/12,4.777777778
2023/11/13,4.763347763
2023/11/14,4.702439024
2023/11/15,4.658959538
2023/11/16,4.788461538
2023/11/17,4.726890756
2023/11/18,4.932038835
2023/11/19,4.727272727
2023/11/20,4.740614334
2023/11/21,4.734126984
2023/11/22,4.644444444
2023/11/23,4.641509434
2023/11/24,4.742021277
2023/11/25,4.720987654
2023/11/26,4.737765466
2023/11/27,4.760545906
2023/11/28,4.76754386
2023/11/29,4.690972222
2023/11/30,4.659340659
2023/12/1,4.724832215
2023/12/2,4.708520179
2023/12/3,4.780681818
2023/12/4,4.726760563
2023/12/5,4.614457831
2023/12/6,4.669456067
2023/12/7,4.588983051
2023/12/8,4.792792793
2023/12/9,4.79223301
2023/12/10,4.764140875
2023/12/11,4.727777778
2023/12/12,4.636118598
2023/12/13,4.71474359
2023/12/14,4.647368421
2023/12/15,4.879699248
2023/12/16,4.783783784
2023/12/17,4.717035611
2023/12/18,4.761643836
2023/12/19,4.784375
2023/12/20,4.634241245
2023/12/21,4.777070064
2023/12/22,4.743190661
2023/12/23,4.788732394
2023/12/24,4.791262136
2023/12/25,4.820809249
2023/12/26,4.693548387
2023/12/27,4.646551724
2023/12/28,4.6484375
2023/12/29,4.65625
2023/12/30,4.797147385
2023/12/31,4.804459691
2024/1/1,4.775561097
2024/1/2,4.730515192
2024/1/3,4.480519481
2024/1/4,4.351648352
2024/1/5,4.511945392
2024/1/6,4.744510978
2024/1/7,4.755573906
2024/1/8,4.774383079
2024/1/9,4.631205674
2024/1/10,4.62654321
2024/1/11,4.592727273
2024/1/12,4.75049505
2024/1/13,4.739637306
2024/1/14,4.781362007
2024/1/15,4.727722772
2024/1/16,4.782608696
2024/1/17,4.738197425
2024/1/18,4.733254994
2024/1/19,4.779492834
2024/1/20,4.797112462
2024/1/21,4.802462227
2024/1/22,4.822849807
2024/1/23,4.79954181
2024/1/24,4.763853367
2024/1/25,4.772170151
2024/1/26,4.818363273
2024/1/27,4.754468485
2024/1/28,4.760695816
2024/1/29,4.762033532
2024/1/30,4.768965517
2024/1/31,4.764971751
2024/2/1,4.757142857
2024/2/2,4.769864626
2024/2/3,4.736842105
2024/2/4,4.771819138
2024/2/5,4.706867672
2024/2/6,4.78080636
2024/2/7,4.784677016
2024/2/8,4.735809019
2024/2/9,4.762283575
2024/2/10,4.807272727
2024/2/11,4.80876217
2024/2/12,4.824370992
2024/2/13,4.787048568
2024/2/14,4.762520194
2024/2/15,4.76371308
2024/2/16,4.772961816
2024/2/17,4.728978008
2024/2/18,4.75520111
2024/2/19,4.777979431
2024/2/20,4.741617357
2024/2/21,4.770324048
2024/2/22,4.777688604
2024/2/23,4.763473054
2024/2/24,4.806759443
2024/2/25,4.761168385
2024/2/26,4.795438839
2024/2/27,4.780898876
2024/2/28,4.769465649
2024/2/29,4.730515192
2024/3/1,4.764530551
2024/3/2,4.897021277
2024/3/3,4.817789969
2024/3/4,4.845695723
2024/3/5,4.713475177
2024/3/6,4.768551237
2024/3/7,4.764563107
2024/3/8,4.769900498
2024/3/9,4.773399015
2024/3/10,4.821616212
2024/3/11,4.810218978
2024/3/12,4.91643454
2024/3/13,4.681972789
2024/3/14,4.688639551
2024/3/15,4.805447471
2024/3/16,4.865689866
2024/3/17,4.827342747
2024/3/18,4.818107667
2024/3/19,4.807649044
2024/3/20,4.799283154
2024/3/21,4.767052767
2024/3/22,4.765116279
2024/3/23,4.837752525
2024/3/24,4.80834977
2024/3/25,4.817725753
2024/3/26,4.831295844
2024/3/27,4.779516358
2024/3/28,4.779783394
2024/3/29,4.718371837
2024/3/30,4.858807402
2024/3/31,4.825976845
2024/4/1,4.844201313
2024/4/2,4.735031847
2024/4/3,4.802469136
2024/4/4,4.832900882
2024/4/5,4.827627484
2024/4/6,4.815048671
2024/4/7,4.823257767
2024/4/8,4.763326226
2024/4/9,4.756793478
2024/4/10,4.738445378
2024/4/11,4.755578093
2024/4/12,4.727598566
2024/4/13,4.858190709
2024/4/14,4.820242161
2024/4/15,4.80435534
2024/4/16,4.751582278
2024/4/17,4.733782645
2024/4/18,4.778145695
2024/4/19,5
2024/4/20,4.831102613
2024/4/21,4.835590466
2024/4/22,4.813991104
2024/4/23,4.793715847
2024/4/24,4.760111576
2024/4/25,4.752983294
2024/4/26,1
2024/4/27,4.914651494
2024/4/28,4.796370236
2024/4/29,4.764306499
2024/4/30,4.75978836
2024/5/1,4.801342282
2024/5/2,4.819532445
2024/5/3,4.670844687
2024/5/4,4.823914337
2024/5/5,4.817963352
2024/5/6,4.815170009
2024/5/7,1.88
2024/5/8,4.766459627
2024/5/9,#DIV/0!
2024/5/10,4.767085839
2024/5/11,#DIV/0!
2024/5/12,4.823221757
2024/5/13,4.794440094
2024/5/14,4.660649819
2024/5/15,#DIV/0!
2024/5/16,4.71143617
2024/5/17,4.815177479
2024/5/18,4.851472471
2024/5/19,4.81871345
2024/5/20,4.821843532
2024/5/21,1.94
2024/5/22,1.571428571
2024/5/23,4.908653846
2024/5/24,4.810613944
2024/5/25,4.830456227
2024/5/26,4.841484973
2024/5/27,4.822214208
2024/5/28,4.797619048
2024/5/29,4.906743185
2024/5/30,4.798185941
2024/5/31,4.815384615
2024/6/1,4.847204969
2024/6/2,4.826857143
2024/6/3,4.837535014
2024/6/4,4.716906946
2024/6/5,4.707823961
2024/6/6,4.78891258
2024/6/7,4.791139241
2024/6/8,4.837110482
2024/6/9,4.850853789
2024/6/10,4.839423316
2024/6/11,4.793694311
2024/6/12,1.976190476
2024/6/13,4.817518248
2024/6/14,4.766527197
2024/6/15,4.818075802
2024/6/16,4.837422309
2024/6/17,4.803449515
2024/6/18,2.25
2024/6/19,4.79950495
2024/6/20,4.792682927
2024/6/21,4.804297774
2024/6/22,4.834082734
2024/6/23,4.850071124
2024/6/24,4.822644214
2024/6/25,4.199312715
2024/6/26,4.809034908
2024/6/27,4.820612813
2024/6/28,4.80720799
2024/6/29,4.842931937
2024/6/30,4.824144238
2024/7/1,4.820273813
2024/7/2,4.821401078
2024/7/3,4.839174455
2024/7/4,4.804731638
2024/7/5,4.793060719
2024/7/6,4.814958449
2024/7/7,4.842004903
2024/7/8,4.785572139
2024/7/9,4.806646526
2024/7/10,4.816572001
2024/7/11,4.795076726
2024/7/12,4.817064353
2024/7/13,4.774293698
2024/7/14,4.796851347
2024/7/15,4.790012407
2024/7/16,4.768313458
2024/7/17,4.778758059
2024/7/18,4.783625731
2024/7/19,4.783918038
2024/7/20,4.777190802
2024/7/21,4.797304582
2024/7/22,4.83360611
2024/7/23,4.797446809
2024/7/24,4.793926247
2024/7/25,4.775655022
2024/7/26,4.808790663
2024/7/27,4.781912145
2024/7/28,4.764283884
2024/7/29,4.78807947
2024/7/30,4.782343988
2024/7/31,4.795823666
2024/8/1,4.77027027
2024/8/2,4.764449608
2024/8/3,4.754261364
2024/8/4,4.778875969
2024/8/5,4.766207038
2024/8/6,4.792961726
2024/8/7,4.755555556
2024/8/8,4.77599767
2024/8/9,4.75634058
2024/8/10,4.777841397
2024/8/11,4.779590531
2024/8/12,4.792469352
2024/8/13,4.756818929
2024/8/14,4.774583964
2024/8/15,4.807385952
2024/8/16,4.736621534
2024/8/17,4.781653747
2024/8/18,4.770132675
2024/8/19,4.792153339
2024/8/20,4.781305115
2024/8/21,4.79369108
2024/8/22,4.771731449
2024/8/23,4.776745914
2024/8/24,4.739490446
2024/8/25,4.753310748
2024/8/26,4.75076297
2024/8/27,4.745636716
2024/8/28,4.758151052
2024/8/29,4.76690533
2024/8/30,4.758433501
2024/8/31,4.778984102
2024/9/1,4.773913043
2024/9/2,4.766339869
2024/9/3,4.712296984
2024/9/4,4.813084112
2024/9/5,4.758823529
2024/9/6,4.817470665
2024/9/7,4.809218203
2024/9/8,4.802522665
2024/9/9,4.811530681
2024/9/10,4.755813953
2024/9/11,4.737726098
2024/9/12,4.173745174
2024/9/13,4.247806181
2024/9/14,4.450687388
2024/9/15,4.603308026
2024/9/16,1.502673797
2024/9/17,4.754778219
2024/9/18,4.764891602
2024/9/19,4.71884984
2024/9/20,4.749160134
2024/9/21,4.784821429
2024/9/22,4.772642099
2024/9/23,4.757979548
2024/9/24,4.751748252
2024/9/25,3.6796875
2024/9/26,4.208835341
2024/9/27,4.66002845
2024/9/28,4.74779661
2024/9/29,4.783484789
2024/9/30,4.694825766
2024/10/1,4.776608911
2024/10/2,4.814189837
2024/10/3,4.81043257
2024/10/4,4.756681385
2024/10/5,4.79567502
2024/10/6,4.809395066
2024/10/7,4.773737374
2024/10/8,4.823407561
2024/10/9,4.741666667
2024/10/10,4.365934066
2024/10/11,4.364922207
2024/10/12,4.332894737
2024/10/13,4.055639858
2024/10/14,4.227302632
2024/10/15,3.198019802
2024/10/16,3.577629382
2024/10/17,4.285314685
2024/10/18,4.423815621
2024/10/19,4.646595385
2024/10/20,4.759208356
2024/10/21,4.738025055
2024/10/22,4.670164918
2024/10/23,4.706153846
2024/10/24,4.622418879
2024/10/25,4.618848168
2024/10/26,4.762179487
2024/10/27,4.786862004
2024/10/28,4.799262381
2024/10/29,4.722522523
2024/10/30,4.7424
2024/10/31,4.646341463
2024/11/1,4.650393701
2024/11/2,4.811188811
2024/11/3,4.786064426
2024/11/4,4.769117647
2024/11/5,4.639147803
2024/11/6,4.604304636
2024/11/7,4.602409639
2024/11/8,4.636241611
2024/11/9,4.760916249
2024/11/10,4.759899749
2024/11/11,4.759368308
2024/11/12,4.7075
2024/11/13,4.5546875
2024/11/14,4.698660714
2024/11/15,4.564071856
2024/11/16,4.718367347
2024/11/17,4.759239704
2024/11/18,4.74636789
2024/11/19,4.709908069
2024/11/20,4.717011129
2024/11/21,4.665137615
2024/11/22,4.715568862
2024/11/23,4.710769231
2024/11/24,4.782608696
2024/11/25,4.793887704
2024/11/26,4.72125631
2024/11/27,4.539823009
2024/11/28,4.712092131
2024/11/29,4.63451087
2024/11/30,4.83289987
2024/12/1,4.792487914
2024/12/2,4.809492848
2024/12/3,4.733727811
2024/12/4,4.728448276
2024/12/5,4.683624801
2024/12/6,4.730407524
2024/12/7,4.743859649
2024/12/8,4.793397524
2024/12/9,4.783107831
2024/12/10,4.695934959
2024/12/11,4.685714286
2024/12/12,4.61082206
2024/12/13,4.677130045
2024/12/14,4.780451128
2024/12/15,4.774092616
2024/12/16,4.845703125
2024/12/17,4.736563877
2024/12/18,4.713836478
2024/12/19,4.631007752
2024/12/20,4.753794266
2024/12/21,4.791208791
2024/12/22,4.783921933
2024/12/23,4.784405458
2024/12/24,4.66507177
2024/12/25,4.654481132
2024/12/26,4.673381295
2024/12/27,4.649754501
2024/12/28,4.76541233
2024/12/29,4.762076749
2024/12/30,4.776926352
2024/12/31,4.703703704
