综合评分1,综合评分2,Y_residual
0.3720710424313784,0,0.32748393173084606
0.2261062871386679,0.0859481216082496,0.1517681206037091
0.3213866688127166,0.1586133543645978,0.22189533596646277
0.4660751873745615,0.3730776444429551,0.29234675720471226
0.2217148937439408,0.4891852190955555,0.007795673226931754
0.1536755566364537,0.4597431755225376,-0.050052262
0.3725179318481982,0.3778419341582781,0.19714033649963777
0.4040249928091363,0.5078124185733146,0.18365794258588014
0.0747115880105971,0.3176210702453302,-0.079820476
0.0348549014624331,0.3002006964907494,-0.113647077
0.0253164516620544,0.3785129268742025,-0.150293409
0.0415487699031417,0.3328961238645534,-0.118270774
0.0287096981405186,0.3666664929276808,-0.142799503
0.1264641230090568,0.4008629094882485,-0.056882213
0.042040630911267,0.4039913740320715,-0.142388628
0.0644227736558006,0.4465855680639414,-0.134750521
0.0417869582463671,0.5506509547619233,-0.193408708
0.0301910829198094,0.5448574663026949,-0.20299916
0.0971460451659619,0.5224273491315355,-0.128279983
0.1509251515974782,0.503495523889015,-0.0679476
0.0735801002391988,0.432953358017385,-0.120874387
0.0550116234006899,0.4692855689595126,-0.152019307
0.0370262981734597,0.5434736171585923,-0.195684923
0.0007284802450112,0.5480115204931417,-0.233553542
0.1999829404847348,0.5170818471559604,-0.023592735
0.1204721863082972,0.596664227945309,-0.130651035
0.0904052489415668,0.5944409057757671,-0.159948367
0.2097329709774427,0.5840943971902257,-0.037039187
0.1173419671051192,0.5358441138336927,-0.112728291
0.0807360726391179,0.6006875752629754,-0.171779836
0.2468056873950066,0.5979796614845148,-0.004772873
0.2422300986499033,0.5831160591590872,-0.004203406
0.0329226826437706,0.5732617023341323,-0.210099724
0,0.5806880796546794,-0.245593057
0.0779649815128736,0.5411208279902463,-0.153931819
0.0921934480810341,0.5487555812161932,-0.142346132
0.205506868843485,0.4842081526122655,-0.006689534
0.1382415733498131,0.4840178336887022,-0.07388895
0.0692709598961144,0.5417802193182728,-0.162854089
0.0444307879012099,0.6649722214969935,-0.230337336
0.0121948451700402,0.6583489569757598,-0.260280627
0.0576316776743333,0.6088582942331093,-0.197712536
0.1677743012452608,0.7674480770984016,-0.142465975
0.2715504419270895,0.7908337447794477,-0.046784814
0.0153657033815785,0.8376536936325073,-0.31917634
0.0363393842238498,0.8716739488142967,-0.309978815
0.0873694743996587,1,-0.303368957
0.1236038117952288,0.8682163199889187,-0.221517525
0.2812488020476114,0.8767502263405734,-0.066826558
0.5311477720858095,0.710423337519326,0.2406466846150348
0.8873100073910335,0.7515953685843674,0.582557166977758
0.9730603893804162,0.727802092869927,0.6765436227872377
0.5655451114903192,0.8065487553212918,0.24177008366318692
0.6378060168469057,0.7284906339795134,0.3410509108390629
1.0000000000000002,0.7140977665104146,0.7082270040799428
0.9522452184724464,0.6482816846469966,0.6832545462341875
0.6276579949154276,0.6306119843007172,0.3647837127941726
0.5407873269645807,0.682132825202112,0.26007903770492086
0.7241109727477161,0.7894435675991074,0.4062569282470212
0.4568445762543625,0.8010204096555524,0.13498319258251607
