综合评分1,综合评分2,Y_residual
0.398958943075659,0,-0.076011161
0.2224475103146543,0.0859481216082496,-0.210091753
0.413897507311592,0.1586133543645978,0.01723159313773326
1,0.3730776444429551,0.7092107483669098
0.3775833899717044,0.4891852190955555,0.14411408887876712
0.6060540624055335,0.4597431755225376,0.358049822602044
0.2696648809361186,0.3778419341582781,-0.018772338
0.3353958704570197,0.5078124185733146,0.11112243928007504
0.2313175549922468,0.3176210702453302,-0.086849481
0.2431013188755341,0.3002006964907494,-0.083665801
0.1946196843968202,0.3785129268742025,-0.093486279
0.2858384249497265,0.3328961238645534,-0.024787627
0.3676904411815375,0.3666664929276808,0.07373613430669845
0.221828760597416,0.4008629094882485,-0.05524347
0.1042376374917984,0.4039913740320715,-0.171290134
0.2779120201570766,0.4465855680639414,0.02341213688665511
0.1551875571778566,0.5506509547619233,-0.047937359
0.2771366179969092,0.5448574663026949,0.07115157420518953
0.4145355540565115,0.5224273491315355,0.19747721715099154
0.30850407667181,0.503495523889015,0.08209948229960037
0.4290145918062844,0.432953358017385,0.16778476341419818
0.1371171643542911,0.4692855689595126,-0.10617619
0.3225434938003319,0.5434736171585923,0.11587527180312196
0.144034072024862,0.5480115204931417,-0.060393879
0.3153412539222368,0.5170818471559604,0.0956439513009224
0.3271204984012163,0.596664227945309,0.14671140022618195
0.1330485896284343,0.5944409057757671,-0.048458118
0.2314193878247334,0.5840943971902257,0.04480481959888408
0.2036616752984291,0.5358441138336927,-0.006773077
0.1248157089746435,0.6006875752629754,-0.053607144
0.2303049452274545,0.5979796614845148,0.05054524986383643
0.1246263069933922,0.5831160591590872,-0.062471247
0.1289299398058572,0.5732617023341323,-0.06303251
0.14576497410373,0.5806880796546794,-0.042531224
0.0380992556101984,0.5411208279902463,-0.169730491
0.1695264715924996,0.5487555812161932,-0.034534152
0.1601575693352889,0.4842081526122655,-0.075768808
0.1370930715117634,0.4840178336887022,-0.098927263
0.0783095202731014,0.5417802193182728,-0.129194698
0,0.6649722214969935,-0.14668683
0.0277834915199509,0.6583489569757598,-0.122173109
0.0122405468047225,0.6088582942331093,-0.162148589
0.0824560644190897,0.7674480770984016,-0.013640517
0.1819642973838812,0.7908337447794477,0.09741274454677246
0.065449298120929,0.8376536936325073,0.004011802748026899
0.0339732522550104,0.8716739488142967,-0.010669134
0.0228173988719111,1,0.04152697641138582
0.0732041499239553,0.8682163199889187,0.026854802213841678
0.1512787946134405,0.8767502263405734,0.1091424630778077
0.0690189297095881,0.710423337519326,-0.055229607
0.0851872748946959,0.7515953685843674,-0.018735467
0.0817542070325113,0.727802092869927,-0.033914792
0.0323173963535567,0.8065487553212918,-0.044475975
0.0865166452873393,0.7284906339795134,-0.028812435
0.1003633685525751,0.7140977665104146,-0.022071178
0.2148037790561436,0.6482816846469966,0.05987717049474403
0.093262564565922,0.6306119843007172,-0.070387216
0.0402749577222364,0.682132825202112,-0.097940031
0.0539216990186595,0.7894435675991074,-0.031316156
0.0096611891484419,0.8010204096555524,-0.069861414
