date,revenue,download,reviews,rating,综合评分
2020/1/31,0.1186867522889647,0.0662879471225631,0.9396204232448772,0.9964312042782112,0.32333033360312385
2020/2/29,0.0614692147529467,0.0265246980159446,0.6846657709103123,0.7911608905053591,0.22052403258934672
2020/3/31,0.063027936419336,0.028084613111117,0.9755626469600268,0.6833253140747042,0.28763217509571115
2020/4/30,0.2628662531422493,0.0729413841943445,1,0.8483810236746383,0.3895395935178989
2020/5/31,0.1318320375611204,0.0758877198908366,0.4658212966073228,0.955537474153832,0.21743107422208272
2020/6/30,0.0878567162007829,0.0636724792439939,0.3629492777964394,0.8739166872001276,0.16950941972800293
2020/7/31,0.0960918898640397,0.1554280362496017,0.8499328182734296,0.9494677477312676,0.323645087995808
2020/8/31,0.1767882901776025,0.076957858494513,0.9412159892509238,0.886047601421543,0.34583622849896606
2020/9/30,0.0804652208992831,0.0486083975941073,0.1614040980853208,0.8916143114914263,0.11389329848344057
2020/10/31,0.0303967723432255,0.0723441332376298,0.0771750083977158,0.9670950757283004,0.08582132654428759
2020/11/30,0.0261568754726468,0.0835283866931258,0.0508061807188444,0.8774545633711319,0.07910317914345738
2020/12/31,0.0993552039284687,0.0321609660419073,0.0600436681222707,0.8775714818304985,0.0905359705176363
2021/1/31,0.0099586620530929,0,0.2272421901242862,0.7518074091512805,0.08149311990812594
2021/2/28,0.0482826587372022,0.1181697098573276,0.2798118911656029,0.7513222227982175,0.15034378737446255
2021/3/31,0.0179596519184373,0.0744168550668452,0.1168122270742358,0.9524862491247676,0.09088239942615518
2021/4/30,0.0721369113434061,0.0684259213056612,0.1366308364124958,0.7241804454126337,0.1066466522398805
2021/5/31,0.0417493102765337,0.0636041561911049,0.094054417198522,0.9575862029102428,0.09070373199171618
2021/6/30,0.0305681012730285,0.0722451031946784,0.0735639905945582,0.8888852425889355,0.08253649294178465
2021/7/31,0.028419176348227,0.117040460297781,0.1971783674840443,0.9714595974074788,0.12969439752800085
2021/8/31,0.1037553609470449,0.1178357713403985,0.2379072892173329,0.959327677900778,0.1675722468277388
2021/9/30,0.0121966906714283,0.0148660215639837,0.3278468256634195,0.7996575525243992,0.11309636588017959
2021/10/31,0,0.0488932049269365,0.2370675176352032,0.8334429060364352,0.10001816480760578
2021/11/30,0.0305009770176511,0.0518487527204473,0.1287369835404769,0.8546783095570516,0.08735069069419116
2021/12/31,0.0099807996167038,0.0391445032568601,0.0788545515619751,0.8080165820692924,0.06178531096528266
2022/1/31,0.07704267450231,0.0672360254407412,0.554501175680215,0.5468124703555355,0.2021247646687734
2022/2/28,0.0801345805742088,0.0577375857396738,0.3113873026536782,0.6797915327205211,0.14612352990971716
2022/3/31,0.0237524988763209,0.0840342843544047,0.2316929795095734,0.9871747792437862,0.12494670124797769
2022/4/30,0.2142556422126969,0.0945506607760424,0.3611857574739671,0.2845905460674285,0.20899193316925666
2022/5/31,0.0922434325557382,0.1204888552817942,0.2203560631508229,0.4462828401170582,0.1439188452446027
2022/6/30,0.08564106233424,0.1017629650669604,0.17072556264696,0.2924605712109511,0.11813648019487871
2022/7/31,0.1683859779090834,0.1314512507340889,0.4368491770238494,0.6729780546561586,0.2351030915497811
2022/8/31,0.1912583505064165,0.1072249709243187,0.4178703392677191,0.7151074747638371,0.23188040020281164
2022/9/30,0.0600023639755427,0.0428654227776775,0.1431810547531071,0.4015220935313262,0.08446042083045577
2022/10/31,0.0246919222006952,0.0791173275706548,0.0529056096741686,0.3604557693984129,0.061272225740010025
2022/11/30,0.1049486546883999,0.1016600966502512,0.1157205240174672,0.4185298987184769,0.11618473761229442
2022/12/31,0.0522623601726255,0.1155365854594725,0.2086832381592206,0.5046028024048035,0.12620617062218373
2023/1/31,0.2286682239388497,0.099840707489051,0.227494121598925,0.9735950128737348,0.2060153932009104
2023/2/28,0.2841574502586734,0.0536082632510258,0.0516459523009741,0.6592786312241075,0.15863891384166023
2023/3/31,0.140608949031027,0.0448736599277618,0.047027208599261,0.9616417680428287,0.11006134021022676
2023/4/30,0.0988163914427247,0.0675929942002172,0.1320960698689956,0,0.09256584142203622
2023/5/31,0.0600089261818988,0.0654243130270567,0,0.7689577467301023,0.0698613328902494
2023/6/30,0.1049558493965735,0.1167610266882127,0.0158716829022506,0.5498678750253958,0.10186352869554191
2023/7/31,0.1181682589241065,0.1455710924395552,0.2547027208599261,0.723669202588469,0.17943948660793407
2023/8/31,0.2604094579578019,0.134478192279495,0.3378401074907625,0.846134193613244,0.25253138564609157
2023/9/30,0.047971230654833,0.0458017787023993,0.0401410816257978,0.9011589048972736,0.07209464053437012
2023/10/31,0.047846390608613,0.0956016075109297,0.0188108834397044,0.9720620526641042,0.08686688155730363
2023/11/30,0.1082082528046514,0.1334141950738311,0.0288041652670473,0.8919395077092751,0.12280853610845816
2023/12/31,0.0972172687227456,0.2038084344424954,0.0386294927779644,0.9655861430002808,0.14832920505250277
2024/1/31,0.190412300262844,0.3344674448329731,0.1635875041988579,0.9620039576928064,0.25936216152682345
2024/2/29,0.4311797305305069,0.4209936014309458,0.4113201209271078,0.8310822228117896,0.4353716967414034
2024/3/31,0.6421153707033855,0.8966571602943265,0.400990930466913,1.0000000000000002,0.6862248694754735
2024/4/30,0.9330360838333722,0.8578174239138361,0.2725058784010749,0.8617629621152616,0.7466208161899275
2024/5/31,0.4341545447034496,0.7088209667328146,0.1068189452468928,0.6244313397057464,0.45959852616883357
2024/6/30,0.6193457796513888,0.6034967584933615,0.1584648975478669,0.8314199632838208,0.5104935273129096
