时间,开服数量:国内网页游戏:总计:当期值:月,开服数量:国内网页游戏:第一名:当期值:月,开服数量:国内网页游戏:第二名:当期值:月,开服数量:国内网页游戏:第三名:当期值:月,实际销售收入:国内游戏市场:当期值:月,实际销售收入:中国游戏客户端市场:当期值:月,实际销售收入:中国游戏移动端市场:当期值:月,实际销售收入:自主研发网游海外市场:当期值:月,开服数量:国内网页游戏运营平台:总计:当期值:月,开服数量:国内网页游戏运营平台:第一名:当期值:月,开服数量:国内网页游戏运营平台:第二名:当期值:月,开服数量:国内网页游戏运营平台:第三名:当期值:月,游戏APP预估下载量:iphone:游戏:当期值:月,游戏APP预估下载量:ipad:游戏:当期值:月,游戏APP预估收入:iphone:休闲:当期值:月,游戏APP预估收入:iphone:动作:当期值:月,游戏APP预估收入:iphone:角色扮演:当期值:月,游戏APP预估收入:iphone:策略:当期值:月,游戏APP预估收入:iphone:益智解谜:当期值:月,游戏APP预估收入:iphone:模拟:当期值:月,游戏APP预估收入:iphone:冒险:当期值:月,游戏APP预估收入:iphone:卡牌:当期值:月,游戏APP预估收入:iphone:桌面:当期值:月,游戏APP预估收入:iphone:家庭聚会:当期值:月,游戏APP预估收入:iphone:游戏:当期值:月,游戏APP预估收入:iphone:竞速:当期值:月,游戏APP预估收入:iphone:体育:当期值:月,游戏APP预估收入:iphone:字谜:当期值:月,游戏APP预估收入:iphone:娱乐场:当期值:月,游戏APP预估收入:iphone:音乐:当期值:月,游戏APP预估收入:iphone:问答:当期值:月,游戏APP预估收入:ipad:休闲:当期值:月,游戏APP预估收入:ipad:动作:当期值:月,游戏APP预估收入:ipad:角色扮演:当期值:月,游戏APP预估收入:ipad:策略:当期值:月,游戏APP预估收入:ipad:益智解谜:当期值:月,游戏APP预估收入:ipad:模拟:当期值:月,游戏APP预估收入:ipad:冒险:当期值:月,游戏APP预估收入:ipad:卡牌:当期值:月,游戏APP预估收入:ipad:桌面:当期值:月,游戏APP预估收入:ipad:家庭聚会:当期值:月,游戏APP预估收入:ipad:游戏:当期值:月,游戏APP预估收入:ipad:竞速:当期值:月,游戏APP预估收入:ipad:体育:当期值:月,游戏APP预估收入:ipad:字谜:当期值:月,游戏APP预估收入:ipad:娱乐场:当期值:月,游戏APP预估收入:ipad:音乐:当期值:月,游戏APP预估收入:ipad:问答:当期值:月,游戏APP数量:iphone:休闲:当期值:月,游戏APP数量:iphone:动作:当期值:月,游戏APP数量:iphone:角色扮演:当期值:月,游戏APP数量:iphone:策略:当期值:月,游戏APP数量:iphone:益智解谜:当期值:月,游戏APP数量:iphone:模拟:当期值:月,游戏APP数量:iphone:冒险:当期值:月,游戏APP数量:iphone:卡牌:当期值:月,游戏APP数量:iphone:桌面:当期值:月,游戏APP数量:iphone:家庭聚会:当期值:月,游戏APP数量:iphone:游戏:当期值:月,游戏APP数量:iphone:竞速:当期值:月,游戏APP数量:iphone:体育:当期值:月,游戏APP数量:iphone:字谜:当期值:月,游戏APP数量:iphone:娱乐场:当期值:月,游戏APP数量:iphone:音乐:当期值:月,游戏APP数量:iphone:问答:当期值:月,游戏APP数量:ipad:休闲:当期值:月,游戏APP数量:ipad:动作:当期值:月,游戏APP数量:ipad:角色扮演:当期值:月,游戏APP数量:ipad:策略:当期值:月,游戏APP数量:ipad:益智解谜:当期值:月,游戏APP数量:ipad:模拟:当期值:月,游戏APP数量:ipad:冒险:当期值:月,游戏APP数量:ipad:卡牌:当期值:月,游戏APP数量:ipad:桌面:当期值:月,游戏APP数量:ipad:家庭聚会:当期值:月,游戏APP数量:ipad:游戏:当期值:月,游戏APP数量:ipad:竞速:当期值:月,游戏APP数量:ipad:体育:当期值:月,游戏APP数量:ipad:字谜:当期值:月,游戏APP数量:ipad:娱乐场:当期值:月,游戏APP数量:ipad:音乐:当期值:月,游戏APP数量:ipad:问答:当期值:月,开服数量:国内网页游戏研发商:第一名:当期值:月（组）,开服数量:国内网页游戏研发商:第二名:当期值:月（组）,开服数量:国内网页游戏研发商:第三名:当期值:月（组）
2014-04-30,-2.0655312086049424e-16,-1.0935204091541664,-0.3385383961622549,-0.5860451585069089,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.17514700111619164,-0.815309059507704,-0.8565634753809486,-1.239352478096561,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.9366668090405806,-0.4368320854900739,0.012120958118952594
2014-05-31,-2.0655312086049424e-16,0.5411804065933603,-0.29000404109771505,0.10027456636898303,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.37931313934574823,-1.2671707976493978,-0.17992654165788177,-1.2339339204059818,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.37389763540740434,-0.3680627021361424,0.04502070158468032
2014-06-30,-2.0655312086049424e-16,-0.26591037272968626,-0.5041261957942145,-0.18852333766295168,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.3300670356521868,-0.5835351507195077,-0.3020631722938144,-1.1093070935226597,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.8943987380595481,-0.5989313462529126,-0.20552349865432315
2014-07-31,-2.0655312086049424e-16,0.13535509947612223,-0.2243399136574552,0.028924495961093272,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.5508537338783204,-0.371238040989143,-0.13351462201622735,-1.022610170473392,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.7941630268759566,-0.45975521327471774,0.8776372862173282
2014-08-31,-2.0655312086049424e-16,0.7326934728734054,-0.6154697162363942,-0.11377564485468623,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.6450369071922566,-0.37318572089492613,-0.20191113517234963,-1.1011792569867909,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.6758124281290655,-0.019303686555489724,0.9307830256619652
2014-09-30,-2.0655312086049424e-16,0.481902552744775,-0.7782025538057339,-0.5520689345031519,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.3842377497151044,-0.5971689100599898,-0.5756492249183035,-1.009063776246944,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-1.0489791119330385,-0.19941397629197702,0.9586212701329657
2014-10-31,-2.0655312086049424e-16,0.6688557841133903,-0.6582941471756941,-0.6641904737155501,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.5461343156076874,-0.5231570736402297,-0.18481200688331906,-0.9088204589712284,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.6987579523759117,-0.0684246746654408,0.7536305608465083
2014-11-30,-2.0655312086049424e-16,0.42262469889618964,-0.8295918709328937,-1.0243384481553746,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.5432616262255631,-0.5251047535460128,-0.20191113517234963,-0.8817276705183323,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.738610705015171,-0.1339193254787089,0.3132801483052295
2014-12-31,-2.0655312086049424e-16,0.33598783557902645,-0.7667827055552539,-0.4977069760971406,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.6614522750901104,-0.24853420692480374,0.18159788502447885,-0.6920781513480596,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.45722611819858283,0.09531195236772946,-0.09923201976504895
2015-01-31,-2.0655312086049424e-16,-0.320628391666842,-0.8467216433086137,-0.40257354888662095,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.7100828024875022,-0.26995868588841854,0.008163869521454504,-0.5593234879288687,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.05723668859912775,0.6061702287112207,-0.5851359232588739
2015-02-28,-2.0655312086049424e-16,-0.9612851967227066,-0.1044315070274155,-0.721950054521937,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.11010110582094597,-1.0276061692380687,-0.052904445796511816,-0.786902910933196,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.39175827893472825,-0.15847981953368445,-1.0027095903238796
2015-03-31,-2.0655312086049424e-16,0.1307952645646926,0.02975170991572417,-0.528285577700522,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,0.5137139640094261,-0.527052433451796,0.3745737614292524,-0.5647420456194479,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,1.116353781466715,0.2443122829679144,-1.124185566197336
