时间,开服数量:国内网页游戏:总计:当期值:月,开服数量:国内网页游戏:第一名:当期值:月,开服数量:国内网页游戏:第二名:当期值:月,开服数量:国内网页游戏:第三名:当期值:月,实际销售收入:国内游戏市场:当期值:月,实际销售收入:中国游戏客户端市场:当期值:月,实际销售收入:中国游戏移动端市场:当期值:月,实际销售收入:自主研发网游海外市场:当期值:月,开服数量:国内网页游戏运营平台:总计:当期值:月,开服数量:国内网页游戏运营平台:第一名:当期值:月,开服数量:国内网页游戏运营平台:第二名:当期值:月,开服数量:国内网页游戏运营平台:第三名:当期值:月,游戏APP预估下载量:iphone:游戏:当期值:月,游戏APP预估下载量:ipad:游戏:当期值:月,游戏APP预估收入:iphone:休闲:当期值:月,游戏APP预估收入:iphone:动作:当期值:月,游戏APP预估收入:iphone:角色扮演:当期值:月,游戏APP预估收入:iphone:策略:当期值:月,游戏APP预估收入:iphone:益智解谜:当期值:月,游戏APP预估收入:iphone:模拟:当期值:月,游戏APP预估收入:iphone:冒险:当期值:月,游戏APP预估收入:iphone:卡牌:当期值:月,游戏APP预估收入:iphone:桌面:当期值:月,游戏APP预估收入:iphone:家庭聚会:当期值:月,游戏APP预估收入:iphone:游戏:当期值:月,游戏APP预估收入:iphone:竞速:当期值:月,游戏APP预估收入:iphone:体育:当期值:月,游戏APP预估收入:iphone:字谜:当期值:月,游戏APP预估收入:iphone:娱乐场:当期值:月,游戏APP预估收入:iphone:音乐:当期值:月,游戏APP预估收入:iphone:问答:当期值:月,游戏APP预估收入:ipad:休闲:当期值:月,游戏APP预估收入:ipad:动作:当期值:月,游戏APP预估收入:ipad:角色扮演:当期值:月,游戏APP预估收入:ipad:策略:当期值:月,游戏APP预估收入:ipad:益智解谜:当期值:月,游戏APP预估收入:ipad:模拟:当期值:月,游戏APP预估收入:ipad:冒险:当期值:月,游戏APP预估收入:ipad:卡牌:当期值:月,游戏APP预估收入:ipad:桌面:当期值:月,游戏APP预估收入:ipad:家庭聚会:当期值:月,游戏APP预估收入:ipad:游戏:当期值:月,游戏APP预估收入:ipad:竞速:当期值:月,游戏APP预估收入:ipad:体育:当期值:月,游戏APP预估收入:ipad:字谜:当期值:月,游戏APP预估收入:ipad:娱乐场:当期值:月,游戏APP预估收入:ipad:音乐:当期值:月,游戏APP预估收入:ipad:问答:当期值:月,游戏APP数量:iphone:休闲:当期值:月,游戏APP数量:iphone:动作:当期值:月,游戏APP数量:iphone:角色扮演:当期值:月,游戏APP数量:iphone:策略:当期值:月,游戏APP数量:iphone:益智解谜:当期值:月,游戏APP数量:iphone:模拟:当期值:月,游戏APP数量:iphone:冒险:当期值:月,游戏APP数量:iphone:卡牌:当期值:月,游戏APP数量:iphone:桌面:当期值:月,游戏APP数量:iphone:家庭聚会:当期值:月,游戏APP数量:iphone:游戏:当期值:月,游戏APP数量:iphone:竞速:当期值:月,游戏APP数量:iphone:体育:当期值:月,游戏APP数量:iphone:字谜:当期值:月,游戏APP数量:iphone:娱乐场:当期值:月,游戏APP数量:iphone:音乐:当期值:月,游戏APP数量:iphone:问答:当期值:月,游戏APP数量:ipad:休闲:当期值:月,游戏APP数量:ipad:动作:当期值:月,游戏APP数量:ipad:角色扮演:当期值:月,游戏APP数量:ipad:策略:当期值:月,游戏APP数量:ipad:益智解谜:当期值:月,游戏APP数量:ipad:模拟:当期值:月,游戏APP数量:ipad:冒险:当期值:月,游戏APP数量:ipad:卡牌:当期值:月,游戏APP数量:ipad:桌面:当期值:月,游戏APP数量:ipad:家庭聚会:当期值:月,游戏APP数量:ipad:游戏:当期值:月,游戏APP数量:ipad:竞速:当期值:月,游戏APP数量:ipad:体育:当期值:月,游戏APP数量:ipad:字谜:当期值:月,游戏APP数量:ipad:娱乐场:当期值:月,游戏APP数量:ipad:音乐:当期值:月,游戏APP数量:ipad:问答:当期值:月,开服数量:国内网页游戏研发商:第一名:当期值:月（组）,开服数量:国内网页游戏研发商:第二名:当期值:月（组）,开服数量:国内网页游戏研发商:第三名:当期值:月（组）
2018-06-30,0.036662184554031876,-0.7036545242269319,-0.12441624146575544,-0.42295928328887517,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.5729833908284951,1.7595237759376368,0.10831590664291926,0.06651992533303154,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.14418814890296616,-0.9526024606445603,0.02983620460049829
2018-07-31,-0.009613554094171119,-1.0524818949512995,-0.6525842230504542,-0.436549772890378,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.6425435122956505,1.7673144955607694,-0.2776358461666279,-0.20440795919592958,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.47025612504236014,-1.0246465765391553,-0.9116026084187875
2018-08-31,-0.11125490862504556,-1.0296827203941512,-0.29000404109771505,-0.31083774407647696,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.7586822401729661,1.640715301684864,-0.5072527117621812,-0.4509523341172842,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.8301385579665802,-1.0295586753501502,-0.9698098468581519
2018-09-30,-0.5343473762657587,-0.6329770830997724,-0.3842177891641748,-0.0662089312494264,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.9515628129727483,0.5967588721850887,-0.20435386778506828,-0.2613028149470114,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.4738791025550201,-1.2424162904932716,-0.2637307370936876
2018-10-31,-0.44262225144521344,0.048718236158959025,-0.28143915490985505,-0.4569355072926322,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.9556666549472117,-0.09661517427371707,-0.25320852003944133,-0.2613028149470114,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,0.24925449677010422,-0.8134263276663656,-0.25613848860159655
2018-11-30,-0.6430127268414496,0.5343406542262159,-0.4184773339156147,-0.7049619425200585,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-1.0730365354168663,-0.0381847771002222,-0.8663344058318232,-0.5159750264042349,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.21690194319214054,-0.4237331553274203,-0.3269994745277794
2018-12-31,-0.38787639991943756,1.170437624370651,-0.4641567269175346,-0.470525996894135,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.8602523290409365,0.7467302249303923,-0.8199224861901688,-0.347999737996279,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.32317595023016527,0.041278865446783275,-0.43582170291441724
2019-01-31,-0.44386178015900457,1.2502347353206698,-0.7839124779309738,-0.25647578567046575,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.8097750727550361,1.223911801847267,-0.6025192836582087,-0.44282449758141534,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.44273420814794306,0.047828330528110086,-0.9445023518845151
2019-02-28,-0.9227330399203195,0.7007746284933978,-0.7867674399935938,-0.6573952289147986,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-1.0480030993726392,0.7330964655899102,-1.1570195867453428,-0.7327173340274037,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.9016446930848679,-0.3877110973801228,-1.0887550732342444
2019-03-31,-0.59487769512256,0.8193303361905685,-0.7867674399935938,-0.3719949472832396,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.8602523290409365,1.7809482549012516,-1.0397684213348475,-0.5349399783212622,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.8569613037620621,-0.27145809218657196,-1.0103018388159706
2019-04-30,-0.6777195308276018,0.5639795811505086,-0.9609201258134134,-0.4875141088960135,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.9019063250817405,1.7556284161260705,-1.1228213301672818,-0.5349399783212622,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.7784634576544303,-0.4810409747890299,-1.1368393136841541
2019-05-31,-0.6353689664397375,0.34738742285760055,-0.709683464302854,-0.30064487687534985,2.6586919800234013e-16,-8.326672684688674e-16,-6.972979698522913e-16,7.535343507562233e-16,-0.8625094421268914,1.6601921007426954,-1.0006846995313492,-0.5864162763817647,,,-3.469446951953614e-17,0.0,3.469446951953614e-18,-6.071532165918825e-18,2.42861286636753e-17,6.938893903907228e-18,2.42861286636753e-17,-7.806255641895632e-18,1.9081958235744878e-17,1.734723475976807e-18,6.938893903907228e-18,2.2985086056692694e-17,-3.122502256758253e-17,6.938893903907228e-18,-1.5178830414797062e-17,1.0625181290357943e-17,6.938893903907228e-18,-3.469446951953614e-18,2.7755575615628914e-17,1.734723475976807e-18,-1.734723475976807e-17,-3.122502256758253e-17,-6.938893903907228e-18,3.469446951953614e-18,-1.3877787807814457e-17,1.100465205072787e-17,-1.431146867680866e-17,3.469446951953614e-18,-8.673617379884035e-19,-2.3852447794681098e-17,-8.673617379884035e-18,6.938893903907228e-18,-1.0408340855860843e-17,1.0408340855860843e-17,-3.9898639947466563e-17,2.6020852139652106e-17,-1.0408340855860843e-17,1.3877787807814457e-17,-6.938893903907228e-18,1.0408340855860843e-17,1.3877787807814457e-17,0.0,-3.122502256758253e-17,2.42861286636753e-17,-2.42861286636753e-17,-3.469446951953614e-18,1.0191500421363742e-17,-1.214306433183765e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,-9.806970050855549e-17,-1.313763912473102e-16,-7.586524001605237e-17,7.401486830834377e-17,2.0354088784794536e-16,3.14563190310461e-17,-4.9960036108132046e-17,-7.586524001605237e-17,3.14563190310461e-17,-6.661338147750939e-17,-1.6653345369377347e-17,9.992007221626409e-17,4.255854927729767e-17,-1.0177044392397268e-16,-5.551115123125783e-17,1.0362081563168128e-16,-6.661338147750939e-17,-0.2857385159326793,-0.47612887597803477,-1.1165933177052447
