综合评分1,综合评分2
0.37810142792895685,0.0487735536175591
0.23485642443822652,0.12154254043013153
0.33824365404132134,0.1830654133589991
0.2510482600354187,0.36464412391666795
0.24711678819056243,0.46294796593948034
0.2398117808296164,0.4380205138857232
0.34864468843345287,0.3686778657713861
0.2963409362376336,0.4787189031954505
0.24516355779592336,0.3176911639107326
0.17400062902576838,0.3029419998301589
0.1648282224230646,0.369245969636634
0.14431944842501346,0.33062396749712186
0.3612612522672639,0.35921604717294514
0.3565815325343271,0.38816884496735704
0.4041544079792468,0.390817596224199
0.4039519842625483,0.42688047096537063
0.4122475817960759,0.5149886530939702
0.5003280593219191,0.510083528032483
0.4133643779753346,0.49109280583762027
0.5547428505536414,0.4750639535994037
0.6268013119698183,0.4153386001886523
0.48533257033319654,0.44609969338589467
0.26451787604463856,0.5089118758982247
0.17868474488459327,0.5127539450642467
0.5323009054708326,0.48656697379512137
0.44124814235168897,0.5539463313635056
0.4323411850261222,0.5520639295307707
0.43652712441914454,0.5433039364939343
0.4044077493435831,0.5024522672826153
0.3648175251485145,0.557352745633222
0.3814594958858685,0.5550600586221835
0.48189542846268896,0.5424756151071022
0.3167110688591723,0.5341323081397898
0.23413039495493831,0.5404199377376449
0.3207620519767024,0.5069198593100728
0.26035738464708935,0.5133839128160758
0.4277384997482132,0.45873407413462364
0.27424019972797853,0.45857293838226737
0.2896258404450651,0.5074781407239726
0.20633531996339124,0.6117800965342234
0.07675809635797526,0.6061724318222633
0.07933655165215367,0.5642705808326575
0.1753171850734896,0.6985424834873104
0.3617267453249016,0.718342233746447
0.1537315677457869,0.7579828934479219
0.09101259753485098,0.7867865421415818
0.0630247984163758,0.8954353008544844
0.0804589453814144,0.7838591000789905
0.14994696180587846,0.7910844321414388
0.11700449158247447,0.6502618178395596
0.10688099924448254,0.6851206015983805
0.10537900926160113,0.6649757452095025
0.09793537963861718,0.7316475320296514
0.13049813644823766,0.6655587066283895
0.1374874075107279,0.6533728163092527
0.15561086859782775,0.5976488574424828
0.12193598134290345,0.5826885980741489
0.08578608300184988,0.6263093232508395
0.056676989800472616,0.7171652239059711
0.10011912935257034,0.7269668932289669
