ÈÕÆÚ,1ÐÇ,2ÐÇ,3ÐÇ,4ÐÇ,5ÐÇ
2022/3/14,6,3,2,13,63
2022/3/15,15,0,8,5,88
2022/3/16,3,0,0,1,7
2022/3/17,7,0,2,1,19
2022/3/18,3,0,0,1,16
2022/3/19,19,3,1,2,20
2022/3/20,11,0,1,6,28
2022/3/21,8,2,2,2,11
2022/3/22,4,2,4,0,17
2022/3/23,4,0,0,4,22
2022/3/24,9,1,4,11,89
2022/3/25,20,4,13,28,224
2022/3/26,8,7,9,12,137
2022/3/27,21,4,7,22,135
2022/3/28,13,3,5,20,116
2022/3/29,5,0,4,4,35
2022/3/30,6,0,3,2,17
2022/3/31,10,4,10,15,169
2022/4/1,12,0,12,21,211
2022/4/2,16,4,13,21,157
2022/4/3,10,5,3,15,151
2022/4/4,18,1,7,12,78
2022/4/5,10,0,1,2,23
2022/4/6,9,1,2,4,26
2022/4/7,12,5,1,4,16
2022/4/8,16,6,8,14,172
2022/4/9,17,4,14,32,234
2022/4/10,16,2,7,21,156
2022/4/11,20,3,3,22,140
2022/4/12,9,1,0,10,62
2022/4/13,7,0,0,1,12
2022/4/14,14,6,7,7,37
2022/4/15,12,2,2,6,18
2022/4/16,24,3,3,13,28
2022/4/17,20,3,5,5,26
2022/4/18,6,1,2,2,16
2022/4/19,4,0,0,2,21
2022/4/20,2,1,1,5,23
2022/4/21,9,1,2,5,28
2022/4/22,7,2,0,0,16
2022/4/23,16,5,4,1,41
2022/4/24,3,1,0,1,10
2022/4/25,15,1,6,5,35
2022/4/26,7,1,2,2,25
2022/4/27,8,1,6,3,11
2022/4/28,14,4,3,0,19
2022/4/29,12,0,0,5,15
2022/4/30,16,3,7,6,37
2022/5/1,22,4,4,2,40
2022/5/2,19,4,6,5,34
2022/5/3,22,1,2,5,27
2022/5/4,18,0,4,1,25
2022/5/5,9,0,4,2,20
2022/5/6,8,0,2,2,11
2022/5/7,16,2,3,2,39
2022/5/8,7,0,5,2,23
2022/5/9,8,4,4,3,32
2022/5/10,14,2,0,1,17
2022/5/11,8,4,1,1,20
2022/5/12,6,1,3,1,19
2022/5/13,7,0,2,2,8
2022/5/14,24,4,0,6,33
2022/5/15,17,3,5,4,26
2022/5/16,4,0,1,0,9
2022/5/17,4,1,1,0,17
2022/5/18,7,1,4,1,15
2022/5/19,6,1,3,17,116
2022/5/20,8,1,6,26,163
2022/5/21,16,2,13,25,220
2022/5/22,16,2,11,25,172
2022/5/23,7,2,1,9,64
2022/5/24,8,1,1,4,25
2022/5/25,7,0,1,2,4
2022/5/26,6,1,0,3,4
2022/5/27,17,0,4,3,20
2022/5/28,14,1,4,5,30
2022/5/29,13,1,4,0,28
2022/5/30,3,0,0,0,7
2022/5/31,8,0,0,2,14
2022/6/1,12,1,2,1,24
2022/6/2,7,5,1,1,13
2022/6/3,7,2,4,0,16
2022/6/4,30,2,5,4,48
2022/6/5,4,2,2,0,12
2022/6/6,10,0,3,5,24
2022/6/7,2,1,1,0,5
2022/6/8,15,1,1,4,24
2022/6/9,7,1,1,1,10
2022/6/10,1,0,0,1,8
2022/6/11,16,1,3,6,35
2022/6/12,9,1,1,2,17
2022/6/13,9,0,4,2,11
2022/6/14,8,1,2,3,14
2022/6/15,5,0,2,1,7
2022/6/16,0,0,0,0,0
2022/6/17,24838,4387,9002,14363,118510
2022/6/18,3,1,0,1,19
2022/6/19,13,1,0,6,11
2022/6/20,18,4,1,3,29
2022/6/21,8,2,3,1,13
2022/6/22,5,0,3,1,12
2022/6/23,15,3,4,26,140
2022/6/24,0,0,0,0,0
2022/6/25,24924,4405,9037,14445,119013
2022/6/26,23,7,10,25,197
2022/6/27,9,1,5,21,88
2022/6/28,10,2,4,4,22
2022/6/29,12,3,4,0,13
2022/6/30,14,4,2,5,28
2022/7/1,9,3,3,2,9
2022/7/2,24,3,2,9,36
2022/7/3,7,2,4,4,20
2022/7/4,7,1,0,1,9
2022/7/5,28,1,9,6,43
2022/7/6,16,3,7,2,25
2022/7/7,10,0,1,2,18
2022/7/8,19,3,7,5,33
2022/7/9,5,1,3,1,12
2022/7/10,36,3,8,15,38
2022/7/11,10,4,3,1,10
2022/7/12,24,1,5,1,38
2022/7/13,3,0,1,3,5
2022/7/14,22,2,4,5,44
2022/7/15,43,7,9,15,70
2022/7/16,9,2,3,8,27
2022/7/17,15,5,6,6,24
2022/7/18,28,2,9,9,43
2022/7/19,16,1,3,1,19
2022/7/20,19,1,6,9,20
2022/7/21,31,1,5,5,43
2022/7/22,17,5,5,4,33
2022/7/23,15,3,1,2,20
2022/7/24,26,9,4,4,32
2022/7/25,21,1,5,8,29
2022/7/26,18,4,3,3,40
2022/7/27,13,5,4,9,28
2022/7/28,22,2,5,1,15
2022/7/29,36,7,6,14,72
2022/7/30,18,2,6,4,37
2022/7/31,33,2,5,4,33
2022/8/1,20,3,5,3,38
2022/8/2,21,3,3,4,34
2022/8/3,30,5,5,5,43
2022/8/4,31,6,7,5,44
2022/8/5,13,1,5,3,38
2022/8/6,19,3,4,2,25
2022/8/7,35,4,9,3,54
2022/8/8,24,0,6,8,21
2022/8/9,21,1,4,1,10
2022/8/10,27,6,11,6,55
2022/8/11,17,2,1,2,26
2022/8/12,19,3,2,6,34
2022/8/13,25,3,7,2,30
2022/8/14,26,1,4,6,39
2022/8/15,18,1,2,7,23
2022/8/16,22,4,2,0,29
2022/8/17,15,0,3,3,31
2022/8/18,26,4,3,6,35
2022/8/19,13,5,5,8,36
2022/8/20,9,2,3,3,21
2022/8/21,17,8,6,5,32
2022/8/22,24,8,5,3,43
2022/8/23,10,2,4,2,23
2022/8/24,30,3,7,2,54
2022/8/25,34,3,4,8,50
2022/8/26,14,1,6,3,42
2022/8/27,21,3,2,8,36
2022/8/28,23,0,5,2,25
2022/8/29,8,1,2,6,13
2022/8/30,14,2,6,5,18
2022/8/31,11,0,2,0,16
2022/9/1,2,0,0,1,6
2022/9/2,3,1,1,1,25
2022/9/3,15,4,4,6,26
2022/9/4,16,0,1,8,20
2022/9/5,3,1,1,1,7
2022/9/6,9,4,2,2,20
2022/9/7,3,1,2,0,13
2022/9/8,27,2,3,2,20
2022/9/9,7,2,2,2,35
2022/9/10,23,1,3,1,31
2022/9/11,13,3,3,2,25
2022/9/12,19,2,2,1,27
2022/9/13,10,0,3,4,24
2022/9/14,1,0,2,4,1
2022/9/15,9,4,4,1,26
2022/9/16,7,0,0,1,9
2022/9/17,23,2,5,5,42
2022/9/18,12,2,2,5,22
2022/9/19,2,2,0,1,8
2022/9/20,4,1,1,0,5
2022/9/21,5,0,2,1,14
2022/9/22,5,1,1,4,7
2022/9/23,6,2,0,3,10
2022/9/24,14,1,3,6,35
2022/9/25,16,3,3,2,29
2022/9/26,1,0,1,0,1
2022/9/27,6,1,1,0,15
2022/9/28,5,0,3,3,5
2022/9/29,3,0,3,5,17
2022/9/30,9,1,0,4,5
2022/10/1,6,0,1,2,4
2022/10/2,0,0,0,0,0
2022/10/3,0,0,0,0,0
2022/10/4,0,0,0,0,0
2022/10/5,0,0,0,0,0
2022/10/6,0,0,0,0,0
2022/10/7,8,0,2,5,17
2022/10/8,2,0,3,2,13
2022/10/9,5,1,1,2,11
2022/10/10,9,1,2,2,18
2022/10/11,10,0,1,1,17
2022/10/12,1,0,0,0,8
2022/10/13,5,2,1,4,33
2022/10/14,6,2,0,1,19
2022/10/15,11,1,0,2,22
2022/10/16,17,5,1,4,43
2022/10/17,6,0,0,2,8
2022/10/18,3,1,1,2,27
2022/10/19,1,0,0,4,24
2022/10/20,6,0,2,3,16
2022/10/21,2,0,1,1,16
2022/10/22,13,3,0,3,21
2022/10/23,23,3,6,8,33
2022/10/24,7,1,0,1,15
2022/10/25,4,3,0,2,21
2022/10/26,8,0,2,1,12
2022/10/27,13,2,4,3,23
2022/10/28,13,2,1,1,14
2022/10/29,12,2,4,2,24
2022/10/30,14,0,2,2,18
2022/10/31,4,1,2,1,10
2022/11/1,4,0,2,1,15
2022/11/2,9,1,0,2,19
2022/11/3,7,1,2,2,24
2022/11/4,5,0,0,4,13
2022/11/5,21,1,7,4,42
2022/11/6,10,2,1,1,26
2022/11/7,6,1,2,1,18
2022/11/8,1,1,0,1,17
2022/11/9,9,1,0,0,19
2022/11/10,8,0,1,1,13
2022/11/11,5,1,1,0,12
2022/11/12,15,4,1,3,39
2022/11/13,11,4,2,8,28
2022/11/14,1,1,0,4,11
2022/11/15,9,1,1,5,13
2022/11/16,2,4,2,1,8
2022/11/17,3,0,1,1,18
2022/11/18,10,1,5,5,17
2022/11/19,7,3,3,1,12
2022/11/20,9,2,1,3,18
2022/11/21,4,1,2,3,7
2022/11/22,7,0,1,1,22
2022/11/23,5,0,5,4,24
2022/11/24,13,1,0,2,13
2022/11/25,4,0,0,3,9
2022/11/26,18,3,3,1,28
2022/11/27,9,0,1,1,19
2022/11/28,11,2,0,4,38
2022/11/29,2,2,1,2,11
2022/11/30,11,1,1,7,20
2022/12/1,11,0,2,2,23
2022/12/2,6,1,0,0,11
2022/12/3,18,3,3,8,32
2022/12/4,8,0,0,0,16
2022/12/5,6,1,3,2,16
2022/12/6,1,2,0,1,31
2022/12/7,6,0,0,4,15
2022/12/8,11,1,7,1,16
2022/12/9,15,1,3,2,25
2022/12/10,17,2,3,0,12
2022/12/11,8,2,3,1,15
2022/12/12,3,0,0,0,14
2022/12/13,5,1,0,3,-5
2022/12/14,14,1,2,2,10
2022/12/15,3,2,0,1,25
2022/12/16,7,1,3,2,16
2022/12/17,14,2,0,0,16
2022/12/18,17,2,1,5,14
2022/12/19,11,1,3,4,28
2022/12/20,12,7,3,2,20
2022/12/21,14,2,4,4,18
2022/12/22,20,0,4,3,21
2022/12/23,20,2,10,3,24
2022/12/24,9,1,0,0,16
2022/12/25,7,1,11,2,16
2022/12/26,23,2,8,8,19
2022/12/27,3,0,0,1,1
2022/12/28,16,3,5,2,23
2022/12/29,19,3,9,6,37
2022/12/30,24,1,5,6,29
2022/12/31,9,1,4,5,14
2023/1/1,0,0,0,0,0
2023/1/2,27341,4756,9587,15086,123487
2023/1/3,7,0,3,4,9
2023/1/4,6,0,1,3,10
2023/1/5,18,1,1,1,28
2023/1/6,11,1,2,3,20
2023/1/7,13,0,4,2,7
2023/1/8,11,4,3,4,8
2023/1/9,14,1,2,0,14
2023/1/10,13,1,3,4,18
2023/1/11,1,0,1,0,5
2023/1/12,11,3,4,3,17
2023/1/13,28,6,8,4,15
2023/1/14,18,0,3,1,14
2023/1/15,14,1,2,2,6
2023/1/16,9,2,7,6,41
2023/1/17,6,2,1,3,13
2023/1/18,18,7,5,12,31
2023/1/19,3,0,2,3,10
2023/1/20,16,2,4,2,20
2023/1/21,8,1,5,1,16
2023/1/22,19,3,4,1,11
2023/1/23,9,2,3,1,3
2023/1/24,12,0,1,3,15
2023/1/25,18,1,9,1,23
2023/1/26,9,1,4,4,13
2023/1/27,5,0,0,0,7
2023/1/28,18,1,2,5,19
2023/1/29,4,1,3,4,9
2023/1/30,15,5,8,1,15
2023/1/31,7,2,0,2,8
2023/2/1,17,0,3,7,17
2023/2/2,11,1,3,4,18
2023/2/3,1,0,0,0,4
2023/2/4,27,4,8,6,26
2023/2/5,10,0,4,2,14
2023/2/6,6,1,0,0,7
2023/2/7,10,0,1,1,12
2023/2/8,8,0,1,0,4
2023/2/9,1,0,1,1,4
2023/2/10,2,1,3,2,8
2023/2/11,12,0,1,3,8
2023/2/12,5,2,1,1,10
2023/2/13,1,0,0,2,1
2023/2/14,10,0,0,1,7
2023/2/15,4,0,0,0,5
2023/2/16,1,0,0,1,4
2023/2/17,2,1,0,0,3
2023/2/18,11,2,1,1,8
2023/2/19,10,1,3,0,11
2023/2/20,4,1,0,2,3
2023/2/21,2,1,1,0,6
2023/2/22,1,1,0,0,2
2023/2/23,1,0,0,0,3
2023/2/24,4,0,0,1,9
2023/2/25,4,1,3,2,4
2023/2/26,5,2,3,2,15
2023/2/27,1,0,0,0,1
2023/2/28,3,0,1,0,3
2023/3/1,3,0,0,1,10
2023/3/2,0,0,3,1,7
2023/3/3,0,0,0,1,2
2023/3/4,12,2,2,3,4
2023/3/5,12,1,1,1,13
2023/3/6,1,0,1,0,4
2023/3/7,5,0,1,0,5
2023/3/8,1,1,0,0,4
2023/3/9,0,1,0,0,4
2023/3/10,3,0,0,1,1
2023/3/11,10,3,3,2,16
2023/3/12,4,0,1,1,7
2023/3/13,7,0,2,0,2
2023/3/14,0,0,1,2,1
2023/3/15,2,0,0,0,2
2023/3/16,2,1,1,1,7
2023/3/17,3,0,2,0,11
2023/3/18,4,0,1,1,18
2023/3/19,11,1,2,3,14
2023/3/20,3,2,2,1,3
2023/3/21,3,1,0,0,11
2023/3/22,3,0,0,0,1
2023/3/23,2,0,0,0,7
2023/3/24,3,1,0,0,4
2023/3/25,8,0,2,1,7
2023/3/26,6,0,1,1,14
2023/3/27,1,0,0,1,1
2023/3/28,6,0,1,1,1
2023/3/29,2,0,1,1,6
2023/3/30,1,0,0,1,12
2023/3/31,3,0,2,1,13
2023/4/1,6,0,1,0,16
2023/4/2,5,0,0,2,6
2023/4/3,2,0,1,0,10
2023/4/4,2,0,0,0,7
2023/4/5,11,1,1,3,17
2023/4/6,1,0,0,0,2
2023/4/7,2,0,0,0,3
2023/4/8,11,1,1,2,13
2023/4/9,7,2,0,2,12
2023/4/10,2,0,0,0,1
2023/4/11,6,0,1,2,4
2023/4/12,4,0,0,0,7
2023/4/13,0,0,0,1,0
2023/4/14,4,0,-1,3,7
2023/4/15,5,0,1,3,16
2023/4/16,5,1,1,2,9
2023/4/17,4,1,1,0,3
2023/4/18,4,1,1,1,4
2023/4/19,3,1,1,0,2
2023/4/20,29,5,13,16,102
2023/4/21,6,1,1,3,31
2023/4/22,11,1,5,3,37
2023/4/23,6,1,2,3,10
2023/4/24,5,1,3,0,11
2023/4/25,3,0,0,1,0
2023/4/26,5,0,0,2,5
2023/4/27,6,0,0,0,2
2023/4/28,0,0,0,1,2
2023/4/29,9,2,1,1,20
2023/4/30,6,1,3,2,20
2023/5/1,6,0,0,0,5
2023/5/2,11,3,1,1,15
2023/5/3,4,0,4,2,7
2023/5/4,5,0,2,1,3
2023/5/5,3,1,1,1,1
2023/5/6,1,0,2,0,5
2023/5/7,9,0,2,2,10
2023/5/8,3,0,0,0,0
2023/5/9,3,0,0,0,3
2023/5/10,3,1,0,1,9
2023/5/11,2,0,0,1,3
2023/5/12,2,0,1,0,4
2023/5/13,9,1,1,1,14
2023/5/14,7,2,1,2,10
2023/5/15,0,0,0,0,2
2023/5/16,7,1,0,0,4
2023/5/17,2,0,0,1,3
2023/5/18,1,0,0,0,4
2023/5/19,2,0,2,1,1
2023/5/20,8,1,1,3,7
2023/5/21,5,0,0,0,9
2023/5/22,8,0,3,0,4
2023/5/23,4,0,1,0,0
2023/5/24,2,0,1,1,1
2023/5/25,2,0,1,1,3
2023/5/26,7,1,2,0,9
2023/5/27,6,1,0,2,8
2023/5/28,3,0,0,0,10
2023/5/29,3,0,0,1,4
2023/5/30,4,0,1,0,6
2023/5/31,10,0,1,2,8
2023/6/1,4,0,0,1,9
2023/6/2,1,0,1,0,4
2023/6/3,4,-1,3,1,10
2023/6/4,15,1,3,4,21
2023/6/5,3,0,0,0,9
2023/6/6,3,0,0,0,1
2023/6/7,7,0,0,0,3
2023/6/8,1,0,0,0,1
2023/6/9,5,1,0,0,3
2023/6/10,4,2,1,0,14
2023/6/11,1,0,2,2,4
2023/6/12,4,0,1,0,3
2023/6/13,1,0,0,0,3
2023/6/14,2,1,1,0,3
2023/6/15,8,1,0,0,4
2023/6/16,4,0,0,0,7
2023/6/17,6,1,1,1,11
2023/6/18,6,0,3,2,4
2023/6/19,2,1,1,1,6
2023/6/20,2,0,0,1,1
2023/6/21,12,1,0,0,4
2023/6/22,19,0,2,5,12
2023/6/23,7,0,2,0,11
2023/6/24,9,1,2,2,12
2023/6/25,4,-1,2,0,2
2023/6/26,5,1,0,2,5
2023/6/27,2,1,1,0,1
2023/6/28,11,2,1,0,9
2023/6/29,7,2,0,2,6
2023/6/30,3,2,1,1,12
2023/7/1,9,2,3,1,12
2023/7/2,15,0,1,4,10
2023/7/3,0,0,0,0,1
2023/7/4,10,-1,5,3,7
2023/7/5,13,0,1,1,6
2023/7/6,6,1,2,1,6
2023/7/7,14,1,3,1,3
2023/7/8,4,0,0,2,7
2023/7/9,0,0,0,0,0
2023/7/10,28543,4889,9861,15351,125159
2023/7/11,2,0,0,0,6
2023/7/12,13,1,2,3,4
2023/7/13,6,0,-2,2,5
2023/7/14,4,0,2,1,12
2023/7/15,6,1,-3,1,139
2023/7/16,5,0,1,-1,97
2023/7/17,8,-1,2,3,25
2023/7/18,7,0,2,-1,5
2023/7/19,7,3,1,4,25
2023/7/20,5,0,1,0,1
2023/7/21,2,1,-3,-3,9
2023/7/22,10,2,0,0,17
2023/7/23,13,2,3,1,6
2023/7/24,4,2,0,2,4
2023/7/25,9,1,0,3,11
2023/7/26,5,1,3,0,12
2023/7/27,3,2,0,0,9
2023/7/28,8,0,0,0,3
2023/7/29,8,0,3,3,14
2023/7/30,-2,-1,1,2,1
2023/7/31,24,1,3,3,22
2023/8/1,4,0,0,0,5
2023/8/2,18,0,1,7,22
2023/8/3,21,1,7,2,7
2023/8/4,10,1,3,2,15
2023/8/5,9,3,3,1,6
2023/8/6,12,1,0,1,2
2023/8/7,20,4,2,-1,11
2023/8/8,4,1,0,0,11
2023/8/9,10,1,1,-1,9
2023/8/10,3,2,0,1,6
2023/8/11,27,0,1,4,9
2023/8/12,11,6,0,6,19
2023/8/13,13,0,2,3,17
2023/8/14,13,3,1,0,23
2023/8/15,22,4,1,0,16
2023/8/16,10,-2,-1,-3,15
2023/8/17,11,0,2,3,20
2023/8/18,6,0,0,-1,3
2023/8/19,18,2,4,-1,22
2023/8/20,12,3,2,3,10
2023/8/21,2,0,0,0,6
2023/8/22,14,1,2,4,30
2023/8/23,7,2,0,0,11
2023/8/24,8,0,1,0,10
2023/8/25,6,-1,0,0,7
2023/8/26,3,0,0,1,-2
2023/8/27,14,-1,1,2,10
2023/8/28,0,0,-1,3,1
2023/8/29,53,2,2,10,212
2023/8/30,5,3,5,0,10
2023/8/31,3,0,0,-1,5
2023/9/1,-1,0,1,0,11
2023/9/2,16,1,4,-1,11
2023/9/3,12,0,2,1,18
2023/9/4,4,0,-1,0,3
2023/9/5,1,0,2,1,0
2023/9/6,1,0,0,1,3
2023/9/7,3,0,0,1,2
2023/9/8,1,0,0,0,2
2023/9/9,9,0,1,1,6
2023/9/10,10,1,-2,0,19
2023/9/11,5,0,0,1,3
2023/9/12,3,0,0,0,3
2023/9/13,2,0,1,0,2
2023/9/14,0,1,0,0,2
2023/9/15,0,0,-1,0,0
2023/9/16,7,2,0,0,11
2023/9/17,5,0,1,1,5
2023/9/18,0,0,0,0,0
2023/9/19,29138,4945,9924,15425,126241
2023/9/20,8,0,0,1,3
2023/9/21,4,0,1,0,0
2023/9/22,-2,0,0,0,2
2023/9/23,3,0,0,2,13
2023/9/24,3,1,1,-1,-1
2023/9/25,7,-1,3,1,6
2023/9/26,4,0,0,0,1
2023/9/27,2,0,0,0,1
2023/9/28,0,0,0,0,2
2023/9/29,3,0,3,2,4
2023/9/30,9,2,0,-1,-1
2023/10/1,15,2,0,2,10
2023/10/2,5,0,1,-2,12
2023/10/3,12,2,3,0,9
2023/10/4,11,0,0,1,7
2023/10/5,5,0,1,0,6
2023/10/6,3,2,-1,2,8
2023/10/7,2,0,0,0,4
2023/10/8,3,0,0,0,1
2023/10/9,4,2,-1,-1,-1
2023/10/10,1,0,0,0,2
2023/10/11,5,0,2,0,4
2023/10/12,-2,-1,0,0,-2
2023/10/13,1,0,0,0,-1
2023/10/14,6,1,0,-1,11
2023/10/15,6,1,0,2,13
2023/10/16,-1,1,0,-1,0
2023/10/17,2,-1,0,0,6
2023/10/18,2,0,0,0,-1
2023/10/19,7,0,1,2,7
2023/10/20,0,0,0,0,1
2023/10/21,5,4,3,0,10
2023/10/22,7,0,2,3,10
2023/10/23,1,0,0,0,0
2023/10/24,1,-1,1,-1,7
2023/10/25,3,2,0,0,8
2023/10/26,0,0,0,0,0
2023/10/27,0,0,0,0,0
2023/10/28,0,0,0,0,0
2023/10/29,29295,4960,9945,15431,126409
2023/10/30,6,1,-1,2,4
2023/10/31,3,0,0,0,0
2023/11/1,4,1,0,0,3
2023/11/2,-2,0,-1,0,5
2023/11/3,5,1,-1,1,1
2023/11/4,-2,-1,0,1,2
2023/11/5,14,1,3,2,19
2023/11/6,3,0,0,1,4
2023/11/7,6,0,0,1,4
2023/11/8,3,0,0,1,0
2023/11/9,4,-1,1,1,8
2023/11/10,4,1,1,-1,0
2023/11/11,1,1,1,0,2
2023/11/12,13,-2,4,0,-1
2023/11/13,1,1,0,-1,4
2023/11/14,1,1,1,1,2
2023/11/15,4,1,0,1,0
2023/11/16,2,0,1,0,-1
2023/11/17,5,0,0,2,5
2023/11/18,8,0,0,1,12
2023/11/19,-1,2,0,1,4
2023/11/20,6,0,2,1,9
2023/11/21,2,0,0,0,0
2023/11/22,-1,0,0,0,3
2023/11/23,6,0,0,0,5
2023/11/24,9,2,0,-1,1
2023/11/25,5,0,0,1,3
2023/11/26,7,1,2,1,24
2023/11/27,4,0,1,-1,4
2023/11/28,3,0,0,0,4
2023/11/29,1,1,1,0,5
2023/11/30,-1,0,0,-2,3
2023/12/1,3,-2,1,3,16
2023/12/2,2,0,-1,1,7
2023/12/3,5,-2,2,1,11
2023/12/4,4,2,0,0,2
2023/12/5,3,-1,1,0,4
2023/12/6,3,0,0,0,3
2023/12/7,0,0,0,0,0
2023/12/8,29442,4968,9964,15448,126592
2023/12/9,5,0,0,0,7
2023/12/10,0,1,0,1,7
2023/12/11,3,0,2,0,4
2023/12/12,3,0,1,1,7
2023/12/13,1,0,0,0,1
2023/12/14,5,0,0,-1,5
2023/12/15,-2,0,0,0,-5
2023/12/16,13,1,1,2,13
2023/12/17,4,1,-1,1,15
2023/12/18,3,0,1,0,1
2023/12/19,3,0,0,0,1
2023/12/20,0,0,1,1,0
2023/12/21,7,1,1,0,0
2023/12/22,0,2,0,1,8
2023/12/23,4,0,1,1,8
2023/12/24,3,0,1,0,1
2023/12/25,3,1,1,0,2
2023/12/26,2,0,0,0,4
2023/12/27,4,1,3,0,7
2023/12/28,2,1,3,-1,1
2023/12/29,6,1,1,-1,3
2023/12/30,2,0,0,1,7
2023/12/31,6,2,1,5,16
2024/1/1,3,0,0,0,13
2024/1/2,0,0,1,0,3
2024/1/3,12,2,-1,0,5
2024/1/4,3,0,0,1,10
2024/1/5,0,0,0,0,5
2024/1/6,0,1,5,3,13
2024/1/7,9,0,1,3,17
2024/1/8,1,1,1,0,1
2024/1/9,-3,0,-1,1,1
2024/1/10,8,0,0,1,1
2024/1/11,6,0,-1,0,3
2024/1/12,-7,0,0,0,-2
2024/1/13,2,0,0,0,1
2024/1/14,18,2,1,2,14
2024/1/15,1,0,0,0,6
2024/1/16,3,-1,2,3,13
2024/1/17,3,0,0,1,5
2024/1/18,6,0,0,1,9
2024/1/19,7,2,2,2,13
2024/1/20,6,1,-1,0,6
2024/1/21,6,2,2,1,7
2024/1/22,8,0,0,1,12
2024/1/23,11,0,2,4,15
2024/1/24,7,1,2,0,16
2024/1/25,11,1,0,2,4
2024/1/26,11,2,-2,2,16
2024/1/27,9,-1,0,4,28
2024/1/28,10,1,2,3,26
2024/1/29,17,3,-1,0,17
2024/1/30,2,0,1,0,2
2024/1/31,14,-1,4,5,33
2024/2/1,10,2,-1,3,19
2024/2/2,21,1,2,4,15
2024/2/3,5,-1,2,0,12
2024/2/4,18,5,5,5,11
2024/2/5,13,0,-1,2,34
2024/2/6,-1,2,0,0,6
2024/2/7,0,0,0,0,0
2024/2/8,29807,5008,10009,15517,127146
2024/2/9,6,1,-1,3,8
2024/2/10,11,2,3,0,17
2024/2/11,12,3,1,0,13
2024/2/12,8,2,3,0,7
2024/2/13,13,3,4,2,8
2024/2/14,4,0,0,1,22
2024/2/15,2,0,-1,0,0
2024/2/16,12,6,9,-1,26
2024/2/17,6,3,5,4,59
2024/2/18,13,2,1,0,42
2024/2/19,27,4,3,7,73
2024/2/20,19,1,5,2,62
2024/2/21,10,3,-1,5,83
2024/2/22,16,2,10,9,184
2024/2/23,3,0,0,0,10
2024/2/24,25,4,1,8,120
2024/2/25,13,2,1,4,57
2024/2/26,18,2,1,1,51
2024/2/27,-8,0,0,0,-11
2024/2/28,6,0,1,3,26
2024/2/29,4,0,0,0,7
2024/3/1,9,2,5,3,16
2024/3/2,5,0,1,0,17
2024/3/3,10,-1,0,1,30
2024/3/4,8,2,-1,5,24
2024/3/5,8,3,1,1,6
2024/3/6,0,0,1,1,0
2024/3/7,5,2,1,-1,13
2024/3/8,0,1,2,2,5
2024/3/9,9,1,0,3,34
2024/3/10,-1,1,0,3,11
2024/3/11,16,1,2,2,22
2024/3/12,4,0,0,1,3
2024/3/13,8,0,0,1,4
2024/3/14,4,1,2,1,8
2024/3/15,4,-1,-1,2,7
2024/3/16,13,1,2,0,27
2024/3/17,4,6,1,1,27
2024/3/18,0,-2,0,1,10
2024/3/19,8,1,0,2,14
2024/3/20,7,0,0,1,11
2024/3/21,-1,0,-1,0,-4
2024/3/22,3,0,0,1,5
2024/3/23,17,4,5,1,27
2024/3/24,20,-1,0,2,34
2024/3/25,0,1,4,-1,11
2024/3/26,2,0,1,1,12
2024/3/27,5,0,1,1,6
2024/3/28,7,1,1,1,30
2024/3/29,13,-1,2,0,14
2024/3/30,12,1,1,2,41
2024/3/31,13,3,8,3,31
2024/4/1,3,0,1,0,7
2024/4/2,12,0,0,0,14
2024/4/3,6,1,0,2,13
2024/4/4,11,1,2,3,27
2024/4/5,8,3,4,2,20
2024/4/6,14,1,3,2,13
2024/4/7,15,0,4,2,22
2024/4/8,11,1,2,2,7
2024/4/9,7,0,3,1,11
2024/4/10,11,0,3,0,13
2024/4/11,1,0,1,0,2
2024/4/12,0,0,0,0,0
2024/4/13,30369,5085,10123,15621,128700
2024/4/14,9,0,0,2,14
2024/4/15,20,1,2,1,19
2024/4/16,18,3,1,2,10
2024/4/17,4,0,0,0,4
2024/4/18,0,0,0,0,0
2024/4/19,30430,5092,10128,15632,128768
2024/4/20,19,4,2,3,21
2024/4/21,18,3,3,7,42
2024/4/22,11,1,2,3,2
2024/4/23,5,1,0,0,9
2024/4/24,13,1,0,2,13
2024/4/25,0,1,1,2,4
2024/4/26,7,3,5,3,16
2024/4/27,9,2,3,5,9
2024/4/28,9,1,1,1,15
2024/4/29,10,0,1,3,12
2024/4/30,3,0,-1,1,5
2024/5/1,16,3,2,1,11
2024/5/2,12,-1,1,3,14
2024/5/3,27,7,4,3,38
2024/5/4,5,1,3,4,20
2024/5/5,8,1,1,3,22
2024/5/6,20,1,2,4,21
2024/5/7,4,1,2,1,7
2024/5/8,15,2,0,3,10
2024/5/9,7,0,0,1,8
2024/5/10,5,0,1,0,8
2024/5/11,9,1,4,0,9
2024/5/12,10,2,2,-2,17
2024/5/13,5,0,0,1,4
2024/5/14,6,1,3,2,16
2024/5/15,3,0,1,1,0
2024/5/16,10,0,0,0,12
2024/5/17,-1,0,1,0,2
2024/5/18,10,1,4,5,12
2024/5/19,19,0,8,9,27
2024/5/20,4,2,1,2,6
2024/5/21,-1,1,0,1,13
2024/5/22,3,0,0,1,8
2024/5/23,11,0,4,1,6
2024/5/24,2,0,1,1,9
2024/5/25,5,0,3,0,9
2024/5/26,17,0,5,3,20
2024/5/27,15,1,2,-1,11
2024/5/28,9,-1,3,0,3
2024/5/29,7,1,-1,1,4
2024/5/30,3,-1,3,1,2
2024/5/31,5,0,1,0,7
