"日期","下载量预估~iPad"
"2024-12-31","3725"
"2024-12-30","3642"
"2024-12-29","3927"
"2024-12-28","4173"
"2024-12-27","4158"
"2024-12-26","4139"
"2024-12-25","4367"
"2024-12-24","4277"
"2024-12-23","4154"
"2024-12-22","4148"
"2024-12-21","4214"
"2024-12-20","4231"
"2024-12-19","4583"
"2024-12-18","4232"
"2024-12-17","4294"
"2024-12-16","4107"
"2024-12-15","3993"
"2024-12-14","4179"
"2024-12-13","3984"
"2024-12-12","4456"
"2024-12-11","4562"
"2024-12-10","4258"
"2024-12-09","3794"
"2024-12-08","4003"
"2024-12-07","4089"
"2024-12-06","4492"
"2024-12-05","4302"
"2024-12-04","4485"
"2024-12-03","4149"
"2024-12-02","3905"
"2024-12-01","4010"
"2024-11-30","5089"
"2024-11-29","5492"
"2024-11-28","5589"
"2024-11-27","5422"
"2024-11-26","4630"
"2024-11-25","4614"
"2024-11-24","4158"
"2024-11-23","0"
"2024-11-22","0"
"2024-11-21","0"
"2024-11-20","0"
"2024-11-19","0"
"2024-11-18","0"
"2024-11-17","0"
"2024-11-16","0"
"2024-11-15","0"
"2024-11-14","0"
"2024-11-13","0"
"2024-11-12","0"
"2024-11-11","4466"
"2024-11-10","4287"
"2024-11-09","4645"
"2024-11-08","5508"
"2024-11-07","5822"
"2024-11-06","5168"
"2024-11-05","5879"
"2024-11-04","4832"
"2024-11-03","4419"
"2024-11-02","5042"
"2024-11-01","4391"
"2024-10-31","4650"
"2024-10-30","4923"
"2024-10-29","4170"
"2024-10-28","4371"
"2024-10-27","4337"
"2024-10-26","4618"
"2024-10-25","4491"
"2024-10-24","4838"
"2024-10-23","4041"
"2024-10-22","4273"
"2024-10-21","4204"
"2024-10-20","4037"
"2024-10-19","3691"
"2024-10-18","4234"
"2024-10-17","4003"
"2024-10-16","3960"
"2024-10-15","3778"
"2024-10-14","4020"
"2024-10-13","4521"
"2024-10-12","4069"
"2024-10-11","3892"
"2024-10-10","3669"
"2024-10-09","4018"
"2024-10-08","3576"
"2024-10-07","3773"
"2024-10-06","3716"
"2024-10-05","3617"
"2024-10-04","3751"
"2024-10-03","3663"
"2024-10-02","3607"
"2024-10-01","3885"
"2024-09-30","3518"
"2024-09-29","3362"
"2024-09-28","3962"
"2024-09-27","3786"
"2024-09-26","4081"
"2024-09-25","3995"
"2024-09-24","4195"
"2024-09-23","3843"
"2024-09-22","4132"
"2024-09-21","4268"
"2024-09-20","4134"
"2024-09-19","3455"
"2024-09-18","3979"
"2024-09-17","3862"
"2024-09-16","3826"
"2024-09-15","3771"
"2024-09-14","3875"
"2024-09-13","3819"
"2024-09-12","3910"
"2024-09-11","3924"
"2024-09-10","4635"
"2024-09-09","3644"
"2024-09-08","3872"
"2024-09-07","4006"
"2024-09-06","4028"
"2024-09-05","4359"
"2024-09-04","3786"
"2024-09-03","4004"
"2024-09-02","3741"
"2024-09-01","3680"
"2024-08-31","3753"
"2024-08-30","3548"
"2024-08-29","3582"
"2024-08-28","3690"
"2024-08-27","3517"
"2024-08-26","3708"
"2024-08-25","3728"
"2024-08-24","3387"
"2024-08-23","3537"
"2024-08-22","3717"
"2024-08-21","3866"
"2024-08-20","3910"
"2024-08-19","3838"
"2024-08-18","3876"
"2024-08-17","3831"
"2024-08-16","3828"
"2024-08-15","3884"
"2024-08-14","3424"
"2024-08-13","3847"
"2024-08-12","4040"
"2024-08-11","3748"
"2024-08-10","3641"
"2024-08-09","3860"
"2024-08-08","3761"
"2024-08-07","3796"
