日期,一星,二星,三星,四星,五星,平均评分
2021/8/13,31,5,15,63,858,4.761316872
2021/8/14,42,16,22,87,913,4.678703704
2021/8/15,30,7,35,70,889,4.727449079
2021/8/16,22,14,20,74,875,4.75721393
2021/8/17,21,15,23,52,877,4.770242915
2021/8/18,38,23,30,58,882,4.671193016
2021/8/19,33,14,32,80,842,4.682317682
2021/8/20,41,26,30,57,850,4.642430279
2021/8/21,35,23,34,65,892,4.673975214
2021/8/22,30,9,30,41,873,4.747711089
2021/8/23,40,13,22,61,966,4.724137931
2021/8/24,52,9,22,79,829,4.638748739
2021/8/25,31,26,17,81,837,4.680443548
2021/8/26,38,16,34,56,964,4.707581227
2021/8/27,51,10,29,74,974,4.678383128
2021/8/28,45,10,5,64,879,4.716849452
2021/8/29,32,18,19,60,760,4.68503937
2021/8/30,-2,1,10,23,436,4.918803419
2021/8/31,32,1,13,46,684,4.738402062
2021/9/1,22,9,9,51,536,4.706539075
2021/9/2,36,12,20,15,256,4.306784661
2021/9/3,26,16,3,34,248,4.412844037
2021/9/4,46,10,6,36,286,4.317708333
2021/9/5,123,15,33,79,897,4.405405405
2021/9/6,81,20,33,62,762,4.465553236
2021/9/7,16,8,5,28,244,4.581395349
2021/9/8,29,-1,7,10,197,4.433884298
2021/9/9,23,7,10,22,244,4.493464052
2021/9/10,36,6,2,8,170,4.216216216
2021/9/11,32,13,20,40,335,4.438636364
2021/9/12,60,22,23,53,918,4.623605948
2021/9/13,44,10,25,63,780,4.654013015
2021/9/14,22,9,6,17,271,4.556923077
2021/9/15,23,2,9,24,269,4.571865443
2021/9/16,17,7,8,19,232,4.561837456
2021/9/17,25,6,10,13,200,4.405511811
2021/9/18,24,1,1,24,199,4.497991968
2021/9/19,39,3,21,29,362,4.480176211
2021/9/20,43,25,37,58,983,4.669284468
2021/9/21,54,6,26,81,994,4.683893196
2021/9/22,40,11,23,56,802,4.683476395
2021/9/23,15,3,8,16,175,4.534562212
2021/9/24,12,9,1,14,173,4.564593301
2021/9/25,12,12,22,20,313,4.609498681
2021/9/26,28,13,11,44,646,4.70754717
2021/9/27,5,4,8,18,219,4.74015748
2021/9/28,13,4,8,18,170,4.539906103
2021/9/29,4,-1,5,13,194,4.83255814
2021/9/30,8,5,12,11,216,4.674603175
2021/10/1,13,11,7,28,399,4.722707424
2021/10/2,30,12,44,66,937,4.71533517
2021/10/3,43,12,28,76,1036,4.715481172
2021/10/4,49,7,28,55,918,4.689687796
2021/10/5,39,10,25,65,811,4.683157895
2021/10/6,37,11,32,46,695,4.645554202
2021/10/7,24,11,29,51,642,4.685601057
2021/10/8,16,15,10,40,499,4.70862069
2021/10/9,18,2,13,14,151,4.404040404
2021/10/10,2,4,3,25,233,4.808988764
2021/10/11,19,8,17,32,473,4.697632058
2021/10/12,10,-1,4,21,121,4.574193548
2021/10/13,2,6,9,20,122,4.597484277
2021/10/14,-20,-14,-18,-36,-501,4.670628183
2021/10/15,37,30,67,117,347,4.182274247
2021/10/16,40,28,35,81,514,4.434097421
2021/10/17,40,10,54,67,916,4.664213431
2021/10/18,20,20,13,52,620,4.699310345
2021/10/19,2,6,7,13,146,4.695402299
2021/10/20,17,-6,8,15,129,4.503067485
2021/10/21,10,4,1,5,141,4.633540373
2021/10/22,14,8,2,17,116,4.356687898
2021/10/23,22,5,14,12,289,4.581871345
2021/10/24,35,9,28,53,743,4.68202765
2021/10/25,25,10,19,45,647,4.714477212
2021/10/26,2,3,0,6,135,4.842465753
2021/10/27,16,4,1,15,125,4.422360248
2021/10/28,10,1,5,15,139,4.6
2021/10/29,11,5,7,30,180,4.557939914
2021/10/30,27,11,4,33,316,4.534526854
2021/10/31,15,13,30,50,892,4.791
2021/11/1,29,14,16,44,690,4.704918033
2021/11/2,12,4,5,18,188,4.612334802
2021/11/3,15,3,7,16,165,4.519417476
2021/11/4,13,3,1,22,194,4.635193133
2021/11/5,8,4,7,22,217,4.689922481
2021/11/6,8,1,8,24,347,4.806701031
2021/11/7,22,5,24,47,750,4.766509434
2021/11/8,30,10,25,55,584,4.637784091
2021/11/9,4,3,6,20,207,4.7625
2021/11/10,8,4,8,10,217,4.71659919
2021/11/11,6,6,5,14,138,4.609467456
2021/11/12,4,1,5,22,177,4.755980861
2021/11/13,14,6,12,17,335,4.700520833
2021/11/14,20,9,18,44,692,4.761174968
2021/11/15,19,8,12,52,558,4.728813559
2021/11/16,7,1,12,15,217,4.722222222
2021/11/17,5,5,6,13,197,4.734513274
2021/11/18,13,3,-1,14,151,4.594444444
2021/11/19,13,3,1,5,192,4.682242991
2021/11/20,16,2,9,13,283,4.687306502
2021/11/21,22,15,24,54,735,4.723529412
2021/11/22,26,6,10,47,668,4.750330251
2021/11/23,9,6,5,17,157,4.582474227
2021/11/24,7,2,1,11,98,4.605042017
2021/11/25,10,3,1,2,85,4.475247525
2021/11/26,13,0,1,4,70,4.340909091
2021/11/27,12,2,1,20,166,4.621890547
2021/11/28,19,10,14,44,346,4.58891455
2021/11/29,26,5,11,35,340,4.57793765
2021/11/30,6,1,0,13,100,4.666666667
2021/12/1,6,0,4,4,87,4.643564356
2021/12/2,7,2,5,5,77,4.489583333
2021/12/3,4,-4,7,5,110,4.81147541
2021/12/4,15,-3,3,10,149,4.614942529
2021/12/5,16,6,21,15,359,4.666666667
2021/12/6,16,7,9,17,279,4.634146341
2021/12/7,8,3,1,8,58,4.346153846
2021/12/8,10,3,4,7,103,4.496062992
2021/12/9,0,3,5,5,97,4.781818182
2021/12/10,13,3,1,10,75,4.284313725
2021/12/11,16,3,2,10,162,4.549222798
2021/12/12,45,6,23,28,353,4.402197802
2021/12/13,23,6,12,21,305,4.577656676
2021/12/14,13,2,2,7,82,4.349056604
2021/12/15,9,5,0,4,74,4.402173913
2021/12/16,4,2,5,3,75,4.606741573
2021/12/17,32,2,0,11,103,4.02027027
2021/12/18,15,0,13,5,143,4.482954545
2021/12/19,38,12,9,30,340,4.44988345
2021/12/20,28,13,22,25,277,4.397260274
2021/12/21,16,2,6,6,109,4.366906475
2021/12/22,15,3,4,7,98,4.338582677
2021/12/23,29,0,6,3,93,4
2021/12/24,32,-3,5,7,106,4.074829932
2021/12/25,23,9,9,14,141,4.229591837
2021/12/26,47,13,9,32,332,4.360277136
2021/12/27,24,7,10,27,300,4.554347826
2021/12/28,13,5,5,6,105,4.380597015
2021/12/29,16,2,7,15,97,4.277372263
2021/12/30,18,6,3,11,114,4.296052632
2021/12/31,23,1,1,12,92,4.15503876
2022/1/1,24,7,13,23,305,4.553763441
2022/1/2,43,14,14,30,415,4.472868217
2022/1/3,56,0,28,38,418,4.411111111
2022/1/4,2,1,0,1,15,4.368421053
2022/1/5,0,0,0,0,0,#DIV/0!
2022/1/6,0,0,0,0,0,#DIV/0!
2022/1/7,0,0,0,0,0,#DIV/0!
2022/1/8,113,22,31,74,717,4.31661442
2022/1/9,0,0,0,0,0,#DIV/0!
2022/1/10,0,0,0,0,0,#DIV/0!
2022/1/11,-14,0,0,14,521,5.080614203
2022/1/12,14,2,8,13,169,4.558252427
2022/1/13,23,7,4,13,200,4.457489879
2022/1/14,24,2,3,26,234,4.53633218
2022/1/15,30,0,8,29,268,4.507462687
2022/1/16,36,9,18,29,385,4.50524109
2022/1/17,21,1,6,40,337,4.656790123
2022/1/18,37,1,10,13,245,4.39869281
2022/1/19,33,4,9,26,384,4.587719298
2022/1/20,16,5,20,22,373,4.676605505
2022/1/21,27,1,20,19,442,4.666011788
2022/1/22,22,6,3,58,726,4.791411043
2022/1/23,35,9,49,174,3127,4.870654095
2022/1/24,29,4,19,100,1747,4.859926277
2022/1/25,33,7,25,83,1478,4.824108241
2022/1/26,28,10,33,85,1279,4.795818815
2022/1/27,30,17,29,95,1260,4.773584906
2022/1/28,30,13,26,70,1217,4.792772861
2022/1/29,30,17,20,76,1178,4.782740348
2022/1/30,37,10,21,90,1255,4.780608634
2022/1/31,40,7,22,76,1218,4.77916361
2022/2/1,29,14,21,89,1448,4.81948782
2022/2/2,25,11,20,108,1399,4.82021753
2022/2/3,38,19,33,105,1449,4.768856448
2022/2/4,24,3,19,103,1314,4.831852358
2022/2/5,45,2,23,71,1176,4.769931663
2022/2/6,23,5,22,83,1116,4.81265012
2022/2/7,26,2,22,63,1010,4.806767587
2022/2/8,-10,-11,-7,39,224,5.204255319
2022/2/9,-82,-29,-69,-85,-2057,4.725236865
2022/2/10,34,15,21,81,931,4.719038817
2022/2/11,24,7,20,49,865,4.786528497
2022/2/12,26,9,14,48,839,4.778846154
2022/2/13,25,5,7,62,877,4.804303279
2022/2/14,17,2,17,43,756,4.819161677
2022/2/15,24,5,14,47,724,4.771498771
2022/2/16,12,6,16,40,630,4.803977273
2022/2/17,19,9,6,44,500,4.724913495
2022/2/18,12,3,18,35,438,4.747035573
2022/2/19,19,8,14,48,658,4.764390897
2022/2/20,39,8,14,52,973,4.760589319
2022/2/21,22,7,21,50,815,4.780327869
2022/2/22,24,5,10,31,380,4.64
2022/2/23,10,3,9,36,411,4.780383795
2022/2/24,17,0,13,35,372,4.704805492
2022/2/25,16,7,3,22,363,4.725060827
2022/2/26,14,1,7,55,447,4.755725191
2022/2/27,18,6,34,55,951,4.79981203
2022/2/28,21,3,19,43,707,4.780580076
2022/3/1,7,5,10,25,270,4.722397476
2022/3/2,9,2,3,14,240,4.768656716
2022/3/3,9,3,3,25,252,4.739726027
2022/3/4,14,3,4,14,271,4.715686275
2022/3/5,7,-3,1,30,435,4.891489362
2022/3/6,31,7,18,63,991,4.78018018
2022/3/7,25,4,14,50,759,4.776995305
2022/3/8,2,1,8,17,277,4.855737705
2022/3/9,18,3,4,20,275,4.659375
2022/3/10,3,2,4,19,235,4.828897338
2022/3/11,7,2,16,21,299,4.747826087
2022/3/12,10,4,5,33,386,4.783105023
2022/3/13,15,14,24,57,850,4.784375
2022/3/14,19,4,35,63,681,4.724438903
2022/3/15,15,5,5,34,318,4.684350133
2022/3/16,19,6,6,29,357,4.676258993
2022/3/17,13,6,6,10,315,4.737142857
2022/3/18,9,9,16,27,430,4.751527495
2022/3/19,17,2,8,43,533,4.779436153
2022/3/20,41,15,19,68,942,4.709677419
2022/3/21,19,12,19,56,799,4.772375691
2022/3/22,16,3,8,29,526,4.797250859
2022/3/23,14,3,7,19,378,4.767220903
2022/3/24,7,8,15,27,414,4.768577495
2022/3/25,19,5,19,36,481,4.705357143
2022/3/26,2,6,8,43,665,4.882596685
2022/3/27,30,11,33,74,1253,4.790863669
2022/3/28,-23,-5,-1,33,580,5.130136986
2022/3/29,-5,-5,-7,-9,58,6.8125
2022/3/30,13,10,13,27,496,4.758497317
2022/3/31,28,4,15,28,469,4.665441176
2022/4/1,16,3,13,30,544,4.787128713
2022/4/2,7,2,10,24,302,4.773913043
2022/4/3,0,0,0,0,0,#DIV/0!
2022/4/4,0,0,0,0,0,#DIV/0!
2022/4/5,97,30,56,199,3107,4.773860705
2022/4/6,0,0,0,0,0,#DIV/0!
2022/4/7,0,0,0,0,0,#DIV/0!
2022/4/8,53,18,50,162,2099,4.778337531
2022/4/9,0,0,0,0,0,#DIV/0!
2022/4/10,0,0,0,0,0,#DIV/0!
2022/4/11,134,22,66,227,3326,4.745430464
2022/4/12,0,0,0,0,0,#DIV/0!
2022/4/13,15,10,28,56,1073,4.829103215
2022/4/14,8,4,7,23,286,4.75304878
2022/4/15,53,14,30,63,925,4.652534562
2022/4/16,9,5,5,22,209,4.668
2022/4/17,60,19,49,135,2238,4.788084766
2022/4/18,31,7,19,83,1124,4.789556962
2022/4/19,19,8,10,42,617,4.767241379
2022/4/20,19,8,6,28,536,4.765494137
2022/4/21,19,11,20,54,525,4.677265501
2022/4/22,0,0,0,0,0,#DIV/0!
2022/4/23,26,6,9,54,813,4.786343612
2022/4/24,34,1,27,98,1397,4.813102119
2022/4/25,23,7,17,52,530,4.683624801
2022/4/26,9,5,11,23,435,4.801242236
2022/4/27,18,2,12,36,444,4.73046875
2022/4/28,14,-4,3,17,329,4.813370474
2022/4/29,38,2,19,37,475,4.591943958
2022/4/30,21,8,11,44,561,4.730232558
2022/5/1,32,11,20,84,1074,4.766584767
2022/5/2,29,4,23,55,1149,4.818253968
2022/5/3,63,22,44,166,2340,4.782922201
2022/5/4,13,15,18,62,957,4.816901408
2022/5/5,27,9,21,76,955,4.767463235
2022/5/6,0,0,0,0,0,#DIV/0!
2022/5/7,49,12,17,74,1032,4.712837838
2022/5/8,0,0,0,0,0,#DIV/0!
2022/5/9,40,14,54,104,1744,4.788343558
2022/5/10,0,0,0,0,0,#DIV/0!
2022/5/11,6,7,5,18,424,4.841304348
2022/5/12,19,7,6,25,528,4.770940171
2022/5/13,22,5,16,31,484,4.702508961
2022/5/14,11,2,6,34,644,4.862266858
2022/5/15,41,15,44,137,1817,4.788704966
2022/5/16,0,0,0,0,0,#DIV/0!
2022/5/17,37,8,13,86,1096,4.770967742
2022/5/18,14,11,7,31,513,4.767361111
2022/5/19,3,0,2,10,171,4.860215054
2022/5/20,28,18,17,53,556,4.623511905
2022/5/21,4,6,7,12,173,4.702970297
2022/5/22,31,4,15,62,1079,4.808564232
2022/5/23,39,16,15,105,1313,4.772177419
2022/5/24,21,4,11,28,442,4.711462451
2022/5/25,10,6,14,29,319,4.695767196
2022/5/26,0,0,0,0,0,#DIV/0!
2022/5/27,0,0,0,0,0,#DIV/0!
2022/5/28,29,11,22,52,779,4.725643897
2022/5/29,21,6,30,61,1122,4.82016129
2022/5/30,28,6,19,65,1036,4.798093588
2022/5/31,0,0,0,0,0,#DIV/0!
2022/6/1,40,4,12,35,810,4.743618202
2022/6/2,0,0,0,0,0,#DIV/0!
2022/6/3,50,11,20,92,1198,4.73377097
2022/6/4,0,0,0,0,0,#DIV/0!
2022/6/5,34,14,40,101,1533,4.791521487
2022/6/6,33,7,15,66,1014,4.78061674
2022/6/7,23,8,14,44,674,4.753604194
2022/6/8,0,0,0,0,0,#DIV/0!
2022/6/9,36,3,19,57,771,4.720090293
2022/6/10,19,-2,18,25,426,4.730452675
2022/6/11,27,8,7,58,696,4.743718593
2022/6/12,7,8,18,49,670,4.817819149
2022/6/13,0,0,0,0,0,#DIV/0!
2022/6/14,39,6,26,79,1245,4.781362007
2022/6/15,-10,-10,-1,23,256,5.189922481
2022/6/16,0,0,0,0,0,#DIV/0!
2022/6/17,37,2,14,49,634,4.686141304
2022/6/18,18,8,12,34,597,4.76980568
2022/6/19,0,0,0,0,0,#DIV/0!
2022/6/20,16,16,22,51,953,4.804347826
2022/6/21,28,6,21,88,1337,4.824324324
2022/6/22,14,-4,11,25,440,4.812757202
2022/6/23,5,3,2,19,259,4.819444444
2022/6/24,0,0,0,0,0,#DIV/0!
2022/6/25,38,14,30,73,953,4.704873646
2022/6/26,47,12,8,93,1128,4.741459627
2022/6/27,44,19,24,90,1433,4.769565217
2022/6/28,0,0,0,0,0,#DIV/0!
2022/6/29,30,15,20,56,875,4.737951807
2022/6/30,11,6,11,47,596,4.804769001
2022/7/1,20,3,19,92,1281,4.845229682
2022/7/2,24,6,19,68,1028,4.807860262
2022/7/3,42,16,37,108,1777,4.798989899
2022/7/4,22,9,12,61,692,4.748743719
2022/7/5,0,0,0,0,0,#DIV/0!
2022/7/6,53,13,32,127,2118,4.811352966
2022/7/7,48,0,29,81,1037,4.723012552
2022/7/8,23,5,25,65,1005,4.802315227
2022/7/9,27,14,7,57,1067,4.811433447
2022/7/10,44,7,26,77,1226,4.763768116
2022/7/11,39,15,28,67,1219,4.763157895
2022/7/12,31,5,20,69,978,4.775158658
2022/7/13,0,0,0,0,0,#DIV/0!
2022/7/14,46,19,42,133,1768,4.771912351
2022/7/15,51,9,35,69,1054,4.696223317
2022/7/16,38,3,29,72,1023,4.750214592
2022/7/17,1,1,1,2,70,4.853333333
2022/7/18,74,27,44,133,1953,4.731958763
2022/7/19,15,0,4,26,248,4.679180887
2022/7/20,58,2,35,120,1482,4.747790218
2022/7/21,19,5,7,34,593,4.788753799
2022/7/22,36,12,24,57,867,4.713855422
2022/7/23,0,0,0,0,0,#DIV/0!
2022/7/24,65,24,45,143,1782,4.725594949
2022/7/25,44,4,21,78,939,4.716390424
2022/7/26,22,2,16,48,608,4.75
2022/7/27,43,20,41,99,1491,4.756198347
2022/7/28,21,7,6,42,468,4.707720588
2022/7/29,0,0,0,0,0,#DIV/0!
2022/7/30,97,9,58,177,2043,4.703020134
2022/7/31,13,11,16,31,555,4.763578275
2022/8/1,34,8,24,68,940,4.74301676
2022/8/2,36,7,20,74,814,4.706624606
2022/8/3,27,9,12,69,812,4.754574812
2022/8/4,58,11,25,82,1130,4.696018377
2022/8/5,16,5,8,12,157,4.45959596
2022/8/6,39,10,18,63,494,4.543269231
2022/8/7,72,12,46,80,1028,4.599353796
2022/8/8,0,0,0,0,0,#DIV/0!
2022/8/9,71,20,30,99,1510,4.709248555
2022/8/10,75,18,52,111,1445,4.665490888
2022/8/11,32,11,19,51,620,4.65893588
2022/8/12,55,15,20,68,772,4.598924731
2022/8/13,0,0,0,0,0,#DIV/0!
2022/8/14,60,27,32,77,1042,4.626817447
2022/8/15,65,14,35,113,1448,4.710447761
2022/8/16,37,8,28,50,738,4.677119628
2022/8/17,37,13,34,47,709,4.64047619
2022/8/18,29,19,33,69,742,4.65470852
2022/8/19,38,7,24,59,776,4.690265487
2022/8/20,51,14,17,58,798,4.639658849
2022/8/21,10,3,3,49,798,4.879490151
2022/8/22,39,22,16,53,758,4.654279279
2022/8/23,34,13,21,56,749,4.687285223
2022/8/24,21,3,26,44,662,4.75
2022/8/25,34,4,24,56,667,4.678980892
2022/8/26,1,1,4,3,66,4.76
2022/8/27,38,8,29,64,718,4.652275379
2022/8/28,49,19,21,59,860,4.648809524
2022/8/29,74,20,41,105,1222,4.628590971
2022/8/30,-5,-3,-5,0,26,8
2022/8/31,0,0,0,0,0,#DIV/0!
2022/9/1,70,23,37,83,1386,4.68355222
2022/9/2,0,0,0,0,0,#DIV/0!
2022/9/3,0,0,0,0,0,#DIV/0!
2022/9/4,75,30,49,125,1591,4.672192513
2022/9/5,28,9,15,72,655,4.690629012
2022/9/6,1,0,0,2,28,4.806451613
2022/9/7,14,5,5,29,300,4.688385269
2022/9/8,0,0,0,0,0,#DIV/0!
2022/9/9,28,4,10,29,620,4.749638205
2022/9/10,18,6,20,42,503,4.707979626
2022/9/11,0,0,0,0,0,#DIV/0!
2022/9/12,41,17,56,135,1957,4.79057117
2022/9/13,6,0,5,0,131,4.76056338
2022/9/14,8,9,11,45,596,4.811659193
2022/9/15,-3,5,2,12,163,4.893854749
2022/9/16,4,1,-3,5,79,4.790697674
2022/9/17,7,3,-1,10,-4,2
2022/9/18,0,0,0,0,0,#DIV/0!
2022/9/19,44,14,42,76,1370,4.75549806
2022/9/20,7,1,3,8,227,4.817073171
2022/9/21,0,0,0,0,0,#DIV/0!
2022/9/22,-1,-3,4,12,163,4.96
2022/9/23,13,4,9,12,266,4.690789474
2022/9/24,0,4,4,19,219,4.841463415
2022/9/25,17,1,18,43,620,4.785407725
2022/9/26,15,5,3,16,354,4.753180662
2022/9/27,22,9,6,45,475,4.691202873
2022/9/28,7,0,3,27,231,4.77238806
2022/9/29,7,-2,2,14,94,4.652173913
2022/9/30,13,9,5,14,179,4.531818182
2022/10/1,29,9,13,33,426,4.603921569
2022/10/2,38,3,12,62,874,4.750252781
2022/10/3,3,0,1,6,180,4.894736842
2022/10/4,41,25,20,105,1655,4.791982665
2022/10/5,24,4,21,54,715,4.750611247
2022/10/6,2,-1,3,6,108,4.855932203
2022/10/7,51,7,26,81,1320,4.758922559
2022/10/8,16,-3,11,36,449,4.777996071
2022/10/9,0,0,0,0,0,#DIV/0!
2022/10/10,19,1,8,47,408,4.706004141
2022/10/11,2,1,4,5,46,4.586206897
2022/10/12,12,-2,9,18,196,4.665236052
2022/10/13,15,-3,8,27,444,4.808553971
2022/10/14,7,3,14,22,352,4.781407035
2022/10/15,6,1,5,13,299,4.845679012
2022/10/16,21,5,17,52,810,4.79558011
2022/10/17,1,1,5,5,97,4.798165138
2022/10/18,32,10,18,58,838,4.736401674
2022/10/19,5,4,8,10,263,4.8
2022/10/20,0,0,0,0,0,#DIV/0!
2022/10/21,34,1,15,30,490,4.650877193
2022/10/22,0,0,0,0,0,#DIV/0!
2022/10/23,0,0,0,0,0,#DIV/0!
2022/10/24,42,15,35,76,1232,4.743571429
2022/10/25,0,0,0,0,0,#DIV/0!
2022/10/26,30,13,12,62,895,4.757905138
2022/10/27,0,0,0,0,0,#DIV/0!
2022/10/28,14,12,16,31,353,4.636150235
2022/10/29,0,0,0,0,0,#DIV/0!
2022/10/30,30,12,14,70,881,4.747765641
2022/10/31,0,0,0,0,0,#DIV/0!
2022/11/1,66,18,30,89,1307,4.690728477
2022/11/2,0,0,0,0,0,#DIV/0!
2022/11/3,22,7,8,32,496,4.722123894
2022/11/4,21,8,7,34,338,4.617647059
2022/11/5,26,4,27,37,459,4.625678119
2022/11/6,12,7,16,35,789,4.841676368
2022/11/7,0,0,0,0,0,#DIV/0!
2022/11/8,17,3,29,43,584,4.736686391
2022/11/9,6,7,10,21,339,4.775456919
2022/11/10,12,2,2,18,138,4.558139535
2022/11/11,8,9,6,23,281,4.712538226
2022/11/12,13,-2,8,14,376,4.814180929
2022/11/13,47,12,19,72,1028,4.716468591
2022/11/14,0,0,0,0,0,#DIV/0!
2022/11/15,31,7,32,45,747,4.705336427
2022/11/16,25,3,11,25,399,4.663066955
2022/11/17,0,0,0,0,0,#DIV/0!
2022/11/18,38,-2,20,47,597,4.667142857
2022/11/19,12,-1,3,36,432,4.819502075
2022/11/20,26,6,23,54,759,4.744239631
2022/11/21,26,6,18,52,659,4.724047306
2022/11/22,11,3,8,15,327,4.769230769
2022/11/23,10,0,6,26,176,4.642201835
2022/11/24,0,0,0,0,0,#DIV/0!
2022/11/25,18,15,25,57,423,4.583643123
2022/11/26,35,13,14,44,523,4.600953895
2022/11/27,0,0,0,0,0,#DIV/0!
2022/11/28,73,25,37,127,1641,4.70152391
2022/11/29,14,2,25,26,395,4.701298701
2022/11/30,23,7,15,37,435,4.651837524
2022/12/1,0,0,0,0,0,#DIV/0!
2022/12/2,14,14,5,37,397,4.689507495
2022/12/3,48,4,26,67,1088,4.738037307
2022/12/4,32,11,20,63,995,4.764495986
2022/12/5,0,0,0,0,0,#DIV/0!
2022/12/6,28,13,15,51,696,4.711083437
2022/12/7,28,10,18,26,443,4.611428571
2022/12/8,31,8,7,38,592,4.704142012
2022/12/9,11,12,15,38,550,4.763578275
2022/12/10,0,0,0,0,0,#DIV/0!
2022/12/11,27,9,26,63,1217,4.813710879
2022/12/12,13,2,2,22,349,4.783505155
2022/12/13,9,10,7,43,458,4.766603416
2022/12/14,13,4,8,31,482,4.793680297
2022/12/15,17,6,5,24,405,4.737417943
2022/12/16,28,15,14,43,565,4.657142857
2022/12/17,6,2,1,2,81,4.630434783
2022/12/18,19,2,4,35,565,4.8
2022/12/19,0,0,0,0,0,#DIV/0!
2022/12/20,37,19,37,108,1532,4.776687825
2022/12/21,31,14,21,72,956,4.744058501
2022/12/22,10,8,5,34,325,4.717277487
2022/12/23,54,18,27,105,1078,4.665366615
2022/12/24,8,1,1,7,99,4.620689655
2022/12/25,71,23,33,64,1230,4.660098522
2022/12/26,0,0,0,0,0,#DIV/0!
2022/12/27,32,8,20,67,822,4.727081138
2022/12/28,0,0,0,0,0,#DIV/0!
2022/12/29,69,18,41,123,1390,4.673979281
2022/12/30,37,21,40,66,1180,4.734375
2022/12/31,30,2,11,62,951,4.801136364
2023/1/1,43,10,27,73,1061,4.728995058
2023/1/2,30,13,8,64,963,4.778293135
2023/1/3,10,6,9,30,496,4.807622505
2023/1/4,41,4,36,98,1074,4.723862729
2023/1/5,32,14,27,61,758,4.680493274
2023/1/6,21,10,20,74,785,4.749450549
2023/1/7,25,9,20,64,805,4.749729144
2023/1/8,25,4,13,36,830,4.808370044
2023/1/9,25,14,25,69,737,4.7
2023/1/10,27,8,26,60,612,4.667121419
2023/1/11,17,9,23,60,626,4.726530612
2023/1/12,25,13,18,59,748,4.728852839
2023/1/13,37,4,14,67,876,4.744488978
2023/1/14,35,-2,23,50,883,4.76744186
2023/1/15,33,8,25,63,879,4.733134921
2023/1/16,15,4,11,44,413,4.716632444
2023/1/17,40,9,35,69,998,4.716768028
2023/1/18,20,19,17,42,762,4.752325581
2023/1/19,40,11,31,52,903,4.703953713
2023/1/20,29,11,26,73,890,4.73372206
2023/1/21,21,5,15,36,809,4.813769752
2023/1/22,54,8,41,107,1512,4.75087108
2023/1/23,37,10,13,65,1098,4.78004906
2023/1/24,25,7,25,76,1063,4.793478261
2023/1/25,39,2,30,58,974,4.746146872
2023/1/26,22,9,19,53,679,4.73657289
2023/1/27,20,6,12,56,848,4.81104034
2023/1/28,10,15,26,57,859,4.799379524
2023/1/29,1,3,3,15,189,4.838862559
2023/1/30,67,24,40,103,1153,4.622927181
2023/1/31,19,9,12,33,474,4.70749543
2023/2/1,16,8,13,60,638,4.763265306
2023/2/2,-49,-8,-3,-34,126,13.125
2023/2/3,33,22,29,51,814,4.676501581
2023/2/4,17,2,19,52,627,4.771269177
2023/2/5,2,-1,12,26,476,4.893203883
2023/2/6,17,7,5,39,442,4.729411765
2023/2/7,17,-1,10,17,318,4.717451524
2023/2/8,0,1,-4,-8,137,5.103174603
2023/2/9,-16,-9,-20,-22,-46,3.646017699
2023/2/10,-6,-13,2,-7,100,5.868421053
2023/2/11,16,3,16,35,480,4.745454545
2023/2/12,3,-1,4,17,188,4.838862559
2023/2/13,37,17,27,110,1036,4.704156479
2023/2/14,16,5,2,20,210,4.592885375
2023/2/15,5,0,6,22,192,4.76
2023/2/16,8,-2,9,12,159,4.698924731
2023/2/17,4,-1,1,5,82,4.78021978
2023/2/18,22,8,6,44,421,4.664670659
2023/2/19,21,4,14,54,781,4.796338673
2023/2/20,15,3,16,49,655,4.796747967
2023/2/21,13,3,3,17,192,4.631578947
2023/2/22,5,3,3,21,187,4.744292237
2023/2/23,13,1,-2,-6,34,3.875
2023/2/24,7,1,0,16,152,4.732954545
2023/2/25,16,5,7,33,364,4.703529412
2023/2/26,29,7,19,60,684,4.705882353
2023/2/27,11,2,16,39,409,4.746331237
2023/2/28,3,0,-1,5,62,4.782608696
2023/3/1,10,2,3,15,190,4.695454545
2023/3/2,-1,2,-1,7,122,4.945736434
2023/3/3,4,3,4,5,84,4.62
2023/3/4,10,3,9,25,414,4.800433839
2023/3/5,24,0,6,39,454,4.718929254
2023/3/6,12,5,4,18,369,4.781862745
2023/3/7,17,3,2,16,213,4.613545817
2023/3/8,-3,-3,1,1,27,5.782608696
2023/3/9,8,-1,-3,10,95,4.697247706
2023/3/10,-2,4,1,9,113,4.88
2023/3/11,4,-2,5,20,186,4.812206573
2023/3/12,14,-1,14,40,595,4.817220544
2023/3/13,20,4,10,36,429,4.703406814
2023/3/14,5,0,2,12,119,4.739130435
2023/3/15,3,2,5,19,118,4.680272109
2023/3/16,9,0,3,10,136,4.670886076
2023/3/17,9,0,0,10,159,4.741573034
2023/3/18,-2,-1,12,18,282,4.899676375
2023/3/19,18,9,18,48,531,4.706730769
2023/3/20,16,4,20,35,518,4.745362563
2023/3/21,1,2,3,6,88,4.78
2023/3/22,8,5,1,17,144,4.622857143
2023/3/23,3,3,5,6,162,4.793296089
2023/3/24,4,1,8,12,168,4.756476684
2023/3/25,7,0,7,17,354,4.846753247
2023/3/26,26,2,23,36,588,4.715555556
2023/3/27,30,5,15,33,505,4.663265306
2023/3/28,8,5,4,23,129,4.538461538
2023/3/29,4,1,5,11,91,4.642857143
2023/3/30,4,2,4,-7,44,4.510638298
2023/3/31,9,1,8,14,161,4.642487047
