日期,1星,2星,3星,4星,5星,abs1,abs2,abs3,abs4,abs5,平均评分
2021/2/15,14,1,3,1,71,14,1,3,1,71,4.266666667
2021/2/16,12,2,4,12,55,12,2,4,12,55,4.129411765
2021/2/17,6,1,7,9,56,6,1,7,9,56,4.367088608
2021/2/18,11,-1,0,4,44,11,1,0,4,44,4.15
2021/2/19,7,2,6,6,37,7,2,6,6,37,4.103448276
2021/2/20,17,5,4,18,92,17,5,4,18,92,4.198529412
2021/2/21,7,4,1,8,28,7,4,1,8,28,3.958333333
2021/2/22,-2,1,1,2,29,2,1,1,2,29,4.571428571
2021/2/23,7,1,14,16,171,7,1,14,16,171,4.641148325
2021/2/24,15,7,12,16,205,15,7,12,16,205,4.525490196
2021/2/25,5,2,3,19,109,5,2,3,19,109,4.630434783
2021/2/26,15,0,5,27,131,15,0,5,27,131,4.45505618
2021/2/27,17,1,-2,18,123,17,1,2,18,123,4.422360248
2021/2/28,3,2,9,14,95,3,2,9,14,95,4.593495935
2021/3/1,1,0,2,1,21,1,0,2,1,21,4.64
2021/3/2,5,1,3,8,25,5,1,3,8,25,4.119047619
2021/3/3,4,1,3,4,41,4,1,3,4,41,4.452830189
2021/3/4,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/5,0,0,-1,0,0,0,0,1,0,0,3
2021/3/6,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/7,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/8,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/9,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/10,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/11,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/12,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/13,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/14,0,0,0,0,0,0,0,0,0,0,#DIV/0!
2021/3/15,2,1,3,4,17,2,1,3,4,17,4.222222222
2021/3/16,5,0,1,5,24,5,0,1,5,24,4.228571429
2021/3/17,6,0,1,11,27,6,0,1,11,27,4.177777778
2021/3/18,2,1,1,4,19,2,1,1,4,19,4.37037037
2021/3/19,4,1,2,11,36,4,1,2,11,36,4.37037037
2021/3/20,15,1,5,18,84,15,1,5,18,84,4.260162602
2021/3/21,9,3,1,4,50,9,3,1,4,50,4.23880597
2021/3/22,2,0,3,5,20,2,0,3,5,20,4.366666667
2021/3/23,3,3,1,2,17,3,3,1,2,17,4.038461538
2021/3/24,2,0,3,1,16,2,0,3,1,16,4.318181818
2021/3/25,27,4,11,19,211,27,4,11,19,211,4.408088235
2021/3/26,35,6,22,19,117,35,6,22,19,117,3.889447236
2021/3/27,30,3,20,24,157,30,3,20,24,157,4.175213675
2021/3/28,10,1,3,16,76,10,1,3,16,76,4.386792453
2021/3/29,2,0,0,4,12,2,0,0,4,12,4.333333333
2021/3/30,3,0,1,1,20,3,0,1,1,20,4.4
2021/3/31,6,1,2,0,17,6,1,2,0,17,3.807692308
2021/4/1,6,0,2,6,39,6,0,2,6,39,4.358490566
2021/4/2,14,5,10,10,84,14,5,10,10,84,4.178861789
2021/4/3,20,3,14,22,167,20,3,14,22,167,4.384955752
2021/4/4,14,2,10,12,118,14,2,10,12,118,4.397435897
2021/4/5,13,2,6,11,63,13,2,6,11,63,4.147368421
2021/4/6,2,4,3,2,26,2,4,3,2,26,4.243243243
2021/4/7,5,2,2,1,18,5,2,2,1,18,3.892857143
2021/4/8,0,2,2,3,27,0,2,2,3,27,4.617647059
2021/4/9,3,1,5,3,21,3,1,5,3,21,4.151515152
2021/4/10,11,1,7,6,63,11,1,7,6,63,4.238636364
2021/4/11,9,3,6,7,37,9,3,6,7,37,3.967741935
2021/4/12,3,2,0,2,16,3,2,0,2,16,4.130434783
2021/4/13,9,0,2,3,33,9,0,2,3,33,4.085106383
2021/4/14,3,1,4,9,46,3,1,4,9,46,4.492063492
2021/4/15,2,0,8,3,55,2,0,8,3,55,4.602941176
2021/4/16,5,1,-1,11,63,5,1,1,11,63,4.555555556
2021/4/17,6,0,2,26,122,6,0,2,26,122,4.653846154
2021/4/18,13,1,2,10,79,13,1,2,10,79,4.342857143
2021/4/19,2,2,2,2,20,2,2,2,2,20,4.285714286
2021/4/20,2,0,1,2,23,2,0,1,2,23,4.571428571
2021/4/21,2,1,3,-1,10,2,1,3,1,10,3.941176471
2021/4/22,9,3,1,4,16,9,3,1,4,16,3.454545455
2021/4/23,7,0,-1,4,18,7,0,1,4,18,3.866666667
2021/4/24,13,-1,5,6,57,13,1,5,6,57,4.134146341
2021/4/25,4,2,1,1,9,4,2,1,1,9,3.529411765
2021/4/26,5,1,4,1,19,5,1,4,1,19,3.933333333
2021/4/27,1,2,0,3,13,1,2,0,3,13,4.315789474
2021/4/28,1,0,1,1,20,1,0,1,1,20,4.695652174
2021/4/29,3,1,2,5,17,3,1,2,5,17,4.142857143
2021/4/30,3,0,2,5,27,3,0,2,5,27,4.432432432
2021/5/1,4,2,7,12,58,4,2,7,12,58,4.421686747
2021/5/2,9,2,5,7,45,9,2,5,7,45,4.132352941
2021/5/3,2,2,12,9,64,2,2,12,9,64,4.471910112
2021/5/4,10,2,0,15,57,10,2,0,15,57,4.273809524
2021/5/5,3,2,1,3,43,3,2,1,3,43,4.557692308
2021/5/6,-3,1,5,2,16,3,1,5,2,16,4
2021/5/7,1,3,2,2,14,1,3,2,2,14,4.136363636
2021/5/8,5,0,3,9,24,5,0,3,9,24,4.146341463
2021/5/9,7,1,7,5,67,7,1,7,5,67,4.425287356
2021/5/10,1,-1,4,-1,29,1,1,4,1,29,4.555555556
2021/5/11,2,0,0,1,12,2,0,0,1,12,4.4
2021/5/12,3,1,1,0,18,3,1,1,0,18,4.260869565
2021/5/13,-1,0,5,1,16,1,0,5,1,16,4.347826087
2021/5/14,4,2,4,0,25,4,2,4,0,25,4.142857143
2021/5/15,8,3,2,8,47,8,3,2,8,47,4.220588235
2021/5/16,5,3,8,8,81,5,3,8,8,81,4.495238095
2021/5/17,3,-1,2,2,13,3,1,2,2,13,4
2021/5/18,3,-1,2,2,14,3,1,2,2,14,4.045454545
2021/5/19,1,0,1,3,13,1,0,1,3,13,4.5
2021/5/20,1,1,1,0,12,1,1,1,0,12,4.4
2021/5/21,1,0,3,0,10,1,0,3,0,10,4.285714286
2021/5/22,9,-1,3,1,31,9,1,3,1,31,3.977777778
2021/5/23,11,2,2,7,36,11,2,2,7,36,3.948275862
2021/5/24,2,0,2,1,13,2,0,2,1,13,4.277777778
2021/5/25,4,1,1,4,11,4,1,1,4,11,3.80952381
2021/5/26,5,1,2,1,15,5,1,2,1,15,3.833333333
2021/5/27,5,-1,0,1,3,5,1,0,1,3,2.6
2021/5/28,3,1,1,0,20,3,1,1,0,20,4.32
2021/5/29,6,2,-1,6,47,6,2,1,6,47,4.387096774
2021/5/30,9,3,0,10,48,9,3,0,10,48,4.214285714
2021/5/31,1,1,1,3,27,1,1,1,3,27,4.636363636
2021/6/1,4,1,4,4,-6,4,1,4,4,6,3.368421053
2021/6/2,0,0,0,1,9,0,0,0,1,9,4.9
2021/6/3,9,1,2,5,14,9,1,2,5,14,3.451612903
2021/6/4,3,4,1,1,16,3,4,1,1,16,3.92
2021/6/5,12,1,3,6,53,12,1,3,6,53,4.16
2021/6/6,5,4,3,4,41,5,4,3,4,41,4.263157895
2021/6/7,6,3,3,1,12,6,3,3,1,12,3.4
2021/6/8,5,0,0,7,28,5,0,0,7,28,4.325
2021/6/9,5,0,1,5,19,5,0,1,5,19,4.1
2021/6/10,1,0,2,4,9,1,0,2,4,9,4.25
2021/6/11,2,2,1,2,10,2,2,1,2,10,3.941176471
2021/6/12,11,1,3,6,40,11,1,3,6,40,4.032786885
2021/6/13,3,3,2,8,33,3,3,2,8,33,4.326530612
2021/6/14,9,3,5,1,26,9,3,5,1,26,3.727272727
2021/6/15,3,0,1,1,21,3,0,1,1,21,4.423076923
2021/6/16,1,2,0,2,18,1,2,0,2,18,4.47826087
2021/6/17,6,2,2,10,32,6,2,2,10,32,4.153846154
2021/6/18,3,1,2,3,34,3,1,2,3,34,4.488372093
2021/6/19,13,1,3,5,48,13,1,3,5,48,4.057142857
2021/6/20,7,0,3,14,51,7,0,3,14,51,4.36
2021/6/21,5,1,1,4,15,5,1,1,4,15,3.884615385
2021/6/22,4,1,1,0,18,4,1,1,0,18,4.125
2021/6/23,2,0,1,6,18,2,0,1,6,18,4.407407407
2021/6/24,2,0,2,3,17,2,0,2,3,17,4.375
2021/6/25,-3,-1,0,0,7,3,1,0,0,7,3.636363636
2021/6/26,5,5,6,7,40,5,5,6,7,40,4.142857143
2021/6/27,9,1,0,8,40,9,1,0,8,40,4.189655172
2021/6/28,6,-1,1,3,21,6,1,1,3,21,4
2021/6/29,-50,-7,-13,-16,-83,50,7,13,16,83,3.443786982
2021/6/30,11,3,4,9,31,11,3,4,9,31,3.793103448
2021/7/1,7,1,3,5,18,7,1,3,5,18,3.764705882
2021/7/2,2,0,2,6,10,2,0,2,6,10,4.1
2021/7/3,8,1,4,0,31,8,1,4,0,31,4.022727273
2021/7/4,4,0,3,9,23,4,0,3,9,23,4.205128205
2021/7/5,6,3,3,10,34,6,3,3,10,34,4.125
2021/7/6,14,2,7,9,67,14,2,7,9,67,4.141414141
2021/7/7,2,1,8,2,35,2,1,8,2,35,4.395833333
2021/7/8,7,3,4,8,45,7,3,4,8,45,4.208955224
2021/7/9,10,2,6,11,50,10,2,6,11,50,4.126582278
2021/7/10,17,3,3,10,40,17,3,3,10,40,3.726027397
2021/7/11,7,3,0,7,33,7,3,0,7,33,4.12
2021/7/12,2,1,3,6,30,2,1,3,6,30,4.452380952
2021/7/13,5,-1,1,9,32,5,1,1,9,32,4.291666667
2021/7/14,-1,3,4,7,28,1,3,4,7,28,4.348837209
2021/7/15,7,3,3,6,25,7,3,3,6,25,3.886363636
2021/7/16,7,4,4,6,42,7,4,4,6,42,4.142857143
2021/7/17,5,2,6,4,48,5,2,6,4,48,4.353846154
2021/7/18,14,0,4,6,32,14,0,4,6,32,3.75
2021/7/19,6,4,2,13,19,6,4,2,13,19,3.795454545
2021/7/20,1,0,0,9,38,1,0,0,9,38,4.729166667
2021/7/21,8,2,3,12,33,8,2,3,12,33,4.034482759
2021/7/22,10,-1,3,3,33,10,1,3,3,33,3.96
2021/7/23,2,1,7,9,29,2,1,7,9,29,4.291666667
2021/7/24,4,1,1,2,25,4,1,1,2,25,4.303030303
2021/7/25,5,0,6,6,36,5,0,6,6,36,4.283018868
2021/7/26,-1,0,3,9,37,1,0,3,9,37,4.62
2021/7/27,1,0,7,8,35,1,0,7,8,35,4.490196078
2021/7/28,6,3,3,9,36,6,3,3,9,36,4.157894737
2021/7/29,12,1,7,5,25,12,1,7,5,25,3.6
2021/7/30,7,0,6,8,30,7,0,6,8,30,4.058823529
2021/7/31,1,4,5,8,30,1,4,5,8,30,4.291666667
2021/8/1,8,5,9,12,37,8,5,9,12,37,3.915492958
2021/8/2,3,5,6,4,33,3,5,6,4,33,4.156862745
2021/8/3,3,1,-1,1,17,3,1,1,1,17,4.217391304
2021/8/4,8,5,3,2,8,8,5,3,2,8,2.884615385
2021/8/5,7,6,4,0,31,7,6,4,0,31,3.875
2021/8/6,7,2,3,9,31,7,2,3,9,31,4.057692308
2021/8/7,4,1,4,4,18,4,1,4,4,18,4
2021/8/8,13,7,6,0,24,13,7,6,0,24,3.3
2021/8/9,7,7,1,5,18,7,7,1,5,18,3.526315789
2021/8/10,16,-2,0,8,27,16,2,0,8,27,3.528301887
2021/8/11,12,2,3,2,7,12,2,3,2,7,2.615384615
2021/8/12,11,6,5,8,8,11,6,5,8,8,2.894736842
2021/8/13,15,5,5,4,22,15,5,5,4,22,3.254901961
2021/8/14,12,3,-1,5,17,12,3,1,5,17,3.315789474
2021/8/15,14,7,5,4,22,14,7,5,4,22,3.25
2021/8/16,9,4,6,3,12,9,4,6,3,12,3.147058824
2021/8/17,13,3,2,3,18,13,3,2,3,18,3.256410256
2021/8/18,16,3,3,4,29,16,3,3,4,29,3.490909091
2021/8/19,11,5,7,7,38,11,5,7,7,38,3.823529412
2021/8/20,7,6,3,5,25,7,6,3,5,25,3.760869565
2021/8/21,8,3,7,8,23,8,3,7,8,23,3.714285714
2021/8/22,5,6,-1,1,18,5,6,1,1,18,3.677419355
2021/8/23,14,7,5,1,18,14,7,5,1,18,3.044444444
2021/8/24,10,6,6,7,10,10,6,6,7,10,3.025641026
2021/8/25,7,1,6,10,8,7,1,6,10,8,3.34375
2021/8/26,13,0,12,7,27,13,0,12,7,27,3.593220339
2021/8/27,9,4,10,3,22,9,4,10,3,22,3.520833333
2021/8/28,13,5,6,5,16,13,5,6,5,16,3.133333333
2021/8/29,6,2,0,7,19,6,2,0,7,19,3.911764706
2021/8/30,6,2,-1,0,13,6,2,1,0,13,3.545454545
2021/8/31,3,2,2,6,59,3,2,2,6,59,4.611111111
2021/9/1,10,5,9,10,47,10,5,9,10,47,3.975308642
2021/9/2,-3,4,1,4,20,3,4,1,4,20,4.0625
2021/9/3,23,4,4,3,54,23,4,4,3,54,3.693181818
2021/9/4,64,15,17,8,102,64,15,17,8,102,3.334951456
2021/9/5,28,8,9,8,117,28,8,9,8,117,4.047058824
2021/9/6,10,1,1,0,41,10,1,1,0,41,4.150943396
2021/9/7,2,1,3,1,33,2,1,3,1,33,4.55
2021/9/8,7,1,0,2,35,7,1,0,2,35,4.266666667
2021/9/9,-1,3,1,3,23,1,3,1,3,23,4.419354839
2021/9/10,10,0,0,4,24,10,0,0,4,24,3.842105263
2021/9/11,27,3,2,8,61,27,3,2,8,61,3.722772277
2021/9/12,22,2,0,18,62,22,2,0,18,62,3.923076923
2021/9/13,4,1,3,-3,18,4,1,3,3,18,4.034482759
2021/9/14,2,1,3,0,7,2,1,3,0,7,3.692307692
2021/9/15,5,-2,2,2,14,5,2,2,2,14,3.72
2021/9/16,2,2,0,-1,8,2,2,0,1,8,3.846153846
2021/9/17,5,0,-3,1,10,5,0,3,1,10,3.578947368
2021/9/18,13,-1,5,-1,6,13,1,5,1,6,2.461538462
2021/9/19,47,3,19,11,82,47,3,19,11,82,3.481481481
2021/9/20,55,3,8,8,54,55,3,8,8,54,3.0234375
2021/9/21,18,6,5,4,48,18,6,5,4,48,3.716049383
2021/9/22,3,0,1,0,19,3,0,1,0,19,4.391304348
2021/9/23,0,1,5,16,98,0,1,5,16,98,4.758333333
2021/9/24,3,0,4,14,92,3,0,4,14,92,4.699115044
2021/9/25,5,2,6,15,195,5,2,6,15,195,4.762331839
2021/9/26,6,0,4,10,50,6,0,4,10,50,4.4
2021/9/27,4,5,3,12,58,4,5,3,12,58,4.402439024
2021/9/28,0,2,4,11,50,0,2,4,11,50,4.626865672
2021/9/29,1,0,0,10,40,1,0,0,10,40,4.725490196
2021/9/30,10,2,5,12,64,10,2,5,12,64,4.268817204
2021/10/1,1,2,9,24,133,1,2,9,24,133,4.692307692
2021/10/2,18,5,3,17,161,18,5,3,17,161,4.460784314
2021/10/3,19,-1,8,11,107,19,1,8,11,107,4.273972603
2021/10/4,2,1,4,15,107,2,1,4,15,107,4.736434109
2021/10/5,11,6,4,11,117,11,6,4,11,117,4.456375839
2021/10/6,14,2,8,15,97,14,2,8,15,97,4.316176471
2021/10/7,13,3,0,9,82,13,3,0,9,82,4.345794393
2021/10/8,-2,0,-2,6,66,2,0,2,6,66,4.763157895
2021/10/9,16,3,6,10,39,16,3,6,10,39,3.716216216
2021/10/10,10,1,6,13,77,10,1,6,13,77,4.364485981
2021/10/11,-1,1,0,1,26,1,1,0,1,26,4.724137931
2021/10/12,2,1,1,2,32,2,1,1,2,32,4.605263158
2021/10/13,1,-1,1,8,32,1,1,1,8,32,4.604651163
2021/10/14,1,-2,4,4,64,1,2,4,4,64,4.706666667
2021/10/15,5,3,3,12,38,5,3,3,12,38,4.229508197
2021/10/16,15,-1,7,14,130,15,1,7,14,130,4.45508982
2021/10/17,9,4,4,11,54,9,4,4,11,54,4.182926829
2021/10/18,4,5,0,4,13,4,5,0,4,13,3.653846154
2021/10/19,-1,2,1,1,18,1,2,1,1,18,4.434782609
2021/10/20,2,0,1,-1,25,2,0,1,1,25,4.620689655
2021/10/21,3,0,3,3,12,3,0,3,3,12,4
2021/10/22,3,2,3,2,18,3,2,3,2,18,4.071428571
2021/10/23,4,3,4,3,78,4,3,4,3,78,4.608695652
2021/10/24,8,2,5,11,52,8,2,5,11,52,4.243589744
2021/10/25,0,0,5,1,14,0,0,5,1,14,4.45
2021/10/26,-1,0,0,1,14,1,0,0,1,14,4.6875
2021/10/27,6,3,2,2,20,6,3,2,2,20,3.818181818
2021/10/28,0,0,2,3,34,0,0,2,3,34,4.820512821
2021/10/29,10,5,6,3,54,10,5,6,3,54,4.102564103
2021/10/30,3,3,4,6,52,3,3,4,6,52,4.485294118
2021/10/31,10,1,4,6,32,10,1,4,6,32,3.924528302
2021/11/1,-1,0,0,2,11,1,0,0,2,11,4.571428571
2021/11/2,3,0,1,4,10,3,0,1,4,10,4
2021/11/3,3,1,-1,2,2,3,1,1,2,2,2.888888889
2021/11/4,7,-2,-1,3,20,7,2,1,3,20,3.818181818
2021/11/5,2,-1,2,1,15,2,1,2,1,15,4.238095238
2021/11/6,9,1,1,14,34,9,1,1,14,34,4.06779661
2021/11/7,13,3,2,3,26,13,3,2,3,26,3.553191489
2021/11/8,3,-3,2,-1,9,3,3,2,1,9,3.555555556
2021/11/9,5,1,-1,1,11,5,1,1,1,11,3.631578947
2021/11/10,0,-1,0,0,4,0,1,0,0,4,4.4
2021/11/11,9,4,-1,1,12,9,4,1,1,12,3.111111111
2021/11/12,7,-2,-1,2,14,7,2,1,2,14,3.538461538
2021/11/13,8,7,7,8,21,8,7,7,8,21,3.529411765
2021/11/14,-2,1,2,4,27,2,1,2,4,27,4.472222222
2021/11/15,1,0,0,2,4,1,0,0,2,4,4.142857143
2021/11/16,2,0,1,-3,19,2,0,1,3,19,4.48
2021/11/17,4,0,2,3,7,4,0,2,3,7,3.5625
2021/11/18,0,0,2,-1,9,0,0,2,1,9,4.583333333
2021/11/19,12,2,1,4,8,12,2,1,4,8,2.777777778
2021/11/20,11,-1,1,7,27,11,1,1,7,27,3.808510638
2021/11/21,5,-1,2,5,21,5,1,2,5,21,4.058823529
2021/11/22,5,1,2,1,8,5,1,2,1,8,3.352941176
2021/11/23,5,-1,3,0,11,5,1,3,0,11,3.55
2021/11/24,5,1,2,2,10,5,1,2,2,10,3.55
2021/11/25,4,0,2,3,5,4,0,2,3,5,3.357142857
2021/11/26,19,12,-6,17,56,19,12,6,17,56,3.718181818
2021/11/27,23,0,4,7,38,23,0,4,7,38,3.513888889
2021/11/28,16,1,4,-1,18,16,1,4,1,18,3.1
2021/11/29,-1,1,2,1,6,1,1,2,1,6,3.909090909
2021/11/30,-3,-7,3,-13,-38,3,7,3,13,38,4.1875
2021/12/1,8,8,0,12,50,8,8,0,12,50,4.128205128
2021/12/2,10,1,1,0,7,10,1,1,0,7,2.631578947
2021/12/3,4,0,-1,2,12,4,0,1,2,12,3.947368421
2021/12/4,19,1,5,3,42,19,1,5,3,42,3.685714286
2021/12/5,6,7,1,3,30,6,7,1,3,30,3.936170213
2021/12/6,6,1,1,2,5,6,1,1,2,5,2.933333333
2021/12/7,12,-1,1,0,6,12,1,1,0,6,2.35
2021/12/8,5,-1,1,1,14,5,1,1,1,14,3.818181818
2021/12/9,2,1,3,2,8,2,1,3,2,8,3.8125
2021/12/10,4,3,4,2,9,4,3,4,2,9,3.409090909
2021/12/11,11,2,3,4,14,11,2,3,4,14,3.235294118
2021/12/12,6,-1,2,7,16,6,1,2,7,16,3.8125
2021/12/13,-4,-3,1,0,13,4,3,1,0,13,3.714285714
2021/12/14,4,0,1,-1,1,4,0,1,1,1,2.285714286
2021/12/15,5,1,2,4,9,5,1,2,4,9,3.523809524
2021/12/16,2,-1,3,0,10,2,1,3,0,10,3.9375
2021/12/17,7,5,2,1,0,7,5,2,1,0,1.8
2021/12/18,23,6,6,6,18,23,6,6,6,18,2.830508475
2021/12/19,2,3,4,2,11,2,3,4,2,11,3.772727273
2021/12/20,2,-1,1,1,11,2,1,1,1,11,4.125
2021/12/21,4,0,2,1,3,4,0,2,1,3,2.9
2021/12/22,10,2,2,2,6,10,2,2,2,6,2.636363636
2021/12/23,10,1,2,0,7,10,1,2,0,7,2.65
2021/12/24,4,-1,1,0,5,4,1,1,0,5,3.090909091
2021/12/25,10,3,5,3,15,10,3,5,3,15,3.277777778
2021/12/26,9,4,2,4,29,9,4,2,4,29,3.833333333
2021/12/27,4,1,2,1,6,4,1,2,1,6,3.285714286
2021/12/28,4,0,1,0,-1,4,0,1,0,1,2
2021/12/29,5,1,0,0,4,5,1,0,0,4,2.7
2021/12/30,2,-1,0,0,13,2,1,0,0,13,4.3125
2021/12/31,4,1,3,4,44,4,1,3,4,44,4.482142857
2022/1/1,6,0,4,9,36,6,0,4,9,36,4.254545455
2022/1/2,21,6,9,7,32,21,6,9,7,32,3.306666667
2022/1/3,18,1,1,12,15,18,1,1,12,15,3.106382979
2022/1/4,2,-2,1,1,13,2,2,1,1,13,4.105263158
2022/1/5,3,1,2,2,8,3,1,2,2,8,3.6875
2022/1/6,6,1,2,2,28,6,1,2,2,28,4.153846154
2022/1/7,3,2,4,2,22,3,2,4,2,22,4.151515152
2022/1/8,16,5,5,12,46,16,5,5,12,46,3.797619048
2022/1/9,13,3,7,6,32,13,3,7,6,32,3.672131148
2022/1/10,7,1,0,0,16,7,1,0,0,16,3.708333333
2022/1/11,14,2,3,3,39,14,2,3,3,39,3.836065574
2022/1/12,12,-1,3,0,22,12,1,3,0,22,3.5
2022/1/13,9,2,-1,1,32,9,2,1,1,32,4
2022/1/14,11,3,3,4,37,11,3,3,4,37,3.913793103
2022/1/15,8,11,8,12,49,8,11,8,12,49,3.943181818
2022/1/16,21,5,4,8,76,21,5,4,8,76,3.99122807
2022/1/17,7,1,4,13,97,7,1,4,13,97,4.573770492
2022/1/18,8,-4,-5,0,422,8,4,5,0,422,4.876993166
2022/1/19,7,3,3,4,87,7,3,3,4,87,4.548076923
2022/1/20,19,3,10,26,204,19,3,10,26,204,4.5
2022/1/21,15,4,11,27,185,15,4,11,27,185,4.5
2022/1/22,27,4,13,34,273,27,4,13,34,273,4.487179487
2022/1/23,13,9,7,17,208,13,9,7,17,208,4.566929134
2022/1/24,10,7,6,21,120,10,7,6,21,120,4.426829268
2022/1/25,17,2,5,18,104,17,2,5,18,104,4.301369863
2022/1/26,21,8,6,22,80,21,8,6,22,80,3.96350365
2022/1/27,13,10,16,21,129,13,10,16,21,129,4.285714286
2022/1/28,23,1,9,21,119,23,1,9,21,119,4.225433526
2022/1/29,66,16,3,21,85,66,16,3,21,85,3.22513089
2022/1/30,42,7,12,25,137,42,7,12,25,137,3.932735426
2022/1/31,10,7,8,10,89,10,7,8,10,89,4.298387097
2022/2/1,25,3,9,12,55,25,3,9,12,55,3.663461538
2022/2/2,16,2,2,14,95,16,2,2,14,95,4.317829457
2022/2/3,21,4,16,19,68,21,4,16,19,68,3.8515625
2022/2/4,15,3,3,12,90,15,3,3,12,90,4.292682927
2022/2/5,20,7,11,22,79,20,7,11,22,79,3.956834532
2022/2/6,9,2,12,8,101,9,2,12,8,101,4.439393939
2022/2/7,10,-1,7,18,100,10,1,7,18,100,4.448529412
2022/2/8,16,8,6,18,110,16,8,6,18,110,4.253164557
2022/2/9,6,6,4,22,114,6,6,4,22,114,4.526315789
2022/2/10,10,1,10,21,114,10,1,10,21,114,4.461538462
2022/2/11,8,4,1,15,95,8,4,1,15,95,4.504065041
2022/2/12,14,1,3,20,97,14,1,3,20,97,4.37037037
2022/2/13,10,3,4,17,64,10,3,4,17,64,4.244897959
2022/2/14,12,3,4,12,63,12,3,4,12,63,4.180851064
2022/2/15,9,1,6,15,66,9,1,6,15,66,4.319587629
2022/2/16,6,0,3,15,82,6,0,3,15,82,4.575471698
2022/2/17,8,0,5,7,53,8,0,5,7,53,4.328767123
2022/2/18,15,2,3,15,80,15,2,3,15,80,4.243478261
2022/2/19,17,4,11,15,96,17,4,11,15,96,4.181818182
2022/2/20,11,-2,10,18,88,11,2,10,18,88,4.317829457
2022/2/21,6,6,3,2,55,6,6,3,2,55,4.305555556
2022/2/22,4,1,1,16,58,4,1,1,16,58,4.5375
2022/2/23,2,3,1,9,43,2,3,1,9,43,4.517241379
2022/2/24,7,2,3,7,59,7,2,3,7,59,4.397435897
2022/2/25,4,2,5,11,41,4,2,5,11,41,4.317460317
2022/2/26,1,4,3,16,85,1,4,3,16,85,4.651376147
2022/2/27,8,7,6,10,98,8,7,6,10,98,4.418604651
2022/2/28,1,3,-1,-1,22,1,3,1,1,22,4.428571429
2022/3/1,5,2,3,9,35,5,2,3,9,35,4.240740741
2022/3/2,2,-1,0,5,14,2,1,0,5,14,4.272727273
2022/3/3,1,5,3,8,60,1,5,3,8,60,4.571428571
2022/3/4,3,5,6,9,83,3,5,6,9,83,4.547169811
2022/3/5,7,5,7,18,139,7,5,7,18,139,4.573863636
2022/3/6,21,2,6,16,133,21,2,6,16,133,4.337078652
2022/3/7,7,-1,1,2,31,7,1,1,2,31,4.166666667
2022/3/8,3,0,1,13,44,3,0,1,13,44,4.557377049
2022/3/9,9,-2,0,12,49,9,2,0,12,49,4.25
2022/3/10,2,1,0,5,34,2,1,0,5,34,4.619047619
2022/3/11,6,-2,3,10,30,6,2,3,10,30,4.098039216
2022/3/12,5,5,8,23,99,5,5,8,23,99,4.471428571
2022/3/13,11,2,3,15,83,11,2,3,15,83,4.377192982
2022/3/14,10,0,-1,4,26,10,0,1,4,26,3.87804878
2022/3/15,4,0,2,5,41,4,0,2,5,41,4.519230769
2022/3/16,11,0,0,13,50,11,0,0,13,50,4.22972973
2022/3/17,7,-1,5,5,32,7,1,5,5,32,4.08
2022/3/18,3,2,2,11,29,3,2,2,11,29,4.29787234
2022/3/19,19,4,8,28,101,19,4,8,28,101,4.175
2022/3/20,7,-1,10,20,152,7,1,10,20,152,4.626315789
2022/3/21,4,0,2,10,48,4,0,2,10,48,4.53125
2022/3/22,13,0,5,6,59,13,0,5,6,59,4.180722892
2022/3/23,3,2,3,9,51,3,2,3,9,51,4.514705882
2022/3/24,-2,5,3,16,100,2,5,3,16,100,4.642857143
2022/3/25,8,2,5,9,62,8,2,5,9,62,4.337209302
2022/3/26,12,2,4,10,112,12,2,4,10,112,4.485714286
2022/3/27,6,2,8,15,74,6,2,8,15,74,4.419047619
2022/3/28,6,2,6,5,40,6,2,6,5,40,4.203389831
2022/3/29,6,2,2,7,44,6,2,2,7,44,4.327868852
2022/3/30,11,2,6,6,43,11,2,6,6,43,4
2022/3/31,16,2,17,21,118,16,2,17,21,118,4.281609195
2022/4/1,15,-1,0,24,114,15,1,0,24,114,4.435064935
2022/4/2,19,2,15,29,117,19,2,15,29,117,4.225274725
2022/4/3,9,10,10,26,164,9,10,10,26,164,4.488584475
2022/4/4,6,0,1,20,92,6,0,1,20,92,4.613445378
2022/4/5,22,6,22,18,175,22,6,22,18,175,4.308641975
2022/4/6,14,-1,4,20,86,14,1,4,20,86,4.304
2022/4/7,10,-1,5,16,62,10,1,5,16,62,4.265957447
2022/4/8,5,1,6,15,109,5,1,6,15,109,4.632352941
2022/4/9,11,2,9,16,112,11,2,9,16,112,4.44
2022/4/10,12,3,2,15,118,12,3,2,15,118,4.493333333
2022/4/11,9,0,3,9,81,9,0,3,9,81,4.5
2022/4/12,9,1,5,6,79,9,1,5,6,79,4.45
2022/4/13,1,1,11,8,51,1,1,11,8,51,4.486111111
