日期,1星,2星,3星,4星,5星,abs1,abs2,abs3,abs4,abs5,平均评分
2022/4/14,9,0,9,10,47,9,0,9,10,47,4.146666667
2022/4/15,6,-1,11,11,58,6,1,11,11,58,4.310344828
2022/4/16,27,2,14,17,105,27,2,14,17,105,4.036363636
2022/4/17,26,6,7,22,83,26,6,7,22,83,3.902777778
2022/4/18,3,2,6,10,56,3,2,6,10,56,4.480519481
2022/4/19,12,0,5,14,68,12,0,5,14,68,4.272727273
2022/4/20,2,1,4,9,35,2,1,4,9,35,4.450980392
2022/4/21,15,-1,5,5,41,15,1,5,5,41,3.835820896
2022/4/22,13,3,2,13,57,13,3,2,13,57,4.113636364
2022/4/23,11,1,9,20,72,11,1,9,20,72,4.247787611
2022/4/24,7,3,3,11,54,7,3,3,11,54,4.307692308
2022/4/25,5,1,2,4,34,5,1,2,4,34,4.326086957
2022/4/26,11,0,6,5,47,11,0,6,5,47,4.115942029
2022/4/27,10,-1,-1,6,52,10,1,1,6,52,4.271428571
2022/4/28,3,1,4,6,39,3,1,4,6,39,4.452830189
2022/4/29,7,1,5,13,74,7,1,5,13,74,4.46
2022/4/30,14,6,6,24,110,14,6,6,24,110,4.3125
2022/5/1,22,2,7,19,92,22,2,7,19,92,4.105633803
2022/5/2,8,2,4,18,87,8,2,4,18,87,4.462184874
2022/5/3,18,6,5,19,86,18,6,5,19,86,4.111940299
2022/5/4,14,1,13,14,71,14,1,13,14,71,4.123893805
2022/5/5,4,0,3,14,51,4,0,3,14,51,4.5
2022/5/6,2,0,4,13,24,2,0,4,13,24,4.325581395
2022/5/7,20,2,3,9,50,20,2,3,9,50,3.797619048
2022/5/8,8,4,9,26,143,8,4,9,26,143,4.536842105
2022/5/9,5,-1,-1,5,24,5,1,1,5,24,4.166666667
2022/5/10,7,-3,5,11,41,7,3,5,11,41,4.134328358
2022/5/11,3,2,4,6,45,3,2,4,6,45,4.466666667
2022/5/12,10,4,12,14,32,10,4,12,14,32,3.75
2022/5/13,9,0,3,4,29,9,0,3,4,29,3.977777778
2022/5/14,15,4,2,18,78,15,4,2,18,78,4.196581197
2022/5/15,10,4,5,12,90,10,4,5,12,90,4.388429752
2022/5/16,3,1,5,2,26,3,1,5,2,26,4.27027027
2022/5/17,6,2,1,8,25,6,2,1,8,25,4.047619048
2022/5/18,1,1,4,7,25,1,1,4,7,25,4.421052632
2022/5/19,5,0,2,6,51,5,0,2,6,51,4.53125
2022/5/20,12,-2,0,24,123,12,2,0,24,123,4.51552795
2022/5/21,15,1,2,22,118,15,1,2,22,118,4.436708861
2022/5/22,15,4,6,22,169,15,4,6,22,169,4.509259259
2022/5/23,-1,0,1,5,32,1,0,1,5,32,4.717948718
2022/5/24,4,3,1,9,55,4,3,1,9,55,4.5
2022/5/25,8,-1,4,10,42,8,1,4,10,42,4.184615385
2022/5/26,15,0,1,9,79,15,0,1,9,79,4.317307692
2022/5/27,3,1,2,-1,54,3,1,2,1,54,4.672131148
2022/5/28,20,7,10,15,151,20,7,10,15,151,4.330049261
2022/5/29,10,2,2,23,117,10,2,2,23,117,4.525974026
2022/5/30,7,2,-1,8,38,7,2,1,8,38,4.214285714
2022/5/31,2,0,2,8,40,2,0,2,8,40,4.615384615
2022/6/1,3,0,1,5,37,3,0,1,5,37,4.586956522
2022/6/2,16,2,9,13,86,16,2,9,13,86,4.198412698
2022/6/3,10,1,14,29,164,10,1,14,29,164,4.541284404
2022/6/4,9,4,7,24,126,9,4,7,24,126,4.494117647
2022/6/5,10,0,11,15,99,10,0,11,15,99,4.42962963
2022/6/6,0,1,3,2,28,0,1,3,2,28,4.676470588
2022/6/7,14,1,3,29,89,14,1,3,29,89,4.308823529
2022/6/8,2,2,8,10,76,2,2,8,10,76,4.591836735
2022/6/9,9,1,1,13,60,9,1,1,13,60,4.357142857
2022/6/10,1,0,2,7,12,1,0,2,7,12,4.318181818
2022/6/11,8,3,10,30,115,8,3,10,30,115,4.451807229
2022/6/12,11,4,1,11,65,11,4,1,11,65,4.25
2022/6/13,11,2,-1,12,83,11,2,1,12,83,4.412844037
2022/6/14,4,-1,3,9,76,4,1,3,9,76,4.634408602
2022/6/15,2,1,0,11,30,2,1,0,11,30,4.5
2022/6/16,1,-2,1,7,17,1,2,1,7,17,4.321428571
2022/6/17,9,2,4,12,49,9,2,4,12,49,4.184210526
2022/6/18,6,2,5,10,101,6,2,5,10,101,4.596774194
2022/6/19,17,3,9,8,129,17,3,9,8,129,4.379518072
2022/6/20,10,1,5,5,27,10,1,5,5,27,3.791666667
2022/6/21,3,1,5,5,40,3,1,5,5,40,4.444444444
2022/6/22,6,2,0,13,42,6,2,0,13,42,4.317460317
2022/6/23,7,-3,2,9,40,7,3,2,9,40,4.180327869
2022/6/24,10,-2,3,10,60,10,2,3,10,60,4.270588235
2022/6/25,9,0,4,8,38,9,0,4,8,38,4.118644068
2022/6/26,17,2,5,8,64,17,2,5,8,64,4.041666667
2022/6/27,20,3,7,25,133,20,3,7,25,133,4.319148936
2022/6/28,5,0,1,5,24,5,0,1,5,24,4.228571429
2022/6/29,19,5,9,26,78,19,5,9,26,78,4.01459854
2022/6/30,14,5,5,20,64,14,5,5,20,64,4.064814815
2022/7/1,26,5,14,22,117,26,5,14,22,117,4.081521739
2022/7/2,21,3,5,13,96,21,3,5,13,96,4.15942029
2022/7/3,20,6,19,32,144,20,6,19,32,144,4.239819005
2022/7/4,22,3,3,17,96,22,3,3,17,96,4.14893617
2022/7/5,11,7,6,17,74,11,7,6,17,74,4.182608696
2022/7/6,20,3,9,26,131,20,3,9,26,131,4.296296296
2022/7/7,13,5,15,15,99,13,5,15,15,99,4.238095238
2022/7/8,14,6,-1,24,125,14,6,1,24,125,4.411764706
2022/7/9,12,0,13,26,97,12,0,13,26,97,4.324324324
2022/7/10,16,4,10,23,84,16,4,10,23,84,4.131386861
2022/7/11,7,1,7,20,71,7,1,7,20,71,4.386792453
2022/7/12,25,7,14,27,92,25,7,14,27,92,3.933333333
2022/7/13,18,1,14,22,93,18,1,14,22,93,4.155405405
2022/7/14,29,7,3,35,115,29,7,3,35,115,4.058201058
2022/7/15,19,4,14,35,114,19,4,14,35,114,4.188172043
2022/7/16,6,-2,10,21,118,6,2,10,21,118,4.547770701
2022/7/17,10,1,11,32,104,10,1,11,32,104,4.386075949
2022/7/18,13,3,9,29,107,13,3,9,29,107,4.329192547
2022/7/19,16,5,9,23,82,16,5,9,23,82,4.111111111
2022/7/20,24,7,6,18,87,24,7,6,18,87,3.964788732
2022/7/21,31,1,12,14,98,31,1,12,14,98,3.942307692
2022/7/22,27,4,9,24,103,27,4,9,24,103,4.02994012
2022/7/23,14,1,5,4,78,14,1,5,4,78,4.284313725
2022/7/24,16,-1,5,20,70,16,1,5,20,70,4.133928571
2022/7/25,22,8,6,18,88,22,8,6,18,88,4
2022/7/26,9,9,15,12,92,9,9,15,12,92,4.233576642
2022/7/27,5,4,6,22,105,5,4,6,22,105,4.535211268
2022/7/28,17,4,12,37,135,17,4,12,37,135,4.312195122
2022/7/29,27,2,8,22,118,27,2,8,22,118,4.141242938
2022/7/30,24,5,16,13,162,24,5,16,13,162,4.290909091
2022/7/31,16,4,1,20,114,16,4,1,20,114,4.367741935
2022/8/1,24,6,14,27,127,24,6,14,27,127,4.146464646
2022/8/2,15,4,5,15,107,15,4,5,15,107,4.335616438
2022/8/3,17,2,10,20,124,17,2,10,20,124,4.341040462
2022/8/4,32,6,9,16,86,32,6,9,16,86,3.791946309
2022/8/5,41,11,8,30,113,41,11,8,30,113,3.802955665
2022/8/6,13,5,9,14,82,13,5,9,14,82,4.195121951
2022/8/7,25,3,20,26,93,25,3,20,26,93,3.952095808
2022/8/8,6,4,9,22,89,6,4,9,22,89,4.415384615
2022/8/9,15,5,18,16,71,15,5,18,16,71,3.984
2022/8/10,25,5,9,4,63,25,5,9,4,63,3.70754717
2022/8/11,31,10,9,12,89,31,10,9,12,89,3.781456954
2022/8/12,21,4,9,18,90,21,4,9,18,90,4.070422535
2022/8/13,12,4,0,15,70,12,4,0,15,70,4.257425743
2022/8/14,22,1,9,18,80,22,1,9,18,80,4.023076923
2022/8/15,10,2,6,12,55,10,2,6,12,55,4.176470588
2022/8/16,19,1,10,14,106,19,1,10,14,106,4.246666667
2022/8/17,21,3,5,13,96,21,3,5,13,96,4.15942029
2022/8/18,6,2,5,8,41,6,2,5,8,41,4.225806452
2022/8/19,30,2,22,21,114,30,2,22,21,114,3.989417989
2022/8/20,15,2,10,21,69,15,2,10,21,69,4.085470085
2022/8/21,12,2,2,8,53,12,2,2,8,53,4.142857143
2022/8/22,18,4,2,13,47,18,4,2,13,47,3.797619048
2022/8/23,3,1,-3,6,49,3,1,3,6,49,4.564516129
2022/8/24,20,4,2,7,60,20,4,2,7,60,3.892473118
2022/8/25,72,11,40,58,306,72,11,40,58,306,4.057494867
2022/8/26,10,0,10,17,89,10,0,10,17,89,4.388888889
2022/8/27,16,5,15,19,102,16,5,15,19,102,4.184713376
2022/8/28,14,4,12,16,68,14,4,12,16,68,4.052631579
2022/8/29,11,1,9,17,72,11,1,9,17,72,4.254545455
2022/8/30,7,4,0,20,57,7,4,0,20,57,4.318181818
2022/8/31,10,-1,2,12,70,10,1,2,12,70,4.378947368
2022/9/1,2,1,2,6,50,2,1,2,6,50,4.655737705
2022/9/2,16,1,10,18,95,16,1,10,18,95,4.25
2022/9/3,14,5,8,25,123,14,5,8,25,123,4.36
2022/9/4,14,2,3,19,104,14,2,3,19,104,4.387323944
2022/9/5,8,0,4,7,38,8,0,4,7,38,4.175438596
2022/9/6,4,2,2,10,32,4,2,2,10,32,4.28
2022/9/7,6,0,5,13,40,6,0,5,13,40,4.265625
2022/9/8,8,0,6,21,71,8,0,6,21,71,4.386792453
2022/9/9,2,1,3,9,33,2,1,3,9,33,4.458333333
2022/9/10,15,1,10,29,148,15,1,10,29,148,4.448275862
2022/9/11,8,5,3,21,115,8,5,3,21,115,4.513157895
2022/9/12,17,2,4,12,71,17,2,4,12,71,4.113207547
2022/9/13,3,-1,5,1,30,3,1,5,1,30,4.35
2022/9/14,6,1,3,4,24,6,1,3,4,24,4.026315789
2022/9/15,4,1,-1,5,22,4,1,1,5,22,4.212121212
2022/9/16,2,0,3,3,17,2,0,3,3,17,4.32
2022/9/17,5,0,5,9,37,5,0,5,9,37,4.303571429
2022/9/18,10,1,4,0,29,10,1,4,0,29,3.840909091
2022/9/19,9,-1,2,4,12,9,1,2,4,12,3.321428571
2022/9/20,2,1,-1,5,10,2,1,1,5,10,4.052631579
2022/9/21,5,0,0,3,17,5,0,0,3,17,4.08
2022/9/22,1,1,4,9,13,1,1,4,9,13,4.142857143
2022/9/23,7,2,4,2,13,7,2,4,2,13,3.428571429
2022/9/24,1,3,5,5,37,1,3,5,5,37,4.450980392
2022/9/25,16,3,6,8,42,16,3,6,8,42,3.76
2022/9/26,4,1,0,1,4,4,1,0,1,4,3
2022/9/27,11,-1,-1,3,12,11,1,1,3,12,3.142857143
2022/9/28,4,2,-1,3,14,4,2,1,3,14,3.875
2022/9/29,7,0,3,8,40,7,0,3,8,40,4.275862069
2022/9/30,4,1,1,7,12,4,1,1,7,12,3.88
2022/10/1,12,1,9,9,44,12,1,9,9,44,3.96
2022/10/2,2,2,3,1,28,2,2,3,1,28,4.416666667
2022/10/3,14,3,8,14,38,14,3,8,14,38,3.766233766
2022/10/4,5,2,3,5,15,5,2,3,5,15,3.766666667
2022/10/5,22,0,10,13,30,22,0,10,13,30,3.386666667
2022/10/6,5,-1,4,7,34,5,1,4,7,34,4.254901961
2022/10/7,6,0,2,6,24,6,0,2,6,24,4.105263158
2022/10/8,8,1,6,8,16,8,1,6,8,16,3.58974359
2022/10/9,0,1,2,2,13,0,1,2,2,13,4.5
2022/10/10,0,1,4,2,12,0,1,4,2,12,4.315789474
2022/10/11,5,0,2,2,9,5,0,2,2,9,3.555555556
2022/10/12,8,1,0,4,12,8,1,0,4,12,3.44
2022/10/13,4,-1,1,7,10,4,1,1,7,10,3.782608696
2022/10/14,0,-2,1,3,3,0,2,1,3,3,3.777777778
2022/10/15,-1,0,-2,-2,-11,1,0,2,2,11,4.375
2022/10/16,-4,0,0,0,-4,4,0,0,0,4,3
2022/10/17,0,0,-1,-1,-2,0,0,1,1,2,4.25
2022/10/18,-1,0,-2,0,-1,1,0,2,0,1,3
2022/10/19,-1,0,-3,0,-5,1,0,3,0,5,3.888888889
2022/10/20,-2,-1,0,0,-5,2,1,0,0,5,3.625
2022/10/21,-3,0,-1,-1,-3,3,0,1,1,3,3.125
2022/10/22,-2,0,0,-1,-5,2,0,0,1,5,3.875
2022/10/23,-3,0,0,0,-7,3,0,0,0,7,3.8
2022/10/24,1,-1,0,5,1,1,1,0,5,1,3.5
2022/10/25,2,1,2,5,21,2,1,2,5,21,4.35483871
2022/10/26,4,3,2,2,14,4,3,2,2,14,3.76
2022/10/27,4,1,-2,1,14,4,1,2,1,14,3.909090909
2022/10/28,5,2,0,0,20,5,2,0,0,20,4.037037037
2022/10/29,11,3,3,9,11,11,3,3,9,11,3.162162162
2022/10/30,6,3,2,5,11,6,3,2,5,11,3.444444444
2022/10/31,2,1,2,0,6,2,1,2,0,6,3.636363636
2022/11/1,3,0,3,5,14,3,0,3,5,14,4.08
2022/11/2,2,0,2,0,11,2,0,2,0,11,4.2
2022/11/3,2,-1,5,8,47,2,1,5,8,47,4.53968254
2022/11/4,7,2,5,3,28,7,2,5,3,28,3.955555556
2022/11/5,5,2,2,13,31,5,2,2,13,31,4.188679245
2022/11/6,15,2,5,12,46,15,2,5,12,46,3.9
2022/11/7,4,1,-2,2,18,4,1,2,2,18,4.074074074
2022/11/8,2,-1,3,9,29,2,1,3,9,29,4.409090909
2022/11/9,0,-1,0,9,12,0,1,0,9,12,4.454545455
2022/11/10,7,-1,4,6,16,7,1,4,6,16,3.676470588
2022/11/11,3,2,2,8,30,3,2,2,8,30,4.333333333
2022/11/12,5,5,5,16,71,5,5,5,16,71,4.401960784
2022/11/13,2,5,2,12,40,2,5,2,12,40,4.360655738
2022/11/14,2,0,2,7,34,2,0,2,7,34,4.577777778
2022/11/15,2,1,3,1,23,2,1,3,1,23,4.4
2022/11/16,4,3,6,8,12,4,3,6,8,12,3.636363636
2022/11/17,3,1,2,17,58,3,1,2,17,58,4.555555556
2022/11/18,5,1,2,7,46,5,1,2,7,46,4.442622951
2022/11/19,8,1,1,9,66,8,1,1,9,66,4.458823529
2022/11/20,5,2,5,11,55,5,2,5,11,55,4.397435897
2022/11/21,6,-2,8,10,35,6,2,8,10,35,4.081967213
2022/11/22,2,3,1,15,41,2,3,1,15,41,4.451612903
2022/11/23,2,2,7,10,21,2,2,7,10,21,4.095238095
2022/11/24,8,2,5,8,32,8,2,5,8,32,3.981818182
2022/11/25,4,0,5,10,38,4,0,5,10,38,4.368421053
2022/11/26,12,5,14,7,36,12,5,14,7,36,3.675675676
2022/11/27,12,0,0,7,23,12,0,0,7,23,3.69047619
2022/11/28,6,1,6,10,31,6,1,6,10,31,4.092592593
2022/11/29,3,-1,2,9,34,3,1,2,9,34,4.428571429
2022/11/30,9,0,-5,12,30,9,0,5,12,30,3.964285714
2022/12/1,17,1,6,18,53,17,1,6,18,53,3.936842105
2022/12/2,9,3,3,7,40,9,3,3,7,40,4.064516129
2022/12/3,7,1,4,17,42,7,1,4,17,42,4.211267606
2022/12/4,4,0,6,5,30,4,0,6,5,30,4.266666667
2022/12/5,4,2,7,8,49,4,2,7,8,49,4.371428571
2022/12/6,-5,-1,8,9,49,5,1,8,9,49,4.333333333
2022/12/7,14,1,0,5,37,14,1,0,5,37,3.877192982
2022/12/8,5,4,8,20,85,5,4,8,20,85,4.442622951
2022/12/9,0,0,6,6,38,0,0,6,6,38,4.64
2022/12/10,7,4,4,20,42,7,4,4,20,42,4.116883117
2022/12/11,15,1,11,8,44,15,1,11,8,44,3.82278481
2022/12/12,7,2,1,10,15,7,2,1,10,15,3.685714286
2022/12/13,5,0,1,6,18,5,0,1,6,18,4.066666667
2022/12/14,7,4,4,10,41,7,4,4,10,41,4.121212121
2022/12/15,7,1,4,5,48,7,1,4,5,48,4.323076923
2022/12/16,12,4,-1,10,39,12,4,1,10,39,3.909090909
2022/12/17,9,2,5,8,35,9,2,5,8,35,3.983050847
2022/12/18,14,-1,7,5,31,14,1,7,5,31,3.655172414
2022/12/19,9,-1,5,16,45,9,1,5,16,45,4.144736842
2022/12/20,13,-2,4,7,21,13,2,4,7,21,3.446808511
2022/12/21,12,1,6,11,18,12,1,6,11,18,3.458333333
2022/12/22,16,3,3,6,30,16,3,3,6,30,3.534482759
2022/12/23,31,0,14,2,27,31,0,14,2,27,2.918918919
2022/12/24,8,1,3,5,16,8,1,3,5,16,3.606060606
2022/12/25,9,2,1,5,25,9,2,1,5,25,3.833333333
2022/12/26,16,12,6,7,33,16,12,6,7,33,3.391891892
2022/12/27,14,-2,-1,5,29,14,2,1,5,29,3.647058824
2022/12/28,12,2,6,7,28,12,2,6,7,28,3.672727273
2022/12/29,26,4,9,11,52,26,4,9,11,52,3.578431373
2022/12/30,17,5,7,6,20,17,5,7,6,20,3.127272727
2022/12/31,19,3,6,7,29,19,3,6,7,29,3.375
2023/1/1,16,0,6,5,21,16,0,6,5,21,3.3125
2023/1/2,13,5,9,8,30,13,5,9,8,30,3.569230769
2023/1/3,3,5,3,5,43,3,5,3,5,43,4.355932203
2023/1/4,9,2,5,4,12,9,2,5,4,12,3.25
2023/1/5,8,4,9,12,23,8,4,9,12,23,3.678571429
2023/1/6,13,2,4,8,31,13,2,4,8,31,3.724137931
2023/1/7,11,2,4,13,20,11,2,4,13,20,3.58
2023/1/8,12,-1,4,15,30,12,1,4,15,30,3.806451613
2023/1/9,19,1,1,14,28,19,1,1,14,28,3.492063492
2023/1/10,4,1,0,6,24,4,1,0,6,24,4.285714286
2023/1/11,9,5,1,16,40,9,5,1,16,40,4.028169014
2023/1/12,7,-2,1,11,24,7,2,1,11,24,3.955555556
2023/1/13,14,4,6,14,25,14,4,6,14,25,3.507936508
2023/1/14,11,3,6,10,35,11,3,6,10,35,3.846153846
2023/1/15,18,2,2,9,21,18,2,2,9,21,3.25
2023/1/16,0,2,15,15,82,0,2,15,15,82,4.552631579
2023/1/17,15,-3,10,12,51,15,3,10,12,51,3.89010989
2023/1/18,4,0,4,19,23,4,0,4,19,23,4.14
2023/1/19,10,2,3,16,73,10,2,3,16,73,4.346153846
2023/1/20,13,2,7,4,31,13,2,7,4,31,3.666666667
2023/1/21,17,0,4,10,34,17,0,4,10,34,3.676923077
2023/1/22,2,2,4,2,36,2,2,4,2,36,4.47826087
2023/1/23,23,5,6,9,34,23,5,6,9,34,3.337662338
2023/1/24,5,2,1,10,13,5,2,1,10,13,3.774193548
2023/1/25,23,8,0,16,37,23,8,0,16,37,3.428571429
2023/1/26,22,2,8,10,27,22,2,8,10,27,3.260869565
2023/1/27,14,3,4,14,42,14,3,4,14,42,3.87012987
2023/1/28,17,8,9,10,24,17,8,9,10,24,3.235294118
2023/1/29,5,0,8,14,29,5,0,8,14,29,4.107142857
2023/1/30,5,2,6,6,35,5,2,6,6,35,4.185185185
2023/1/31,14,4,7,14,22,14,4,7,14,22,3.426229508
2023/2/1,6,1,3,6,25,6,1,3,6,25,4.048780488
2023/2/2,19,6,14,12,39,19,6,14,12,39,3.511111111
2023/2/3,12,3,9,8,43,12,3,9,8,43,3.893333333
2023/2/4,3,0,0,0,11,3,0,0,0,11,4.142857143
2023/2/5,26,5,8,30,57,26,5,8,30,57,3.69047619
2023/2/6,-2,1,5,-1,19,2,1,5,1,19,4.214285714
2023/2/7,8,1,7,8,15,8,1,7,8,15,3.538461538
2023/2/8,6,1,9,7,27,6,1,9,7,27,3.96
2023/2/9,7,2,5,12,35,7,2,5,12,35,4.081967213
2023/2/10,3,1,4,5,14,3,1,4,5,14,3.962962963
2023/2/11,11,-1,8,6,42,11,1,8,6,42,3.985294118
2023/2/12,11,3,3,4,24,11,3,3,4,24,3.6
2023/2/13,5,0,4,3,8,5,0,4,3,8,3.45
2023/2/14,-2,0,8,1,18,2,0,8,1,18,4.137931034
2023/2/15,-2,0,2,3,13,2,0,2,3,13,4.25
2023/2/16,7,1,1,6,15,7,1,1,6,15,3.7
2023/2/17,0,-2,5,5,13,0,2,5,5,13,4.16
2023/2/18,4,1,4,4,17,4,1,4,4,17,3.966666667
2023/2/19,4,-1,3,6,45,4,1,3,6,45,4.474576271
2023/2/20,3,-1,0,-1,6,3,1,0,1,6,3.545454545
2023/2/21,6,1,4,4,-1,6,1,4,4,1,2.5625
2023/2/22,8,0,6,2,4,8,0,6,2,4,2.7
2023/2/23,2,0,1,3,10,2,0,1,3,10,4.1875
2023/2/24,0,-1,2,4,10,0,1,2,4,10,4.352941176
2023/2/25,7,1,2,6,28,7,1,2,6,28,4.068181818
2023/2/26,7,2,4,6,22,7,2,4,6,22,3.829268293
2023/2/27,2,1,-2,3,2,2,1,2,3,2,3.2
2023/2/28,3,1,-1,4,12,3,1,1,4,12,4
2023/3/1,-3,0,3,0,0,3,0,3,0,0,2
2023/3/2,0,1,-2,1,15,0,1,2,1,15,4.578947368
2023/3/3,3,-2,0,1,6,3,2,0,1,6,3.416666667
2023/3/4,0,1,0,6,19,0,1,0,6,19,4.653846154
2023/3/5,5,0,2,9,20,5,0,2,9,20,4.083333333
2023/3/6,1,0,3,12,19,1,0,3,12,19,4.371428571
2023/3/7,0,-1,3,9,13,0,1,3,9,13,4.307692308
2023/3/8,-1,1,1,4,9,1,1,1,4,9,4.1875
2023/3/9,3,2,4,4,22,3,2,4,4,22,4.142857143
2023/3/10,1,2,4,5,14,1,2,4,5,14,4.115384615
2023/3/11,2,0,3,15,26,2,0,3,15,26,4.369565217
2023/3/12,5,0,4,20,62,5,0,4,20,62,4.472527473
2023/3/13,-1,1,5,6,12,1,1,5,6,12,4.08
2023/3/14,4,1,0,0,8,4,1,0,0,8,3.538461538
2023/3/15,2,-1,1,2,4,2,1,1,2,4,3.5
2023/3/16,3,0,0,8,18,3,0,0,8,18,4.310344828
2023/3/17,3,0,2,2,16,3,0,2,2,16,4.217391304
2023/3/18,5,3,3,6,45,5,3,3,6,45,4.338709677
2023/3/19,-3,0,3,7,17,3,0,3,7,17,4.166666667
2023/3/20,6,1,-1,4,15,6,1,1,4,15,3.777777778
2023/3/21,4,0,2,3,11,4,0,2,3,11,3.85
2023/3/22,-1,-1,2,3,15,1,1,2,3,15,4.363636364
2023/3/23,1,1,5,15,29,1,1,5,15,29,4.37254902
2023/3/24,4,-1,0,3,30,4,1,0,3,30,4.421052632
2023/3/25,0,0,0,10,39,0,0,0,10,39,4.795918367
2023/3/26,3,1,4,11,33,3,1,4,11,33,4.346153846
2023/3/27,0,-1,8,10,38,0,1,8,10,38,4.49122807
2023/3/28,4,1,5,2,10,4,1,5,2,10,3.590909091
2023/3/29,6,-1,1,9,24,6,1,1,9,24,4.073170732
2023/3/30,0,0,2,3,7,0,0,2,3,7,4.416666667
2023/3/31,1,3,6,8,40,1,3,6,8,40,4.431034483
2023/4/1,-3,-2,1,5,20,3,2,1,5,20,4.193548387
2023/4/2,8,2,7,11,55,8,2,7,11,55,4.240963855
2023/4/3,7,0,-1,15,23,7,0,1,15,23,4.02173913
2023/4/4,0,2,4,3,16,0,2,4,3,16,4.32
2023/4/5,-2,1,0,1,12,2,1,0,1,12,4.25
2023/4/6,6,2,4,15,46,6,2,4,15,46,4.273972603
2023/4/7,4,0,0,1,18,4,0,0,1,18,4.260869565
2023/4/8,8,3,2,10,49,8,3,2,10,49,4.236111111
2023/4/9,-1,-1,1,6,21,1,1,1,6,21,4.5
2023/4/10,1,0,-1,2,10,1,0,1,2,10,4.428571429
2023/4/11,1,1,1,3,15,1,1,1,3,15,4.428571429
2023/4/12,1,0,4,-1,11,1,0,4,1,11,4.235294118
2023/4/13,4,1,0,2,16,4,1,0,2,16,4.086956522
2023/4/14,-1,0,0,0,4,1,0,0,0,4,4.2
2023/4/15,6,-1,4,13,41,6,1,4,13,41,4.261538462
2023/4/16,1,0,1,3,6,1,0,1,3,6,4.181818182
2023/4/17,7,2,4,12,34,7,2,4,12,34,4.084745763
2023/4/18,1,0,-1,5,17,1,0,1,5,17,4.541666667
2023/4/19,-2,0,-2,1,8,2,0,2,1,8,4
2023/4/20,0,-5,8,11,16,0,5,8,11,16,3.95
2023/4/21,-2,1,12,9,51,2,1,12,9,51,4.413333333
2023/4/22,13,0,-5,6,39,13,0,5,6,39,3.920634921
2023/4/23,3,2,8,3,21,3,2,8,3,21,4
2023/4/24,6,0,-1,4,5,6,0,1,4,5,3.125
2023/4/25,3,0,0,1,24,3,0,0,1,24,4.535714286
2023/4/26,0,0,2,-1,3,0,0,2,1,3,4.166666667
2023/4/27,2,6,5,4,9,2,6,5,4,9,3.461538462
2023/4/28,2,1,0,-3,6,2,1,0,3,6,3.833333333
2023/4/29,5,2,3,1,20,5,2,3,1,20,3.935483871
2023/4/30,8,0,4,5,11,8,0,4,5,11,3.392857143
2023/5/1,-4,-1,1,0,-4,4,1,1,0,4,2.9
2023/5/2,10,1,6,3,31,10,1,6,3,31,3.862745098
2023/5/3,2,2,6,6,11,2,2,6,6,11,3.814814815
2023/5/4,0,1,3,3,15,0,1,3,3,15,4.454545455
2023/5/5,3,2,2,4,5,3,2,2,4,5,3.375
2023/5/6,1,0,1,0,2,1,0,1,0,2,3.5
2023/5/7,9,1,2,8,21,9,1,2,8,21,3.756097561
2023/5/8,4,1,-1,2,14,4,1,1,2,14,3.954545455
2023/5/9,1,1,1,-1,12,1,1,1,1,12,4.375
2023/5/10,2,1,1,1,9,2,1,1,1,9,4
2023/5/11,5,1,1,4,16,5,1,1,4,16,3.925925926
2023/5/12,3,0,3,3,9,3,0,3,3,9,3.833333333
2023/5/13,1,1,2,5,16,1,1,2,5,16,4.36
2023/5/14,1,1,0,3,24,1,1,0,3,24,4.655172414
2023/5/15,3,1,2,3,2,3,1,2,3,2,3
2023/5/16,1,-1,2,1,2,1,1,2,1,2,3.285714286
2023/5/17,1,-1,-2,3,3,1,1,2,3,3,3.6
2023/5/18,0,1,3,1,9,0,1,3,1,9,4.285714286
2023/5/19,0,0,4,0,10,0,0,4,0,10,4.428571429
2023/5/20,3,-2,4,5,18,3,2,4,5,18,4.03125
2023/5/21,2,3,2,0,6,2,3,2,0,6,3.384615385
2023/5/22,1,1,0,-1,9,1,1,0,1,9,4.333333333
2023/5/23,3,0,3,1,5,3,0,3,1,5,3.416666667
2023/5/24,2,2,-1,3,6,2,2,1,3,6,3.642857143
2023/5/25,-2,-1,2,1,9,2,1,2,1,9,3.933333333
2023/5/26,-1,0,0,2,-1,1,0,0,2,1,3.5
2023/5/27,3,1,2,3,13,3,1,2,3,13,4
2023/5/28,4,0,-1,4,25,4,0,1,4,25,4.352941176
2023/5/29,2,-2,1,0,-1,2,2,1,0,1,2.333333333
2023/5/30,2,-1,0,0,5,2,1,0,0,5,3.625
2023/5/31,8,0,0,2,25,8,0,0,2,25,4.028571429
2023/6/1,7,0,5,-1,15,7,0,5,1,15,3.607142857
2023/6/2,1,1,2,-2,5,1,1,2,2,5,3.818181818
2023/6/3,1,0,1,3,-6,1,0,1,3,6,4.181818182
2023/6/4,-1,0,0,-1,-12,1,0,0,1,12,4.642857143
2023/6/5,0,-2,2,1,10,0,2,2,1,10,4.266666667
2023/6/6,-1,2,-1,3,3,1,2,1,3,3,3.5
2023/6/7,3,2,0,1,6,3,2,0,1,6,3.416666667
2023/6/8,3,0,1,3,5,3,0,1,3,5,3.583333333
2023/6/9,4,1,5,1,0,4,1,5,1,0,2.272727273
2023/6/10,6,-1,3,5,24,6,1,3,5,24,4.025641026
