date,VIVO,OPPO,3,6,7,Downloads
2022/10/9,281351,326380,11361,653832,63923,1336847
2022/10/10,268154,320149,6134,627807,63733,1285977
2022/10/11,237388,282145,9246,1401539,64626,1994944
2022/10/12,235813,286304,5058,645578,68830,1241583
2022/10/13,238519,293109,5624,718530,78540,1334322
2022/10/14,247977,409498,3156,776378,86326,1523335
2022/10/15,364552,788667,1089,1429785,67332,2651425
2022/10/16,511812,389562,0,1192837,67202,2161413
2022/10/17,401136,333930,0,906975,62654,1704695
2022/10/18,249371,101423,0,487354,61684,899832
2022/10/19,243539,291609,1876,751216,65381,1353621
2022/10/20,243371,267910,0,628372,70436,1210089
2022/10/21,253415,420251,0,836870,72702,1583238
2022/10/22,374190,604911,3212,1193665,66538,2242516
2022/10/23,531917,474123,0,1416828,57901,2480769
2022/10/24,414860,272147,0,834252,55960,1577219
2022/10/25,265247,308600,0,1397338,55084,2026269
2022/10/26,265561,279714,95657,762626,60147,1463705
2022/10/27,274478,341809,9144,1479564,66247,2171242
2022/10/28,304917,492257,5847,1012975,71270,1887266
2022/10/29,472527,750460,18345,2360060,63844,3665236
2022/10/30,771861,552543,8123,1590665,54031,2977223
2022/10/31,475330,325419,5513,944810,52796,1803868
2022/11/1,291486,336491,8528,836477,55416,1528398
2022/11/2,282405,287996,4601,1829407,61755,2466164
2022/11/3,291213,312053,4802,1096578,69373,1774019
2022/11/4,298314,431110,8748,943201,77808,1759181
2022/11/5,442363,620073,7512,1963819,73083,3106850
2022/11/6,574101,496957,12352,1408503,63313,2555226
2022/11/7,436575,291900,4894,1572064,63591,2369024
2022/11/8,279338,297887,4791,755652,66029,1403697
2022/11/9,275371,301448,7582,701954,73344,1359699
2022/11/10,283214,333770,4486,825205,79246,1525921
2022/11/11,300160,412373,9239,911973,81602,1715347
2022/11/12,428689,654454,7760,1461354,78607,2630864
2022/11/13,598862,509615,7843,1317642,72851,2506813
2022/11/14,455413,302941,9316,1002259,75582,1845511
2022/11/15,279782,280131,4579,709100,81377,1354969
2022/11/16,259744,319982,7595,755400,88201,1430922
2022/11/17,267851,289908,4374,663693,95606,1321432
2022/11/18,276644,390402,4534,839156,96701,1607437
2022/11/19,408955,577618,12127,1384634,91977,2475311
2022/11/20,559756,567809,7051,1343097,90874,2568587
2022/11/21,443451,341773,9594,951135,85066,1831019
2022/11/22,312320,338273,5162,815827,86177,1557759
2022/11/23,313754,354675,8717,832195,90133,1599474
2022/11/24,311902,385033,4741,895031,95710,1692417
2022/11/25,334771,471781,5227,925501,100816,1838096
2022/11/26,446900,594986,12939,1926770,113392,3094987
2022/11/27,554683,481156,7203,1194589,165939,2403570
2022/11/28,466617,466364,9604,1123463,158312,2224360
2022/11/29,361525,398856,5120,983321,115966,1864788
2022/11/30,350657,378126,4944,923246,104133,1761106
2022/12/1,353307,408217,8335,1275468,98220,2143547
2022/12/2,374379,618233,4860,2080772,98118,3176362
2022/12/3,497012,689623,12196,1447703,95450,2741984
2022/12/4,576799,588673,6413,1364721,90115,2626721
2022/12/5,475940,476379,5297,1155401,89485,2202502
2022/12/6,352040,405473,7120,921982,98110,1784725
2022/12/7,305052,457697,4602,907852,102125,1777328
2022/12/8,375163,429137,4912,956310,107686,1873208
2022/12/9,352694,446456,8415,1046241,106225,1960031
2022/12/10,441429,734859,6879,1318987,94528,2596682
2022/12/11,543834,557002,11178,1310657,86170,2508841
2022/12/12,440098,420020,4397,1042481,84441,1991437
2022/12/13,326347,420250,4819,915732,80841,1747989
2022/12/14,331436,337647,7699,807653,83553,1567988
2022/12/15,339147,508742,4607,1001973,91264,1945733
2022/12/16,362466,472013,9272,1056224,92017,1991992
2022/12/17,464405,681710,6636,1480624,84166,2717541
2022/12/18,529080,598910,6428,1242928,84684,2462030
2022/12/19,458874,530518,10298,1284013,85732,2369435
2022/12/20,431494,548650,5395,1074681,83277,2143497
2022/12/21,445302,582712,9518,1420011,91845,2549388
2022/12/22,482300,536402,5992,1163898,108803,2297395
2022/12/23,472439,519309,5501,1216899,127442,2341590
2022/12/24,510074,725733,11268,1441477,159239,2847791
2022/12/25,521890,611286,5835,1378890,188401,2706302
2022/12/26,506031,563238,6609,1156735,98149,2330762
2022/12/27,463262,556569,10042,1089481,66358,2185712
2022/12/28,442823,525846,5363,1055450,70361,2099843
2022/12/29,437142,536540,2885,1328018,73936,2378521
2022/12/30,444474,572886,12387,1163157,76064,2268968
2022/12/31,495136,678403,6323,1478794,65680,2724336
2023/1/1,569005,112304,12293,822990,55722,1572314
2023/1/2,556957,1185753,5989,1749479,54802,3552980
2023/1/3,495977,770592,12780,1550743,56957,2887049
2023/1/4,678850,1965534,67133,103196606,64126,105972249
2023/1/5,514176,5271710,23788,5895855,68754,11774283
2023/1/6,487063,2638783,25010,3415732,69632,6636220
2023/1/7,506714,1712767,13577,2469333,64888,4767279
2023/1/8,515751,1352167,13106,2100566,54050,4035640
2023/1/9,510292,1172451,18429,2079915,53919,3835006
2023/1/10,502395,1102027,10813,1705927,54303,3375465
2023/1/11,506423,1090458,9693,1977075,62449,3646098
2023/1/12,511719,984742,15878,1643880,66341,3222560
2023/1/13,529918,929249,9877,1697974,67577,3234595
2023/1/14,579187,957973,16981,1712430,58482,3325053
2023/1/15,612348,886350,9456,1784743,53015,3345912
2023/1/16,587458,862599,10051,1789359,52925,3302392
2023/1/17,578162,848407,15600,1649941,52570,3144680
2023/1/18,620864,930076,9499,1976922,60781,3598142
2023/1/19,631339,852823,4016,1720772,65500,3274450
2023/1/20,644272,911440,21551,1844018,65450,3486731
2023/1/21,700376,1223079,11222,2247605,56272,4238554
2023/1/22,937878,1153162,19013,2843413,50618,5004084
2023/1/23,771952,1041488,9397,2135106,51284,4009227
2023/1/24,787576,986342,9034,2032713,53043,3868708
2023/1/25,702497,847133,15078,1777886,60170,3402764
2023/1/26,648466,813515,7996,1755949,67363,3293289
2023/1/27,605431,756672,13463,1499263,69565,2944394
2023/1/28,578461,734485,7764,1540206,68822,2929738
2023/1/29,537982,674296,7650,1553378,53254,2826560
2023/1/30,507588,634408,13132,1294192,52497,2501817
2023/1/31,480629,635472,7813,1427595,53405,2604914
2023/2/1,474212,636004,12643,1704451,59078,2886388
2023/2/2,464768,608852,7184,2233076,62853,3376733
2023/2/3,459874,579495,7363,1356946,67235,2470913
2023/2/4,466251,672091,13890,1262972,60979,2476183
2023/2/5,507860,617584,8211,1459047,53656,2646358
2023/2/6,476079,448151,6863,1083928,53149,2068170
2023/2/7,336133,395442,8975,918139,56509,1715198
2023/2/8,271072,351315,5101,738249,65582,1431319
2023/2/9,263935,355021,8222,722492,70602,1420272
2023/2/10,269171,474475,4771,962644,71892,1782953
2023/2/11,405499,683265,8370,1307013,65494,2469641
2023/2/12,549446,574452,13310,1394004,60096,2591308
2023/2/13,419236,568593,4689,1090316,55742,2138576
2023/2/14,229282,52572,7833,434600,57157,781444
2023/2/15,215312,304002,4005,624597,61456,1209372
2023/2/16,218331,310801,4377,721520,67143,1322172
2023/2/17,238120,472349,8300,879881,68842,1667492
2023/2/18,444075,831572,8244,1515631,66013,2865535
2023/2/19,642009,586197,7935,1502573,57335,2796049
2023/2/20,441798,301683,7985,844832,55534,1651832
2023/2/21,213119,273913,4146,615207,57321,1163706
2023/2/22,204907,285866,6760,617712,65343,1180588
2023/2/23,207822,284678,3438,633212,69091,1198241
2023/2/24,0,0,0,0,67001,67001
2023/2/25,622627,1239808,16959,2207320,59690,4146404
2023/2/26,578453,514408,7027,1260848,52993,2413729
2023/2/27,408337,286974,7377,910438,51534,1664660
2023/2/28,195927,268570,3785,572683,53596,1094561
2023/3/1,197512,241027,3995,442891,61056,946481
2023/3/2,198795,283350,6156,1414871,68372,1971544
2023/3/3,218366,481166,4012,796731,69581,1569856
2023/3/4,419120,731497,7664,1471733,67329,2697343
2023/3/5,596063,534351,11757,1372512,54767,2569450
2023/3/6,409089,268002,3689,912252,52665,1645697
2023/3/7,188780,230113,5871,525646,53384,1003794
2023/3/8,182268,263918,2957,563776,57210,1070129
2023/3/9,199107,250378,0,829131,59302,1337918
2023/3/10,193890,395310,6527,719389,66121,1381237
2023/3/11,356623,658355,6537,1198873,62836,2283224
2023/3/12,558178,535095,6608,1479024,57145,2636050
2023/3/13,396991,268301,6975,744351,53134,1469752
2023/3/14,187134,230744,3617,522822,54041,998358
2023/3/15,180470,227883,5466,550609,61859,1026287
2023/3/16,185316,256132,3032,544770,69681,1058931
2023/3/17,207884,397020,3747,717352,69981,1395984
2023/3/18,369301,677352,10500,1253425,62525,2373103
2023/3/19,551937,515006,6139,1406278,53211,2532571
2023/3/20,383096,253746,0,764373,54415,1455630
2023/3/21,180644,209199,9815,481836,56021,937515
2023/3/22,173160,247770,3408,537989,63244,1025571
2023/3/23,187121,243561,5176,580090,68276,1084224
2023/3/24,193714,382329,3281,645980,73065,1298369
2023/3/25,345212,624915,6236,1283643,69058,2329064
2023/3/26,541119,507301,9999,1252400,69482,2380301
2023/3/27,380009,266824,3427,1124491,73354,1848105
2023/3/28,219507,228939,5650,614847,75279,1144222
2023/3/29,181941,200185,2634,457771,82308,924839
2023/3/30,183430,248508,3234,524846,86752,1046770
2023/3/31,196390,379879,6204,741732,85268,1409473
2023/4/1,370852,670859,5980,1048042,85154,2180887
2023/4/2,562324,551003,9612,3365915,76065,4564919
2023/4/3,429965,314584,3455,873499,67426,1688929
2023/4/4,244817,426620,5045,789509,68197,1534188
2023/4/5,366646,561452,13355,1147782,74853,2164088
2023/4/6,451509,302039,4197,999196,84850,1841791
2023/4/7,223867,353382,4360,687001,103566,1372176
2023/4/8,321418,572272,9668,1081078,137922,2122358
2023/4/9,490313,483532,6039,1187193,172320,2339397
2023/4/10,366582,249062,6857,843310,221174,1686985
2023/4/11,180817,216082,3006,480377,64187,944469
2023/4/12,177620,245746,3515,518588,77673,1023142
2023/4/13,184911,251547,5726,549865,74905,1066954
2023/4/14,218804,410431,3496,810359,102942,1546032
2023/4/15,361406,868100,17027,1687182,56354,2990069
2023/4/16,826790,2004016,9688,3060319,50607,5951420
2023/4/17,479477,3187163,33295,3872088,50736,7622759
2023/4/18,217408,2539239,23701,2901297,51633,5733278
2023/4/19,204120,1324830,11269,1719410,55316,3314945
2023/4/20,203962,1018905,10281,1344912,59218,2637278
2023/4/21,221830,735725,14443,1567437,60606,2600041
2023/4/22,385655,982816,12497,1605849,56452,3043269
2023/4/23,489401,814839,14126,1584770,52034,2955170
2023/4/24,241607,647928,7303,897357,51221,1845416
2023/4/25,192706,508033,7766,995270,53784,1757559
2023/4/26,183380,345165,9498,607602,59066,1204711
2023/4/27,183880,340786,6094,603545,66688,1200993
2023/4/28,216822,580065,12309,1027643,67552,1904391
2023/4/29,478035,1020782,12026,1822855,77649,3411347
2023/4/30,751995,985271,11787,2247678,56862,4053593
2023/5/1,689345,950469,17973,1658623,61747,3378157
2023/5/2,628155,839840,9017,4234920,67047,5778979
2023/5/3,514350,717564,8521,1452791,74181,2767407
2023/5/4,390049,440670,9316,1049998,77600,1967633
2023/5/5,201330,386935,4914,729991,79337,1402507
2023/5/6,196808,468978,9394,778039,78199,1531418
2023/5/7,312522,604772,7608,1090157,77182,2092241
2023/5/8,398126,329636,5494,950131,80821,1764208
2023/5/9,181405,287938,7192,571071,80399,1128005
2023/5/10,174671,288584,4608,630636,82667,1181166
2023/5/11,178160,263424,8068,518513,85520,1053685
2023/5/12,184783,501820,4878,793851,132969,1618301
2023/5/13,337337,703293,13545,1373453,82621,2510249
2023/5/14,535679,615791,7512,1327028,91069,2577079
2023/5/15,396415,322931,5300,905868,93674,1724188
2023/5/16,186936,301004,6851,569089,97774,1161654
2023/5/17,182635,272015,4340,530454,95104,1084548
2023/5/18,187891,269368,6696,635483,95864,1195302
2023/5/19,198822,367936,4257,686901,96383,1354299
2023/5/20,336756,641272,11867,1213582,95748,2299225
2023/5/21,534135,535727,6934,1281594,97344,2455734
2023/5/22,404816,303480,4787,916270,100034,1729387
2023/5/23,189474,250373,6794,1170055,96380,1713076
2023/5/24,181745,241306,3745,505690,104344,1036830
2023/5/25,187835,270458,4086,588262,111771,1162412
2023/5/26,205671,407446,7115,846766,109394,1576392
2023/5/27,365305,682445,7016,1177751,108566,2341083
2023/5/28,565173,584837,11492,2185879,103417,3450798
2023/5/29,414455,310235,3818,802903,104180,1635591
2023/5/30,195734,275453,3913,578593,103464,1157157
2023/5/31,187412,267616,6197,1216894,103692,1781811
2023/6/1,204204,323410,4560,532507,100857,1165538
2023/6/2,260697,374993,5049,1306949,102552,2050240
2023/6/3,351556,598693,12064,1233142,102356,2297811
2023/6/4,529467,542550,7046,1283338,102610,2465011
2023/6/5,427366,339629,8829,938868,102948,1817640
2023/6/6,270688,337662,4439,733708,90664,1437161
2023/6/7,269858,326416,4791,101513145,82985,102197195
2023/6/8,257549,359907,7348,750909,77343,1453056
2023/6/9,306937,471578,4759,956731,78725,1818730
2023/6/10,429657,649983,7380,1409029,76530,2572579
2023/6/11,581409,570698,11332,1339362,81113,2583914
2023/6/12,446343,331584,4604,1034186,77669,1894386
2023/6/13,250210,296475,6865,639965,77157,1270672
2023/6/14,240618,289785,3763,751874,79269,1365309
2023/6/15,243288,301232,4142,648138,80518,1277318
2023/6/16,265688,408152,7483,1543059,78982,2303364
2023/6/17,376662,617549,6516,1214816,80592,2296135
2023/6/18,529777,563751,10863,2164329,84871,3353591
2023/6/19,446066,389388,4264,1067419,87795,1994932
2023/6/20,305686,385418,4711,815999,86013,1597827
2023/6/21,302796,484591,8183,961079,86847,1843496
2023/6/22,464446,882220,7861,1602918,92167,3049612
2023/6/23,732831,690126,6870,2654013,87767,4171607
2023/6/24,556854,550181,10242,1285776,87310,2490363
2023/6/25,439284,292359,4493,1707622,88126,2531884
2023/6/26,302123,374169,7634,916111,88445,1688482
2023/6/27,311236,773345,19472,1389428,85121,2578602
2023/6/28,542679,2038323,44415,2855361,89964,5570742
2023/6/29,478605,5816709,139697,6653200,94447,13182658
2023/6/30,472098,2638145,14198,3436154,102502,6663097
2023/7/1,557861,1815791,15713,2389879,103991,4883235
2023/7/2,613155,1380915,18352,3901370,105091,6018883
2023/7/3,541022,1167426,8898,1916763,100871,3734980
2023/7/4,456173,1094096,11931,1837568,101378,3501146
2023/7/5,451090,687258,7251,2168614,106375,3420588
2023/7/6,459900,689969,11277,1161698,113231,2436075
2023/7/7,465104,955854,7044,2803265,117717,4348984
2023/7/8,497368,562448,12472,1348919,121820,2543027
2023/7/9,531181,966029,7845,1732808,151657,3389520
2023/7/10,505814,632167,11015,1305060,237475,2691531
2023/7/11,468158,884292,6331,2503510,302708,4164999
2023/7/12,459962,641369,10317,1441043,74995,2627686
2023/7/13,474331,663445,5825,1315578,76953,2536132
2023/7/14,468356,498961,10361,2144622,77092,3199392
2023/7/15,478690,628994,6395,1329405,75231,2518715
2023/7/16,498195,652196,10940,1425606,74742,2661679
2023/7/17,492164,650824,6068,1345109,73719,2567884
2023/7/18,455614,670132,9746,1374573,73001,2583066
2023/7/19,447549,714439,5983,1323887,88769,2580627
2023/7/20,466680,557296,5903,2201497,92281,3323657
2023/7/21,471543,807656,9994,1613165,83614,2985972
2023/7/22,474796,385451,6345,1125374,78663,2070629
2023/7/23,489648,800359,6267,1553685,74488,2924447
2023/7/24,485801,663216,10054,1348373,74441,2581885
2023/7/25,447328,679715,5793,1353888,69082,2555806
2023/7/26,447088,632428,9659,1322861,68956,2480992
2023/7/27,466023,702525,5509,2384986,71643,3630686
2023/7/28,462197,616686,5693,1242876,72843,2400295
2023/7/29,496070,492931,10444,1228155,66469,2294069
2023/7/30,531784,720608,6380,2732253,61420,4052445
2023/7/31,518609,3671171,6156,4307048,64584,8567568
2023/8/1,484100,0,9585,494319,65648,1053652
2023/8/2,479889,588402,5583,2024823,66251,3164948
2023/8/3,465608,666497,9041,1370946,68396,2580488
2023/8/4,467028,0,5372,1792162,69138,2333700
2023/8/5,472872,804193,5858,1553289,65536,2901748
2023/8/6,507928,564725,9936,1288848,60090,2431527
2023/8/7,481150,520070,5248,1248801,57817,2313086
2023/8/8,448158,653669,5451,1270190,59099,2436567
2023/8/9,436339,485236,9317,1123310,65941,2120143
2023/8/10,435875,468021,5451,2264795,73989,3248131
2023/8/11,454871,668064,8457,1364319,77480,2573191
2023/8/12,460611,693658,5036,1421553,69533,2650391
2023/8/13,483888,707722,9037,1455745,60424,2716816
2023/8/14,468607,575107,4986,2389553,60005,3498258
2023/8/15,447566,567692,8382,1247414,65168,2336222
2023/8/16,445151,541867,4644,1177714,69559,2238935
2023/8/17,449949,516550,7874,1171072,79713,2225158
2023/8/18,451901,717806,4514,1428503,79394,2682118
2023/8/19,478791,809532,5397,2720975,68917,4083612
2023/8/20,565956,369190,8902,1266831,66941,2277820
2023/8/21,511373,891670,5109,1626985,56942,3092079
2023/8/22,471077,627914,8309,1256096,57371,2420767
2023/8/23,485403,583829,4733,1286982,62130,2423077
2023/8/24,450619,538879,7540,1258880,67933,2323851
2023/8/25,417707,44470,4344,748375,70647,1285543
2023/8/26,428173,0,7922,532868,67176,1036139
2023/8/27,465639,0,4787,814371,70216,1355013
2023/8/28,433202,2212144,7250,2792562,83263,5528421
2023/8/29,377541,451739,4046,1105847,94749,2033922
2023/8/30,371523,491398,6373,991283,91168,1951745
2023/8/31,353473,412080,16619,947590,102642,1832404
2023/9/1,349520,2230260,79405,2659884,101585,5420654
2023/9/2,358241,8184405,36818,9592041,80523,18252028
2023/9/3,458195,1749727,39770,2443357,56817,4747866
2023/9/4,358641,4508639,20596,4981837,54408,9924121
2023/9/5,191806,2891765,22117,4521641,54736,7682065
2023/9/6,181978,1237552,12358,1534610,58595,3025093
2023/9/7,181353,964097,16238,1301001,62419,2525108
2023/9/8,195500,993601,10659,1319436,65512,2584708
2023/9/9,344204,1200850,20793,1778154,67641,3411642
2023/9/10,512528,1102569,13888,101928504,67868,103625357
2023/9/11,382737,1079187,10677,1601773,64089,3138463
2023/9/12,187750,721359,12138,2321513,65538,3308298
2023/9/13,181547,655603,7712,950156,73744,1868762
2023/9/14,189160,388508,9890,692452,81310,1361320
2023/9/15,198907,476209,7331,845037,88497,1615981
2023/9/16,353996,902514,14963,1550156,79200,2900829
2023/9/17,540384,957795,10068,1791375,64801,3364423
2023/9/18,386111,733179,10085,1225522,65817,2420714
2023/9/19,182211,576157,5446,845724,74733,1684271
2023/9/20,184553,538508,12204,972507,93468,1801240
2023/9/21,310616,3832151,48390,4314851,117526,8623534
2023/9/22,230423,4368815,16772,4796405,154562,9566977
2023/9/23,358194,2573739,19658,3143623,197402,6292616
2023/9/24,530002,1660179,9869,2527968,280250,5008268
2023/9/25,378336,1209796,6936,1737074,322999,3655141
2023/9/26,177025,868681,7701,1200999,67966,2322372
2023/9/27,177326,475889,4469,771404,80730,1509818
2023/9/28,215343,776110,4861,1188619,90261,2275194
2023/9/29,514533,1139674,13652,2246680,91777,4006316
2023/9/30,893004,1252297,7644,2449086,83708,4685739
2023/10/1,682378,1117645,11108,1815825,75456,3702412
2023/10/2,606466,1090070,6406,3197577,62532,4963051
2023/10/3,535562,948802,6292,1871909,62141,3424706
2023/10/4,487098,801157,9322,1532928,65375,2895880
2023/10/5,445541,762414,5362,1346113,65854,2625284
2023/10/6,399922,637486,5227,1285901,75912,2404448
2023/10/7,310775,375219,6591,774260,66945,1533790
2023/10/8,172044,329889,3699,643554,52955,1202141
2023/10/9,161994,271663,5599,574482,56603,1070341
2023/10/10,151471,251592,3366,450785,58926,916140
2023/10/11,148690,353963,3482,506641,64425,1077201
2023/10/12,152172,274979,5349,665102,72607,1170209
2023/10/13,162566,447171,3175,771304,80737,1464953
2023/10/14,294955,626095,5518,1125575,78229,2130372
2023/10/15,459133,497417,8850,1127608,60106,2153114
2023/10/16,329094,329678,3664,849032,59071,1570539
2023/10/17,164819,254914,5247,523457,63189,1011626
2023/10/18,162074,270490,2910,543534,66569,1045577
2023/10/19,166922,243077,3084,535701,71274,1020058
2023/10/20,193436,393193,5631,740310,80253,1412823
2023/10/21,338393,599405,4758,1205166,76284,2224006
2023/10/22,491218,455531,4793,1194327,64836,2210705
2023/10/23,349461,229233,5235,703685,64659,1352273
2023/10/24,162435,225637,2890,464952,68469,924383
2023/10/25,158404,211006,4910,471334,73552,919206
2023/10/26,166255,228481,2683,544839,82965,1025223
2023/10/27,180162,335292,2973,665848,90810,1275085
2023/10/28,319277,638401,7810,1148320,108809,2222617
2023/10/29,547652,502275,4662,1428535,73362,2556486
2023/10/30,374998,243189,3234,691072,63475,1375968
2023/10/31,180442,223666,4579,550787,68141,1027615
2023/11/1,175474,219645,2867,398307,69788,866081
2023/11/2,181494,223811,3102,1441732,76713,1926852
2023/11/3,191861,379683,5161,741796,82048,1400549
2023/11/4,353363,586419,4736,1130185,78426,2153129
2023/11/5,519439,486785,7747,1404362,77040,2495373
2023/11/6,374444,243944,2752,805964,75732,1502836
2023/11/7,183153,218528,2800,465148,81722,951351
2023/11/8,167987,217480,4387,508679,82332,980865
2023/11/9,167186,203617,2402,493876,83108,950189
2023/11/10,177389,319923,2841,655383,85613,1241149
2023/11/11,301294,523456,6767,1125045,88683,2045245
2023/11/12,472239,439226,4335,1128733,92669,2137202
2023/11/13,339589,227918,5266,676958,97311,1347042
2023/11/14,164975,210280,2351,561591,97855,1037052
2023/11/15,159910,197487,2399,423400,105618,888814
2023/11/16,165117,175041,4106,466701,110423,921388
2023/11/17,175184,351487,2481,662496,113848,1305496
2023/11/18,312912,537945,4256,1133277,104158,2092548
2023/11/19,471849,433916,6621,1200321,98796,2211503
2023/11/20,338447,193861,2735,595202,90953,1221198
2023/11/21,167703,192184,2643,484971,95628,943129
2023/11/22,168386,125345,3933,417935,93139,808738
2023/11/23,173462,174176,2666,454573,91484,896361
2023/11/24,187882,320348,4639,663119,83724,1259712
2023/11/25,305719,397901,3915,937398,81857,1726790
2023/11/26,469902,619223,4191,1382463,89239,2565018
2023/11/27,335429,160623,4895,632334,91035,1224316
2023/11/28,168248,283304,2291,565445,94305,1113593
2023/11/29,164330,143190,4069,410027,90151,811767
2023/11/30,170907,181155,2088,488691,129755,972596
2023/12/1,201033,368421,2542,572474,130425,1274895
2023/12/2,351175,436915,6314,1886867,130264,2811535
2023/12/3,498274,647243,3976,1511251,129969,2790713
2023/12/4,346277,160939,4473,572162,94394,1178245
2023/12/5,171337,288773,2275,586323,59364,1108072
2023/12/6,164611,159545,4963,444815,137515,911449
2023/12/7,173231,193402,3235,538896,137615,1046379
2023/12/8,183442,335698,5107,633024,137302,1294573
2023/12/9,306776,419416,4371,995164,137841,1863568
2023/12/10,474140,641487,6922,1379482,137890,2639921
2023/12/11,351686,181050,2849,648041,130058,1313684
2023/12/12,184207,319554,4442,630344,137541,1276088
2023/12/13,171718,216586,2622,547243,137139,1075308
2023/12/14,196675,243323,4521,570933,137237,1152689
2023/12/15,236316,437372,2649,810033,136390,1622760
2023/12/16,370097,441039,6739,1086315,138072,2042262
2023/12/17,494753,666046,3585,1389928,137165,2691477
2023/12/18,341352,183144,4316,705990,192602,1427404
2023/12/19,178760,304164,2073,574938,130465,1190400
2023/12/20,174488,146204,3862,481568,130114,936236
2023/12/21,180224,181182,1882,441841,129895,935024
2023/12/22,185012,339183,4498,727423,53183,1309299
2023/12/23,319823,395807,3366,933908,59423,1712327
2023/12/24,458275,626507,6130,1320962,59341,2471215
2023/12/25,350578,179924,2236,682858,59500,1275096
2023/12/26,179878,299751,0,605761,59332,1144722
2023/12/27,178516,149377,6880,489915,133550,958238
2023/12/28,186241,200427,2375,1917516,133736,2440295
2023/12/29,217258,454762,4159,807057,133206,1616442
2023/12/30,433398,518602,3957,1198325,133918,2288200
2023/12/31,653782,942809,7334,2069823,133827,3807575
2024/1/1,612187,473514,3680,1090483,109911,2289775
2024/1/2,446038,399328,4094,2108330,110314,3068104
2024/1/3,212419,158311,2047,552733,110634,1036144
2024/1/4,201599,222631,20295,598255,110214,1152994
2024/1/5,332656,1828154,34353,2365232,109901,4670296
2024/1/6,393952,2513105,28460,3126384,109745,6171646
2024/1/7,534216,2284823,13750,3123206,119126,6075121
2024/1/8,404004,1521772,14506,2185393,108313,4233988
2024/1/9,243697,1390717,7764,1771038,108223,3521439
2024/1/10,234224,803419,9581,1222963,107536,2377723
2024/1/11,245359,674084,5262,1028015,131632,2084352
2024/1/12,260962,831408,8664,1269778,113046,2483858
2024/1/13,393319,954627,6194,1730367,110668,3195175
2024/1/14,536941,1153816,9690,1916572,108492,3725511
2024/1/15,415702,781691,4178,1323120,132056,2656747
2024/1/16,269684,950094,6959,1443317,107102,2777156
2024/1/17,278257,586862,3844,1007322,106917,1983202
2024/1/18,305693,666080,18651,1188176,112361,2290961
2024/1/19,376019,1584493,58850,2213201,112400,4344963
2024/1/20,476070,3582174,40870,4458254,109455,8666823
2024/1/21,554532,3875741,43292,104677073,109903,109260541
2024/1/22,493590,3541442,25178,4384497,132014,8576721
2024/1/23,386307,2723511,23872,3361970,106705,6602365
2024/1/24,395066,1526814,0,2057169,109892,4088941
2024/1/25,433569,1220542,32950,1894977,109621,3691659
2024/1/26,487451,1334858,8400,2241803,108544,4181056
2024/1/27,537380,846295,12739,1533725,109871,3040010
2024/1/28,574003,1293530,7078,2295883,98990,4269484
2024/1/29,548497,963756,6717,1726898,107513,3353381
2024/1/30,528827,1330748,10225,2182572,81973,4134345
2024/1/31,542237,853677,6047,1655381,108745,3166087
2024/2/1,604135,829284,6125,1440753,108281,2988578
2024/2/2,622564,1269320,9976,4453685,111634,6467179
2024/2/3,639397,772413,5625,1703984,115481,3236900
2024/2/4,636903,1280974,9560,2449232,112915,4489584
2024/2/5,623493,745244,5203,1520081,142101,3036122
2024/2/6,627815,1281915,5260,2465418,116287,4496695
2024/2/7,694151,788616,9687,1816616,116258,3425328
2024/2/8,705937,762935,5177,1701541,115458,3291048
2024/2/9,694548,1355547,5941,2680682,115617,4852335
2024/2/10,861152,950373,10332,2231890,116372,4170119
2024/2/11,722683,1369624,4664,2476253,115839,4689063
2024/2/12,729405,765800,4695,1871757,115881,3487538
2024/2/13,666136,1177916,7297,2172946,116346,4140641
2024/2/14,640020,683625,4279,1603050,115953,3046927
2024/2/15,623292,662611,7514,1600389,116506,3010312
2024/2/16,600858,1061070,4087,1974461,115665,3756141
2024/2/17,558953,592172,3952,1497928,116301,2769306
2024/2/18,535156,983792,7078,1676028,112933,3314987
2024/2/19,515093,581186,3865,1365317,113531,2578992
2024/2/20,495907,830268,3928,1566006,149495,3045604
2024/2/21,475252,467096,6668,1195443,116042,2260501
2024/2/22,462450,453842,3468,1100581,116472,2136813
2024/2/23,448817,815118,6806,1505734,116132,2892607
2024/2/24,487804,536270,4026,1302600,116227,2446927
2024/2/25,531259,813284,3619,1570068,112962,3031192
2024/2/26,399895,274956,5137,843204,111262,1634454
2024/2/27,253156,466274,2195,911233,131669,1764527
2024/2/28,230146,209316,2452,530824,113472,1086210
2024/2/29,226277,242487,4336,676566,112682,1262348
2024/3/1,236456,478123,2459,717681,113749,1548468
2024/3/2,382169,501924,4088,2080943,115918,3085042
2024/3/3,556898,784642,7061,1680906,112929,3142436
2024/3/4,410984,197000,2449,752794,109945,1473172
2024/3/5,214892,432159,4648,770950,138353,1561002
2024/3/6,212463,191687,2081,537268,116447,1059946
2024/3/7,213263,227234,2566,564572,116083,1123718
2024/3/8,230149,513510,4997,901336,112412,1762404
2024/3/9,445965,567382,3978,1310900,113343,2441568
2024/3/10,630221,848003,3998,1824143,111271,3417636
2024/3/11,446493,196969,4634,780886,87147,1516129
2024/3/12,218508,241802,2173,574603,120636,1157722
2024/3/13,208136,314827,4313,680316,112823,1320415
2024/3/14,211095,207044,1755,550995,111273,1082162
2024/3/15,216312,448268,2315,820220,113320,1600435
